Invoice Id,Invoice Date,Currency,Customer,Qty,Unit,Gross,Discount,Other Charges,CENTRAL SALES TAX PAYABLE - 2.00%,CENTRAL SALES TAX PAYABLE - 5%,EXCISE ON SALES - 12.50%,OUTPUT VAT PAYABLE  @ 4%,OUTPUT VAT PAYABLE ADDITIONAL @ 1%,,Net Amount
SI001648,17-06-2015,INR,G K WINDING WIRES ,2.785,KG,1399.825,0.000,0.000,0.000,0.000,175.000,0.000,0.000,0.000,1574.825
SI001649,17-06-2015,INR,G K WINDING WIRES ,253.255,KG,65251.151,0.000,0.000,0.000,0.000,8156.000,0.000,0.000,0.000,73407.151
SI001650,17-06-2015,INR,ADVANCE METERING ,50.245,KG,29614.403,0.000,0.000,0.000,0.000,3702.000,1333.000,333.000,0.000,34982.403
SI001652,17-06-2015,INR,Mandeep Cables P Ltd,2977.000,KG,25304.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25304.500
SI001654,17-06-2015,INR,YMD ELECTROMAC PVT. ,546.210,KG,299608.066,0.000,0.000,0.000,0.000,37452.000,13482.000,3371.000,0.000,353913.066
SI001655,17-06-2015,INR,DixonTechnologies (India) ,52.075,KG,33271.238,0.000,0.000,749.000,0.000,4159.000,0.000,0.000,0.000,38179.238
SI001656,17-06-2015,INR,DixonTechnologies (India) ,128.650,KG,81219.318,0.000,0.000,1827.000,0.000,10152.000,0.000,0.000,0.000,93198.318
SI001657,17-06-2015,INR,DixonTechnologies (India) ,123.040,KG,79893.184,0.000,0.000,1797.000,0.000,9986.000,0.000,0.000,0.000,91676.184
SI001658,17-06-2015,INR,DixonTechnologies (India) ,314.900,KG,163759.267,0.000,0.000,3685.000,0.000,20470.000,0.000,0.000,0.000,187914.267
SI001659,17-06-2015,INR,GOURAV ROSHNI ,552.555,KG,273663.915,0.000,0.000,0.000,0.000,34208.000,12315.000,3079.000,0.000,323265.915
SI001660,17-06-2015,INR,Kaynes Technology India P ,898.585,KG,439246.320,0.000,0.000,8785.000,0.000,0.000,0.000,0.000,0.000,448031.320
SI001661,17-06-2015,INR,INDIA NIPPON ,1162.370,KG,353360.480,0.000,0.000,7951.000,0.000,44170.000,0.000,0.000,0.000,405481.480
SI001662,17-06-2015,INR,Chandra Electrical ,1386.400,KG,600241.880,0.000,0.000,0.000,0.000,75030.000,27011.000,6753.000,0.000,709035.880
SI001663,17-06-2015,INR,Kanik Electronics Pvt Ltd,1106.970,KG,560788.315,0.000,0.000,12618.000,0.000,70098.000,0.000,0.000,0.000,643504.315
SI001664,17-06-2015,INR,G K WINDING WIRES ,4007.790,KG,2042063.070,0.000,0.000,0.000,0.000,255257.000,0.000,0.000,0.000,2297320.071
Invoice Id,Invoice Date,Currency,Customer,Qty,Unit,Gross,Discount,Other Charges,CENTRAL SALES TAX PAYABLE - 2.00%,CENTRAL SALES TAX PAYABLE - 5%,EXCISE ON SALES - 12.50%,OUTPUT VAT PAYABLE  @ 4%,OUTPUT VAT PAYABLE ADDITIONAL @ 1%,,Net Amount
SI001665,17-06-2015,INR,Nortex Marketing,102.055,KG,55041.323,0.000,0.000,0.000,0.000,6880.000,2477.000,619.000,0.000,65017.323
SI001666,17-06-2015,INR,G K WINDING WIRES ,3168.480,KG,1649028.697,0.000,0.000,0.000,0.000,206129.000,0.000,0.000,0.000,1855157.697
SI001667,17-06-2015,INR,G K WINDING WIRES ,1859.120,KG,958944.799,0.000,0.000,0.000,0.000,119869.000,0.000,0.000,0.000,1078813.799
SI001668,17-06-2015,INR,G K WINDING WIRES ,1137.430,KG,353626.987,0.000,0.000,0.000,0.000,44203.000,0.000,0.000,0.000,397829.987
SI001669,18-06-2015,INR,Denso India Ltd.,82.000,KG,40108.660,0.000,0.000,0.000,0.000,5014.000,1805.000,451.000,0.000,47378.660
SI001670,18-06-2015,INR,Denso India Ltd.,191.000,KG,93423.830,0.000,0.000,0.000,0.000,11678.000,4204.000,1051.000,0.000,110356.830
SI001671,18-06-2015,INR,Denso India Ltd.,85.000,KG,42511.050,0.000,0.000,0.000,0.000,5314.000,1913.000,478.000,0.000,50216.050
SI001672,18-06-2015,INR,Denso India Ltd.,251.000,KG,125532.630,0.000,0.000,0.000,0.000,15692.000,5649.000,1412.000,0.000,148285.630
SI001673,18-06-2015,INR,Denso India Ltd.,630.000,KG,315081.900,0.000,0.000,0.000,0.000,39385.000,14179.000,3545.000,0.000,372190.900
SI001674,18-06-2015,INR,Denso India Ltd.,423.000,KG,211554.990,0.000,0.000,0.000,0.000,26444.000,9520.000,2380.000,0.000,249898.990
SI001675,18-06-2015,INR,Denso India Ltd.,162.000,KG,79239.060,0.000,0.000,0.000,0.000,9905.000,3566.000,891.000,0.000,93601.060
SI001676,18-06-2015,INR,Denso India Ltd.,847.000,KG,422763.110,0.000,0.000,0.000,0.000,52845.000,19024.000,4756.000,0.000,499388.110
SI001677,18-06-2015,INR,Denso India Ltd.,499.000,KG,248566.870,0.000,0.000,0.000,0.000,31071.000,11186.000,2796.000,0.000,293619.870
SI001678,18-06-2015,INR,Denso India Ltd.,85.000,KG,44211.050,0.000,0.000,0.000,0.000,5526.000,1989.000,497.000,0.000,52223.050
SI001679,18-06-2015,INR,Denso India Ltd.,172.000,KG,89462.360,0.000,0.000,0.000,0.000,11183.000,4026.000,1006.000,0.000,105677.360
SI001680,18-06-2015,INR,Denso India Ltd.,471.000,KG,231793.230,0.000,0.000,0.000,0.000,28974.000,10431.000,2608.000,0.000,273806.230
SI001681,18-06-2015,INR,G K WINDING WIRES ,1040.435,KG,537655.887,0.000,0.000,0.000,0.000,67206.000,0.000,0.000,0.000,604861.887
SI001682,18-06-2015,INR,Orient Electric,1271.455,KG,40050.832,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40050.832
SI001683,18-06-2015,INR,Orient Electric,104.000,KG,104.000,104.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SI001684,18-06-2015,INR,Orient Electric,1881.860,KG,59278.590,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59278.590
SI001685,18-06-2015,INR,M.K ELECTRONICS,190.015,KG,100200.610,0.000,0.000,0.000,0.000,12525.000,4509.000,1127.000,0.000,118361.610
SI001686,18-06-2015,INR,SYNFLEX-ELEKTRO P ,107.270,KG,63217.429,0.000,0.000,0.000,0.000,7902.000,2845.000,711.000,0.000,74675.429
SI001687,18-06-2015,INR,C&S Electricals Ltd.,401.905,KG,218214.654,0.000,0.000,0.000,0.000,27277.000,9819.000,2455.000,0.000,257765.654
SI001690,18-06-2015,INR,STAR SINTERED ,941.000,KG,302061.000,0.000,0.000,0.000,0.000,37758.000,13593.000,3398.000,0.000,356810.000
SI001691,18-06-2015,INR,NOIDA ELECTRONICS (U-,2987.000,KG,25986.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25986.900
SI001692,18-06-2015,INR,DixonTechnologies (India) ,147.120,KG,91242.402,0.000,0.000,2053.000,0.000,11406.000,0.000,0.000,0.000,104701.402
SI001693,18-06-2015,INR,DixonTechnologies (India) ,75.010,KG,40005.083,0.000,0.000,900.000,0.000,5001.000,0.000,0.000,0.000,45906.083
SI001694,18-06-2015,INR,HAVELLS INDIA LTD ( ,1102.740,KG,575449.895,0.000,0.000,12947.000,0.000,71932.000,0.000,0.000,0.000,660328.895
SI001695,18-06-2015,INR,SWASTIK WIRE ,10.000,PCS,70000.000,0.000,0.000,1575.000,0.000,8750.000,0.000,0.000,0.000,80325.000
SI001696,18-06-2015,INR,Valeo Friction Material India ,1074.455,KG,556986.727,0.000,0.000,12532.000,0.000,69623.000,0.000,0.000,0.000,639141.728
SI001697,18-06-2015,INR,G K WINDING WIRES ,1898.930,KG,970896.014,0.000,0.000,0.000,0.000,121362.000,0.000,0.000,0.000,1092258.014
SI001698,19-06-2015,INR,J D Engineering,1132.920,KG,570942.724,0.000,0.000,12847.000,0.000,71368.000,0.000,0.000,0.000,655157.724
SI001699,19-06-2015,INR,Denso India Ltd.,166.000,KG,81195.580,0.000,0.000,0.000,0.000,10149.000,3654.000,913.000,0.000,95911.580
SI001700,19-06-2015,INR,Denso India Ltd.,524.000,KG,256304.120,0.000,0.000,0.000,0.000,32038.000,11534.000,2883.000,0.000,302759.120
SI001701,19-06-2015,INR,Denso India Ltd.,321.000,KG,160541.730,0.000,0.000,0.000,0.000,20068.000,7224.000,1806.000,0.000,189639.730
SI001702,19-06-2015,INR,Denso India Ltd.,635.000,KG,317582.550,0.000,0.000,0.000,0.000,39698.000,14291.000,3573.000,0.000,375144.550
SI001703,19-06-2015,INR,Denso India Ltd.,339.000,KG,169544.070,0.000,0.000,0.000,0.000,21193.000,7629.000,1907.000,0.000,200273.070
SI001704,19-06-2015,INR,Denso India Ltd.,169.000,KG,82662.970,0.000,0.000,0.000,0.000,10333.000,3720.000,930.000,0.000,97645.970
Invoice Id,Invoice Date,Currency,Customer,Qty,Unit,Gross,Discount,Other Charges,CENTRAL SALES TAX PAYABLE - 2.00%,CENTRAL SALES TAX PAYABLE - 5%,EXCISE ON SALES - 12.50%,OUTPUT VAT PAYABLE  @ 4%,OUTPUT VAT PAYABLE ADDITIONAL @ 1%,,Net Amount
SI001705,19-06-2015,INR,Denso India Ltd.,762.000,KG,380337.060,0.000,0.000,0.000,0.000,47542.000,17115.000,4279.000,0.000,449273.060
SI001706,19-06-2015,INR,Denso India Ltd.,508.000,KG,253050.040,0.000,0.000,0.000,0.000,31631.000,11387.000,2847.000,0.000,298915.040
SI001707,19-06-2015,INR,Denso India Ltd.,85.000,KG,44211.050,0.000,0.000,0.000,0.000,5526.000,1989.000,497.000,0.000,52223.050
SI001708,19-06-2015,INR,Denso India Ltd.,383.000,KG,188485.790,0.000,0.000,0.000,0.000,23561.000,8482.000,2120.000,0.000,222648.790
SI001711,19-06-2015,INR,NTL ElECTRONICS INDIA ,304.640,KG,187347.507,0.000,0.000,0.000,0.000,23418.000,8431.000,2108.000,0.000,221304.507
SI001712,19-06-2015,INR,YMD ELECTROMAC PVT. ,946.085,KG,504126.128,0.000,0.000,0.000,0.000,63016.000,22685.000,5672.000,0.000,595499.128
SI001713,19-06-2015,INR,N.J.ELECTRONICS,578.485,KG,301178.485,0.000,0.000,0.000,0.000,37647.000,13553.000,3389.000,0.000,355767.485
SI001714,19-06-2015,INR,SHUBHAM MACHINES ,53.000,PCS,11130.000,0.000,0.000,0.000,0.000,1391.000,501.000,125.000,0.000,13147.000
SI001715,19-06-2015,INR,C&S Electricals Ltd.,137.845,KG,73792.564,0.000,0.000,0.000,0.000,9224.000,3321.000,830.000,0.000,87167.564
SI001716,19-06-2015,INR,C&S Electricals Ltd.,374.695,KG,201066.574,0.000,0.000,0.000,0.000,25133.000,9048.000,2262.000,0.000,237509.574
SI001717,19-06-2015,INR,C&S Electricals Ltd.,516.470,KG,280667.245,0.000,0.000,0.000,0.000,35084.000,12631.000,3157.000,0.000,331539.245
SI001718,19-06-2015,INR,C&S Electricals Ltd.,301.455,KG,169215.735,0.000,0.000,0.000,0.000,21152.000,7615.000,1904.000,0.000,199886.735
SI001719,19-06-2015,INR,DixonTechnologies (India) ,112.055,KG,70728.259,0.000,0.000,1592.000,0.000,8841.000,0.000,0.000,0.000,81161.259
SI001720,19-06-2015,INR,DixonTechnologies (India) ,431.475,KG,230118.562,0.000,0.000,5178.000,0.000,28765.000,0.000,0.000,0.000,264061.562
SI001721,19-06-2015,INR,LUMINOUS POWER ,532.155,KG,124450.882,0.000,0.000,2801.000,0.000,15556.000,0.000,0.000,0.000,142807.882
SI001722,19-06-2015,INR,PREETHI KITCHEN ,2580.285,KG,679982.878,0.000,0.000,15300.000,0.000,84997.000,0.000,0.000,0.000,780279.878
SI001723,19-06-2015,INR,Mandeep Cables P Ltd,3011.000,KG,25593.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25593.500
SI001724,19-06-2015,INR,Kanik Electronics Pvt Ltd,1245.725,KG,629218.594,0.000,0.000,14157.000,0.000,78652.000,0.000,0.000,0.000,722027.594
SI001725,19-06-2015,INR,India Nippon Electrical Ltd ( ,275.190,KG,137237.253,126230.000,275.000,0.000,0.000,17155.000,0.000,0.000,0.000,28437.253
SI001726,19-06-2015,INR,India Nippon Electrical Ltd ( ,3513.175,KG,1790665.298,1650138.000,3598.000,0.000,0.000,223833.000,0.000,0.000,0.000,367958.298
SI001727,19-06-2015,INR,India Nippon Electrical Ltd ( ,85.915,KG,85.915,85.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SI001728,19-06-2015,INR,G K WINDING WIRES ,2924.640,KG,1464151.083,0.000,0.000,0.000,0.000,183019.000,0.000,0.000,0.000,1647170.083
SI001729,19-06-2015,INR,G K WINDING WIRES ,1436.870,KG,745069.379,0.000,0.000,0.000,0.000,93133.000,0.000,0.000,0.000,838202.379
SI001730,19-06-2015,INR,G K WINDING WIRES ,1249.860,KG,380402.806,0.000,0.000,0.000,0.000,47551.000,0.000,0.000,0.000,427953.806
SI001733,20-06-2015,INR,N.J.ELECTRONICS,321.000,KG,169914.930,0.000,0.000,0.000,0.000,21239.000,7646.000,1912.000,0.000,200711.930
SI001734,20-06-2015,INR,A K ELECTRICAL WORKS,2.625,KG,1338.750,0.000,0.000,0.000,0.000,167.000,60.000,15.000,0.000,1580.750
SI001735,20-06-2015,INR,Denso India Ltd.,84.000,KG,41086.920,0.000,0.000,0.000,0.000,5136.000,1849.000,462.000,0.000,48533.920
SI001736,20-06-2015,INR,Denso India Ltd.,381.000,KG,186358.530,0.000,0.000,0.000,0.000,23295.000,8386.000,2097.000,0.000,220136.530
SI001737,20-06-2015,INR,Denso India Ltd.,85.000,KG,42511.050,0.000,0.000,0.000,0.000,5314.000,1913.000,478.000,0.000,50216.050
SI001738,20-06-2015,INR,Denso India Ltd.,251.000,KG,125532.630,0.000,0.000,0.000,0.000,15692.000,5649.000,1412.000,0.000,148285.630
SI001739,20-06-2015,INR,Denso India Ltd.,634.000,KG,317082.420,0.000,0.000,0.000,0.000,39635.000,14269.000,3567.000,0.000,374553.420
SI001740,20-06-2015,INR,Denso India Ltd.,422.000,KG,211054.860,0.000,0.000,0.000,0.000,26382.000,9497.000,2374.000,0.000,249307.860
SI001741,20-06-2015,INR,Denso India Ltd.,170.000,KG,83152.100,0.000,0.000,0.000,0.000,10394.000,3742.000,935.000,0.000,98223.100
SI001742,20-06-2015,INR,Denso India Ltd.,678.000,KG,338410.140,0.000,0.000,0.000,0.000,42301.000,15228.000,3807.000,0.000,399746.140
SI001743,20-06-2015,INR,Denso India Ltd.,499.000,KG,248566.870,0.000,0.000,0.000,0.000,31071.000,11186.000,2796.000,0.000,293619.870
SI001744,20-06-2015,INR,Denso India Ltd.,85.000,KG,44211.050,0.000,0.000,0.000,0.000,5526.000,1989.000,497.000,0.000,52223.050
SI001745,20-06-2015,INR,Denso India Ltd.,175.000,KG,91022.750,0.000,0.000,0.000,0.000,11378.000,4096.000,1024.000,0.000,107520.750
SI001746,20-06-2015,INR,Denso India Ltd.,513.000,KG,252462.690,0.000,0.000,0.000,0.000,31558.000,11361.000,2840.000,0.000,298221.690
Invoice Id,Invoice Date,Currency,Customer,Qty,Unit,Gross,Discount,Other Charges,CENTRAL SALES TAX PAYABLE - 2.00%,CENTRAL SALES TAX PAYABLE - 5%,EXCISE ON SALES - 12.50%,OUTPUT VAT PAYABLE  @ 4%,OUTPUT VAT PAYABLE ADDITIONAL @ 1%,,Net Amount
SI001747,20-06-2015,INR,Orient Electric,1114.140,KG,35095.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35095.410
SI001748,20-06-2015,INR,Orient Electric,105.000,KG,105.000,105.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SI001749,20-06-2015,INR,Orient Electric,2209.860,KG,69610.590,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69610.590
SI001750,20-06-2015,INR,Mandeep Cables P Ltd,2988.000,KG,25398.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25398.000
SI001751,20-06-2015,INR,AMELCO KABLE PVT. ,3961.000,KG,27727.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27727.000
SI001752,20-06-2015,INR,G. K. ENTERPRISES P ,160.930,KG,72310.677,0.000,0.000,0.000,0.000,9039.000,3254.000,813.000,0.000,85416.677
SI001755,20-06-2015,INR,Elgi Ultra Industries Ltd-,1414.550,KG,424209.426,0.000,0.000,9545.000,0.000,53026.000,0.000,0.000,0.000,486780.426
SI001756,21-06-2015,INR,HAVELLS INDIA LTD ( ,3619.550,KG,1880635.528,0.000,0.000,42314.000,0.000,235080.000,0.000,0.000,0.000,2158029.529
SI001757,21-06-2015,INR,G K WINDING WIRES ,2253.685,KG,1129707.783,0.000,0.000,0.000,0.000,141213.000,0.000,0.000,0.000,1270920.783
SI001758,21-06-2015,INR,G K WINDING WIRES ,736.305,KG,222648.744,0.000,0.000,0.000,0.000,27831.000,0.000,0.000,0.000,250479.744
SI001759,21-06-2015,INR,Orient Electric,3257.055,KG,102597.232,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,102597.232
SI001760,22-06-2015,INR,Denso India Ltd.,84.000,KG,41086.920,0.000,0.000,0.000,0.000,5136.000,1849.000,462.000,0.000,48533.920
SI001761,22-06-2015,INR,Denso India Ltd.,329.000,KG,160923.770,0.000,0.000,0.000,0.000,20115.000,7242.000,1810.000,0.000,190090.770
SI001762,22-06-2015,INR,Denso India Ltd.,85.000,KG,42511.050,0.000,0.000,0.000,0.000,5314.000,1913.000,478.000,0.000,50216.050
SI001763,22-06-2015,INR,Denso India Ltd.,248.000,KG,124032.240,0.000,0.000,0.000,0.000,15504.000,5581.000,1395.000,0.000,146512.240
SI001764,22-06-2015,INR,Denso India Ltd.,641.000,KG,320583.330,0.000,0.000,0.000,0.000,40073.000,14426.000,3607.000,0.000,378689.330
SI001765,22-06-2015,INR,Denso India Ltd.,342.000,KG,171044.460,0.000,0.000,0.000,0.000,21381.000,7697.000,1924.000,0.000,202046.460
SI001766,22-06-2015,INR,Denso India Ltd.,241.000,KG,117880.330,0.000,0.000,0.000,0.000,14735.000,5305.000,1326.000,0.000,139246.330
SI001767,22-06-2015,INR,Denso India Ltd.,767.000,KG,382832.710,0.000,0.000,0.000,0.000,47854.000,17227.000,4307.000,0.000,452220.710
SI001768,22-06-2015,INR,Denso India Ltd.,491.000,KG,244581.830,0.000,0.000,0.000,0.000,30573.000,11006.000,2752.000,0.000,288912.830
SI001769,22-06-2015,INR,Denso India Ltd.,162.000,KG,80859.060,0.000,0.000,0.000,0.000,10107.000,3639.000,910.000,0.000,95515.060
SI001770,22-06-2015,INR,Denso India Ltd.,169.000,KG,87901.970,0.000,0.000,0.000,0.000,10988.000,3956.000,989.000,0.000,103834.970
SI001771,22-06-2015,INR,Denso India Ltd.,506.000,KG,249017.780,0.000,0.000,0.000,0.000,31127.000,11206.000,2801.000,0.000,294151.780
SI001774,22-06-2015,INR,G K WINDING WIRES ,744.600,KG,389157.744,0.000,0.000,0.000,0.000,48645.000,0.000,0.000,0.000,437802.744
SI001775,22-06-2015,INR,VINCERE ,953.185,KG,479766.606,0.000,0.000,10795.000,0.000,59971.000,0.000,0.000,0.000,550532.606
SI001776,22-06-2015,INR,AMELCO KABLE PVT. ,3996.000,KG,27972.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27972.000
SI001777,22-06-2015,INR,C & S Electric Ltd.(NSEZ),293.950,KG,153056.550,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,153056.550
SI001778,22-06-2015,INR,C & S Electric Ltd.(NSEZ),399.105,KG,206656.569,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,206656.569
SI001779,22-06-2015,INR,RISHABH  INDUSTRIES,294.725,KG,148491.297,0.000,0.000,3341.000,0.000,18561.000,0.000,0.000,0.000,170393.297
SI001780,22-06-2015,INR,YMD ELECTROMAC PVT. ,252.005,KG,133026.320,0.000,0.000,0.000,0.000,16628.000,5986.000,1497.000,0.000,157137.320
SI001781,22-06-2015,INR,M.K ELECTRONICS,195.915,KG,102001.186,0.000,0.000,0.000,0.000,12750.000,4590.000,1148.000,0.000,120489.186
SI001782,22-06-2015,INR,RPS ELECTRONICS,75.105,KG,38126.302,0.000,0.000,858.000,0.000,4766.000,0.000,0.000,0.000,43750.302
SI001783,22-06-2015,INR,DixonTechnologies (India) ,93.615,KG,65376.035,0.000,0.000,1471.000,0.000,8172.000,0.000,0.000,0.000,75019.035
SI001784,22-06-2015,INR,DixonTechnologies (India) ,119.495,KG,72094.918,0.000,0.000,1622.000,0.000,9012.000,0.000,0.000,0.000,82728.918
SI001785,22-06-2015,INR,DixonTechnologies (India) ,593.070,KG,305896.626,0.000,0.000,6882.000,0.000,38238.000,0.000,0.000,0.000,351016.626
SI001786,22-06-2015,INR,AMELCO KABLE PVT. ,1578.000,KG,11046.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11046.000
SI001787,22-06-2015,INR,G K WINDING WIRES ,4539.400,KG,2291216.456,0.000,0.000,0.000,0.000,286402.000,0.000,0.000,0.000,2577618.456
SI001788,22-06-2015,INR,G K WINDING WIRES ,1414.320,KG,746693.884,0.000,0.000,0.000,0.000,93337.000,0.000,0.000,0.000,840030.884
Invoice Id,Invoice Date,Currency,Customer,Qty,Unit,Gross,Discount,Other Charges,CENTRAL SALES TAX PAYABLE - 2.00%,CENTRAL SALES TAX PAYABLE - 5%,EXCISE ON SALES - 12.50%,OUTPUT VAT PAYABLE  @ 4%,OUTPUT VAT PAYABLE ADDITIONAL @ 1%,,Net Amount
SI001789,22-06-2015,INR,Orient Electric,20.160,KG,10011.859,0.000,0.000,225.000,0.000,1251.000,0.000,0.000,0.000,11487.859
SI001790,22-06-2015,INR,Orient Electric,504.085,KG,15878.678,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15878.678
SI001791,22-06-2015,INR,Orient Electric,209.000,KG,209.000,209.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SI001792,23-06-2015,INR,WIKA INSTRUMENTS ,1.000,PCS,7360.000,0.000,0.000,166.000,0.000,920.000,0.000,0.000,0.000,8446.000
SI001793,23-06-2015,INR,Denso India Ltd.,83.000,KG,40597.790,0.000,0.000,0.000,0.000,5075.000,1827.000,457.000,0.000,47956.790
SI001794,23-06-2015,INR,Denso India Ltd.,378.000,KG,184891.140,0.000,0.000,0.000,0.000,23111.000,8320.000,2080.000,0.000,218402.140
SI001795,23-06-2015,INR,Denso India Ltd.,332.000,KG,166043.160,0.000,0.000,0.000,0.000,20755.000,7472.000,1868.000,0.000,196138.160
SI001796,23-06-2015,INR,Denso India Ltd.,629.000,KG,314581.770,0.000,0.000,0.000,0.000,39323.000,14156.000,3539.000,0.000,371599.770
SI001797,23-06-2015,INR,Denso India Ltd.,307.000,KG,153539.910,0.000,0.000,0.000,0.000,19192.000,6909.000,1727.000,0.000,181367.910
SI001798,23-06-2015,INR,Denso India Ltd.,255.000,KG,124728.150,0.000,0.000,0.000,0.000,15591.000,5613.000,1403.000,0.000,147335.150
SI001799,23-06-2015,INR,Denso India Ltd.,759.000,KG,378839.670,0.000,0.000,0.000,0.000,47355.000,17048.000,4262.000,0.000,447504.670
SI001800,23-06-2015,INR,Denso India Ltd.,171.000,KG,85351.230,0.000,0.000,0.000,0.000,10669.000,3841.000,960.000,0.000,100821.230
SI001801,23-06-2015,INR,Denso India Ltd.,170.000,KG,88422.100,0.000,0.000,0.000,0.000,11053.000,3979.000,995.000,0.000,104449.100
SI001802,23-06-2015,INR,J D Engineering,1265.370,KG,637031.313,0.000,0.000,14334.000,0.000,79629.000,0.000,0.000,0.000,730994.313
SI001804,23-06-2015,INR,N.J.ELECTRONICS,402.685,KG,202666.403,0.000,0.000,0.000,0.000,25333.000,9120.000,2280.000,0.000,239399.403
SI001805,23-06-2015,INR,Nrjee System U-II,424.010,KG,216942.006,0.000,0.000,0.000,0.000,27118.000,9763.000,2440.000,0.000,256263.006
SI001806,23-06-2015,INR,C&S Electricals Ltd.,486.350,KG,253669.000,0.000,0.000,0.000,0.000,31709.000,11415.000,2854.000,0.000,299647.000
SI001807,23-06-2015,INR,C&S Electricals Ltd.,72.670,KG,37628.526,0.000,0.000,0.000,0.000,4704.000,1693.000,423.000,0.000,44448.526
SI001808,23-06-2015,INR,C&S Electricals Ltd.,345.860,KG,179086.308,0.000,0.000,0.000,0.000,22386.000,8059.000,2015.000,0.000,211546.308
SI001809,23-06-2015,INR,C&S Electricals Ltd.,179.590,KG,98199.812,0.000,0.000,0.000,0.000,12275.000,4419.000,1105.000,0.000,115998.812
SI001810,23-06-2015,INR,C&S Electricals Ltd.,621.245,KG,316950.588,0.000,0.000,0.000,0.000,39619.000,14262.000,3565.000,0.000,374396.588
SI001811,23-06-2015,INR,DixonTechnologies (India) ,112.335,KG,59519.436,0.000,0.000,1339.000,0.000,7440.000,0.000,0.000,0.000,68298.436
SI001812,23-06-2015,INR,DixonTechnologies (India) ,547.690,KG,285687.532,0.000,0.000,6427.000,0.000,35710.000,0.000,0.000,0.000,327824.532
SI001813,23-06-2015,INR,DIXON TECHNOLOGOES,352.470,KG,176559.926,0.000,0.000,0.000,0.000,22070.000,7945.000,1986.000,0.000,208560.926
SI001814,23-06-2015,INR,STAR SINTERED ,279.000,KG,89559.000,0.000,0.000,0.000,0.000,11195.000,4030.000,1008.000,0.000,105792.000
SI001815,23-06-2015,INR,STAR SINTERED ,70.000,KG,22470.000,0.000,0.000,0.000,0.000,2809.000,1011.000,253.000,0.000,26543.000
SI001816,23-06-2015,INR,ANU INDUSTRIES LTD ,302.835,KG,164330.384,0.000,1350.000,3697.000,0.000,20541.000,0.000,0.000,0.000,189918.384
SI001817,23-06-2015,INR,Kanik Electronics Pvt Ltd,595.365,KG,291078.702,0.000,0.000,6549.000,0.000,36385.000,0.000,0.000,0.000,334012.702
SI001818,23-06-2015,INR,VERSATILE WIRES LTD.,688.400,KG,117351.548,0.000,0.000,2640.000,0.000,14669.000,0.000,0.000,0.000,134660.548
SI001819,23-06-2015,INR,G K WINDING WIRES ,3577.195,KG,1790037.830,0.000,0.000,0.000,0.000,223756.000,0.000,0.000,0.000,2013793.830
SI001820,24-06-2015,INR,R.D. METALS,976.000,KG,78080.000,0.000,896.000,1757.000,0.000,9760.000,0.000,0.000,0.000,90493.000
SI001821,24-06-2015,INR,Denso India Ltd.,1243.000,KG,616931.590,0.000,0.000,0.000,0.000,77117.000,27762.000,6940.000,0.000,728750.590
SI001822,24-06-2015,INR,Denso India Ltd.,1817.000,KG,905191.210,0.000,0.000,0.000,0.000,113148.000,40735.000,10183.000,0.000,1069257.210
SI001823,24-06-2015,INR,Denso India Ltd.,890.000,KG,442881.700,0.000,0.000,0.000,0.000,55360.000,19929.000,4982.000,0.000,523152.700
SI001824,24-06-2015,INR,Orient Electric,2992.000,KG,94248.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,94248.000
SI001826,24-06-2015,INR,G K WINDING WIRES ,819.010,KG,401485.930,0.000,0.000,0.000,0.000,50186.000,0.000,0.000,0.000,451671.930
SI001827,24-06-2015,INR,G K WINDING WIRES ,157.405,KG,43168.321,0.000,0.000,0.000,0.000,5396.000,0.000,0.000,0.000,48564.321
SI001828,24-06-2015,INR,NTL ElECTRONICS INDIA ,821.950,KG,505482.811,0.000,0.000,0.000,0.000,63186.000,22747.000,5687.000,0.000,597102.811
