Invoice Id,Invoice Date,Currency,Customer,Qty,Unit,Gross,Discount,Other Charges,CENTRAL SALES TAX PAYABLE - 2.00%,CENTRAL SALES TAX PAYABLE - 5%,EXCISE ON SALES - 12.50%,OUTPUT VAT PAYABLE  @ 4%,OUTPUT VAT PAYABLE ADDITIONAL @ 1%,,Net Amount
SI001465,07-06-2015,INR,PREETHI KITCHEN ,1735.080,KG,457081.082,0.000,0.000,10285.000,0.000,57135.000,0.000,0.000,0.000,524501.082
SI001466,07-06-2015,INR,LUMINOUS POWER ,683.575,KG,157564.038,0.000,0.000,3546.000,0.000,19695.000,0.000,0.000,0.000,180805.038
SI001467,07-06-2015,INR,G K WINDING WIRES ,2612.215,KG,1267969.161,0.000,0.000,0.000,0.000,158496.000,0.000,0.000,0.000,1426465.161
SI001468,07-06-2015,INR,G K WINDING WIRES ,587.605,KG,171130.618,0.000,0.000,0.000,0.000,21391.000,0.000,0.000,0.000,192521.618
SI001470,08-06-2015,INR,G K WINDING WIRES ,1283.270,KG,668694.721,0.000,0.000,0.000,0.000,83587.000,0.000,0.000,0.000,752281.721
SI001472,08-06-2015,INR,G K WINDING WIRES ,1225.750,KG,617255.320,0.000,0.000,0.000,0.000,77157.000,0.000,0.000,0.000,694412.320
SI001473,08-06-2015,INR,Orient Electric,380.190,KG,11975.985,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11975.985
SI001474,08-06-2015,INR,Orient Electric,105.000,KG,105.000,105.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SI001475,08-06-2015,INR,Orient Electric,2176.260,KG,68552.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68552.190
SI001476,08-06-2015,INR,Mandeep Cables P Ltd,2991.000,KG,25423.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25423.500
SI001477,08-06-2015,INR,NTL ElECTRONICS INDIA ,510.495,KG,270041.645,0.000,0.000,0.000,0.000,33755.000,12152.000,3038.000,0.000,318986.645
SI001478,08-06-2015,INR,NTL ELECTRONICS INDIA ,142.760,KG,71412.835,0.000,0.000,0.000,0.000,8927.000,3214.000,803.000,0.000,84356.835
SI001479,08-06-2015,INR,NTL ELECTRONICS INDIA ,943.305,KG,497102.869,0.000,0.000,0.000,0.000,62138.000,22370.000,5592.000,0.000,587202.869
SI001480,08-06-2015,INR,SHUBHAM MACHINES ,48.000,PCS,10080.000,0.000,0.000,0.000,0.000,1260.000,454.000,113.000,0.000,11907.000
SI001481,08-06-2015,INR,RISHABH  INDUSTRIES,163.970,KG,85636.612,0.000,0.000,1927.000,0.000,10705.000,0.000,0.000,0.000,98268.612
SI001482,08-06-2015,INR,RISHABH  INDUSTRIES,103.355,KG,54087.739,0.000,0.000,1217.000,0.000,6761.000,0.000,0.000,0.000,62065.739
SI001483,08-06-2015,INR,YMD ELECTROMAC PVT. ,302.895,KG,160225.397,0.000,0.000,0.000,0.000,20028.000,7210.000,1803.000,0.000,189266.397
SI001484,08-06-2015,INR,YMD ELECTROMAC PVT. ,135.480,KG,77525.720,0.000,0.000,0.000,0.000,9691.000,3489.000,872.000,0.000,91577.720
SI001485,08-06-2015,INR,N.J.ELECTRONICS,337.130,KG,178100.871,0.000,0.000,0.000,0.000,22262.000,8015.000,2004.000,0.000,210381.871
SI001486,08-06-2015,INR,Nrjee System U-II,601.745,KG,319824.123,0.000,0.000,0.000,0.000,39978.000,14392.000,3598.000,0.000,377792.123
SI001487,08-06-2015,INR,Subros Limited,535.870,KG,275962.333,0.000,0.000,0.000,0.000,34495.000,12418.000,3104.000,0.000,325979.333
SI001488,08-06-2015,INR,G K WINDING WIRES ,2370.265,KG,1193581.655,0.000,0.000,0.000,0.000,149197.000,0.000,0.000,0.000,1342778.655
SI001489,09-06-2015,INR,HONDA SIEL POWER ,1663.575,KG,836213.022,0.000,0.000,0.000,0.000,104527.000,37630.000,9408.000,0.000,987778.022
SI001490,09-06-2015,INR,J D Engineering,1204.045,KG,605165.586,0.000,0.000,13616.000,0.000,75646.000,0.000,0.000,0.000,694427.586
SI001491,09-06-2015,INR,Orient Electric,1527.565,KG,48118.298,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48118.298
SI001492,09-06-2015,INR,Orient Electric,148.340,KG,73668.611,0.000,0.000,1658.000,0.000,9209.000,0.000,0.000,0.000,84535.611
SI001493,09-06-2015,INR,C&S Electricals Ltd.,449.190,KG,240729.716,0.000,0.000,0.000,0.000,30091.000,10833.000,2708.000,0.000,284361.716
SI001494,09-06-2015,INR,C&S Electricals Ltd.,702.500,KG,376270.370,0.000,0.000,0.000,0.000,47033.000,16932.000,4233.000,0.000,444468.370
SI001495,09-06-2015,INR,DixonTechnologies (India) ,151.330,KG,108489.990,0.000,0.000,2441.000,0.000,13561.000,0.000,0.000,0.000,124491.990
SI001496,09-06-2015,INR,DixonTechnologies (India) ,180.275,KG,111287.363,0.000,0.000,2504.000,0.000,13911.000,0.000,0.000,0.000,127702.363
SI001497,09-06-2015,INR,DixonTechnologies (India) ,55.835,KG,33967.222,0.000,0.000,764.000,0.000,4246.000,0.000,0.000,0.000,38977.222
Invoice Id,Invoice Date,Currency,Customer,Qty,Unit,Gross,Discount,Other Charges,CENTRAL SALES TAX PAYABLE - 2.00%,CENTRAL SALES TAX PAYABLE - 5%,EXCISE ON SALES - 12.50%,OUTPUT VAT PAYABLE  @ 4%,OUTPUT VAT PAYABLE ADDITIONAL @ 1%,,Net Amount
SI001498,09-06-2015,INR,HAVELLS INDIA LTD ( ,1809.050,KG,950699.878,0.000,0.000,21390.000,0.000,118838.000,0.000,0.000,0.000,1090927.879
SI001499,09-06-2015,INR,RPS ELECTRONICS,386.500,KG,202278.640,0.000,0.000,4551.000,0.000,25285.000,0.000,0.000,0.000,232114.640
SI001500,09-06-2015,INR,M.K ELECTRONICS,51.365,KG,29296.541,0.000,0.000,0.000,0.000,3662.000,1318.000,330.000,0.000,34606.541
SI001501,09-06-2015,INR,G K WINDING WIRES ,1039.010,KG,532092.895,0.000,0.000,0.000,0.000,66511.000,0.000,0.000,0.000,598603.896
SI001502,09-06-2015,INR,G K WINDING WIRES ,5703.915,KG,2743162.567,0.000,0.000,0.000,0.000,342896.000,0.000,0.000,0.000,3086058.567
SI001503,09-06-2015,INR,Chandra Electrical ,1361.800,KG,590912.256,0.000,0.000,0.000,0.000,73864.000,26591.000,6648.000,0.000,698015.256
SI001504,09-06-2015,INR,Jozender,1018.000,KG,37258.800,0.000,0.000,0.000,0.000,4657.000,1677.000,419.000,0.000,44011.800
SI001505,09-06-2015,INR,Kanik Electronics Pvt Ltd,2315.100,KG,1170480.645,0.000,0.000,26335.000,0.000,146310.000,0.000,0.000,0.000,1343125.645
SI001506,09-06-2015,INR,G K WINDING WIRES ,1631.535,KG,873634.496,0.000,0.000,0.000,0.000,109205.000,0.000,0.000,0.000,982839.496
SI001507,09-06-2015,INR,G K WINDING WIRES ,1092.300,KG,332443.789,0.000,0.000,0.000,0.000,41555.000,0.000,0.000,0.000,373998.789
SI001508,10-06-2015,INR,C&S Electricals Ltd.,515.885,KG,272039.455,0.000,0.000,0.000,0.000,34006.000,12242.000,3060.000,0.000,321347.455
SI001509,10-06-2015,INR,C&S Electricals Ltd.,326.645,KG,171766.273,0.000,0.000,0.000,0.000,21471.000,7729.000,1932.000,0.000,202898.273
SI001510,10-06-2015,INR,G K WINDING WIRES ,1288.845,KG,622390.988,0.000,0.000,0.000,0.000,77799.000,0.000,0.000,0.000,700189.988
SI001512,10-06-2015,INR,G K WINDING WIRES ,808.695,KG,415394.492,0.000,0.000,0.000,0.000,51925.000,0.000,0.000,0.000,467319.492
SI001513,10-06-2015,INR,G K WINDING WIRES ,1246.540,KG,635326.498,0.000,0.000,0.000,0.000,79416.000,0.000,0.000,0.000,714742.498
SI001516,10-06-2015,INR,LUMINOUS POWER ,1963.515,KG,454759.368,0.000,0.000,10232.000,0.000,56845.000,0.000,0.000,0.000,521836.368
SI001517,10-06-2015,INR,DEWCON INDUSTRIES,989.690,KG,520933.228,0.000,0.000,11721.000,0.000,65117.000,0.000,0.000,0.000,597771.228
SI001518,10-06-2015,INR,Mandeep Cables P Ltd,2995.000,KG,25457.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25457.500
SI001519,10-06-2015,INR,VIKAS SPOOL PVT. LTD. ,1360.000,KG,32640.000,0.000,0.000,734.000,0.000,4080.000,0.000,0.000,0.000,37454.000
SI001520,11-06-2015,INR,Denso India Ltd.,834.000,KG,417108.420,0.000,0.000,0.000,0.000,52139.000,18770.000,4692.000,0.000,492709.420
SI001521,11-06-2015,INR,Denso India Ltd.,376.000,KG,188048.880,0.000,0.000,0.000,0.000,23506.000,8462.000,2116.000,0.000,222132.880
SI001522,11-06-2015,INR,Denso India Ltd.,1771.000,KG,883959.230,0.000,0.000,0.000,0.000,110495.000,39778.000,9945.000,0.000,1044177.230
SI001523,11-06-2015,INR,Denso India Ltd.,485.000,KG,241593.050,0.000,0.000,0.000,0.000,30199.000,10872.000,2718.000,0.000,285382.050
SI001524,11-06-2015,INR,Denso India Ltd.,346.000,KG,172698.980,0.000,0.000,0.000,0.000,21587.000,7771.000,1943.000,0.000,203999.980
SI001525,11-06-2015,INR,Denso India Ltd.,74.000,KG,38489.620,0.000,0.000,0.000,0.000,4811.000,1732.000,433.000,0.000,45465.620
SI001526,11-06-2015,INR,Denso India Ltd.,652.000,KG,320868.760,0.000,0.000,0.000,0.000,40109.000,14439.000,3610.000,0.000,379026.760
SI001528,11-06-2015,INR,Orient Electric,2270.175,KG,71510.512,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,71510.512
SI001529,11-06-2015,INR,Orient Electric,209.000,KG,209.000,209.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SI001530,11-06-2015,INR,Orient Electric,263.280,KG,8293.320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8293.320
SI001531,11-06-2015,INR,NTL ElECTRONICS INDIA ,674.965,KG,374285.556,0.000,0.000,0.000,0.000,46786.000,16842.000,4212.000,0.000,442125.556
SI001532,11-06-2015,INR,YMD ELECTROMAC PVT. ,667.705,KG,352213.686,0.000,0.000,0.000,0.000,44027.000,15849.000,3963.000,0.000,416052.686
SI001533,11-06-2015,INR,YMD ELECTROMAC PVT. ,105.055,KG,62925.844,0.000,0.000,0.000,0.000,7866.000,2832.000,708.000,0.000,74331.844
SI001534,11-06-2015,INR,Nrjee System U-II,313.865,KG,165519.846,0.000,0.000,0.000,0.000,20690.000,7448.000,1862.000,0.000,195519.846
SI001535,11-06-2015,INR,SYNFLEX-ELEKTRO P ,132.930,KG,75153.305,0.000,0.000,0.000,0.000,9394.000,3382.000,845.000,0.000,88774.305
SI001536,11-06-2015,INR,N.J.ELECTRONICS,501.770,KG,263772.720,0.000,0.000,0.000,0.000,32972.000,11869.000,2968.000,0.000,311581.720
SI001537,11-06-2015,INR,L G Electronics India (P) ,745.005,KG,374216.012,0.000,0.000,0.000,0.000,46777.000,16840.000,4210.000,0.000,442043.012
SI001538,11-06-2015,INR,L G Electronics India (P) ,1478.600,KG,742700.780,0.000,0.000,0.000,0.000,92838.000,33422.000,8355.000,0.000,877315.780
SI001539,11-06-2015,INR,Avisor India Pvt. Ltd,157.240,KG,80081.854,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,80081.854
Invoice Id,Invoice Date,Currency,Customer,Qty,Unit,Gross,Discount,Other Charges,CENTRAL SALES TAX PAYABLE - 2.00%,CENTRAL SALES TAX PAYABLE - 5%,EXCISE ON SALES - 12.50%,OUTPUT VAT PAYABLE  @ 4%,OUTPUT VAT PAYABLE ADDITIONAL @ 1%,,Net Amount
SI001540,11-06-2015,INR,STAR SINTERED ,534.000,KG,174084.000,0.000,0.000,0.000,0.000,21761.000,7834.000,1958.000,0.000,205637.000
SI001541,11-06-2015,INR,DixonTechnologies (India) ,153.275,KG,109884.380,0.000,0.000,2472.000,0.000,13736.000,0.000,0.000,0.000,126092.380
SI001542,11-06-2015,INR,DixonTechnologies (India) ,404.905,KG,216182.829,0.000,0.000,4864.000,0.000,27023.000,0.000,0.000,0.000,248069.829
SI001543,11-06-2015,INR,DixonTechnologies (India) ,30.580,KG,16449.288,0.000,0.000,370.000,0.000,2056.000,0.000,0.000,0.000,18875.288
SI001544,11-06-2015,INR,DixonTechnologies (India) ,257.965,KG,139222.898,0.000,0.000,3132.000,0.000,17403.000,0.000,0.000,0.000,159757.898
SI001545,11-06-2015,INR,Mandeep Cables P Ltd,3000.000,KG,25500.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25500.000
SI001546,11-06-2015,INR,G K WINDING WIRES ,1503.780,KG,753420.021,0.000,0.000,0.000,0.000,94177.000,0.000,0.000,0.000,847597.021
SI001547,11-06-2015,INR,G K WINDING WIRES ,1340.350,KG,406230.948,0.000,0.000,0.000,0.000,50779.000,0.000,0.000,0.000,457009.948
SI001548,12-06-2015,INR,GOURAV ROSHNI ,702.710,KG,348031.182,0.000,0.000,0.000,0.000,43504.000,15661.000,3915.000,0.000,411111.182
SI001549,12-06-2015,INR,Denso India Ltd.,825.000,KG,412607.250,0.000,0.000,0.000,0.000,51576.000,18567.000,4642.000,0.000,487392.250
SI001550,12-06-2015,INR,Denso India Ltd.,418.000,KG,209054.340,0.000,0.000,0.000,0.000,26132.000,9407.000,2352.000,0.000,246945.340
SI001551,12-06-2015,INR,Denso India Ltd.,779.000,KG,388822.270,0.000,0.000,0.000,0.000,48603.000,17497.000,4374.000,0.000,459296.270
SI001552,12-06-2015,INR,Denso India Ltd.,475.000,KG,237086.750,0.000,0.000,0.000,0.000,29636.000,10669.000,2667.000,0.000,280058.750
SI001553,12-06-2015,INR,Denso India Ltd.,491.000,KG,244581.830,0.000,0.000,0.000,0.000,30573.000,11006.000,2752.000,0.000,288912.830
SI001554,12-06-2015,INR,Denso India Ltd.,83.000,KG,43170.790,0.000,0.000,0.000,0.000,5396.000,1943.000,486.000,0.000,50995.790
SI001555,12-06-2015,INR,G K WINDING WIRES ,1262.165,KG,639972.434,0.000,0.000,0.000,0.000,79997.000,0.000,0.000,0.000,719969.434
SI001557,12-06-2015,INR,Subros Limited,788.950,KG,406293.471,0.000,0.000,0.000,0.000,50787.000,18284.000,4570.000,0.000,479934.471
SI001558,12-06-2015,INR,Anil Dieseal Pvt Ltd.,599.535,KG,292175.222,0.000,0.000,0.000,0.000,36522.000,13148.000,3289.000,0.000,345134.222
SI001559,12-06-2015,INR,SCT Limited,500.165,KG,249797.406,0.000,0.000,0.000,0.000,31225.000,11241.000,2810.000,0.000,295073.406
SI001560,12-06-2015,INR,DIXON TECHNOLOGOES,149.440,KG,82626.870,0.000,0.000,0.000,0.000,10328.000,3718.000,930.000,0.000,97602.870
SI001561,12-06-2015,INR,DixonTechnologies (India) ,83.490,KG,58305.242,0.000,0.000,1312.000,0.000,7288.000,0.000,0.000,0.000,66905.242
SI001562,12-06-2015,INR,DixonTechnologies (India) ,157.675,KG,81257.811,0.000,0.000,1828.000,0.000,10157.000,0.000,0.000,0.000,93242.811
SI001563,12-06-2015,INR,YMD ELECTROMAC PVT. ,417.425,KG,220809.476,0.000,0.000,0.000,0.000,27601.000,9936.000,2484.000,0.000,260830.476
SI001564,12-06-2015,INR,Kanik Electronics Pvt Ltd,1738.260,KG,881168.411,0.000,0.000,19826.000,0.000,110146.000,0.000,0.000,0.000,1011140.411
SI001566,12-06-2015,INR,G K WINDING WIRES ,3885.325,KG,1932942.492,0.000,0.000,0.000,0.000,241617.000,0.000,0.000,0.000,2174559.492
SI001567,13-06-2015,INR,Denso India Ltd.,335.000,KG,167543.550,0.000,0.000,0.000,0.000,20943.000,7539.000,1885.000,0.000,197910.550
SI001568,13-06-2015,INR,Denso India Ltd.,830.000,KG,415107.900,0.000,0.000,0.000,0.000,51888.000,18680.000,4670.000,0.000,490345.900
SI001569,13-06-2015,INR,Denso India Ltd.,421.000,KG,210554.730,0.000,0.000,0.000,0.000,26319.000,9475.000,2369.000,0.000,248717.730
SI001570,13-06-2015,INR,Denso India Ltd.,759.000,KG,378839.670,0.000,0.000,0.000,0.000,47355.000,17048.000,4262.000,0.000,447504.670
SI001571,13-06-2015,INR,Denso India Ltd.,448.000,KG,223610.240,0.000,0.000,0.000,0.000,27951.000,10062.000,2516.000,0.000,264139.240
SI001572,13-06-2015,INR,Denso India Ltd.,489.000,KG,243585.570,0.000,0.000,0.000,0.000,30448.000,10961.000,2740.000,0.000,287734.570
SI001573,13-06-2015,INR,Orient Electric,2436.730,KG,76756.995,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76756.995
SI001574,13-06-2015,INR,G K WINDING WIRES ,1146.680,KG,578763.045,0.000,0.000,0.000,0.000,72345.000,0.000,0.000,0.000,651108.045
SI001575,13-06-2015,INR,Wires & Electricals,613.650,KG,307299.356,0.000,0.000,0.000,0.000,38413.000,0.000,0.000,0.000,345712.356
SI001576,13-06-2015,INR,Kaynes Technology India P ,795.260,KG,388738.993,0.000,6965.000,7775.000,0.000,0.000,0.000,0.000,0.000,403478.993
SI001577,13-06-2015,INR,Valeo Friction Material India ,1641.120,KG,850740.197,0.000,0.000,19142.000,0.000,106343.000,0.000,0.000,0.000,976225.197
SI001579,13-06-2015,INR,HAVELLS INDIA LTD ( ,1033.170,KG,541082.746,0.000,0.000,12174.000,0.000,67636.000,0.000,0.000,0.000,620892.746
SI001580,13-06-2015,INR,ANU INDUSTRIES LTD ,228.075,KG,127347.957,0.000,500.000,2865.000,0.000,15918.000,0.000,0.000,0.000,146630.957
Invoice Id,Invoice Date,Currency,Customer,Qty,Unit,Gross,Discount,Other Charges,CENTRAL SALES TAX PAYABLE - 2.00%,CENTRAL SALES TAX PAYABLE - 5%,EXCISE ON SALES - 12.50%,OUTPUT VAT PAYABLE  @ 4%,OUTPUT VAT PAYABLE ADDITIONAL @ 1%,,Net Amount
SI001581,13-06-2015,INR,SAZAYA & COMPANY,55.000,PCS,11550.000,0.000,0.000,0.000,0.000,1444.000,520.000,130.000,0.000,13644.000
SI001582,13-06-2015,INR,SAZAYA & COMPANY,950.000,KG,2850.000,0.000,0.000,0.000,0.000,0.000,114.000,29.000,0.000,2993.000
SI001583,13-06-2015,INR,Brite Industries,514.665,KG,269905.318,0.000,0.000,6073.000,0.000,33738.000,0.000,0.000,0.000,309716.318
SI001584,14-06-2015,INR,PREETHI KITCHEN ,1301.940,KG,343302.941,0.000,0.000,7724.000,0.000,42913.000,0.000,0.000,0.000,393939.941
SI001585,14-06-2015,INR,LUMINOUS POWER ,1722.170,KG,399907.955,0.000,0.000,8997.000,0.000,49988.000,0.000,0.000,0.000,458892.955
SI001586,14-06-2015,INR,G K WINDING WIRES ,2296.690,KG,1143702.522,0.000,0.000,0.000,0.000,142964.000,0.000,0.000,0.000,1286666.522
SI001588,15-06-2015,INR,C&S Electricals Ltd.,284.790,KG,151602.261,0.000,0.000,0.000,0.000,18950.000,6822.000,1706.000,0.000,179080.261
SI001589,15-06-2015,INR,G K WINDING WIRES ,1240.840,KG,636177.629,0.000,0.000,0.000,0.000,79522.000,0.000,0.000,0.000,715699.629
SI001590,15-06-2015,INR,Denso India Ltd.,80.000,KG,39130.400,0.000,0.000,0.000,0.000,4891.000,1761.000,440.000,0.000,46222.400
SI001591,15-06-2015,INR,Denso India Ltd.,158.000,KG,77282.540,0.000,0.000,0.000,0.000,9660.000,3478.000,869.000,0.000,91289.540
SI001592,15-06-2015,INR,Denso India Ltd.,85.000,KG,42511.050,0.000,0.000,0.000,0.000,5314.000,1913.000,478.000,0.000,50216.050
SI001593,15-06-2015,INR,Denso India Ltd.,835.000,KG,417608.550,0.000,0.000,0.000,0.000,52201.000,18792.000,4698.000,0.000,493299.550
SI001594,15-06-2015,INR,Denso India Ltd.,579.000,KG,289575.270,0.000,0.000,0.000,0.000,36197.000,13031.000,3258.000,0.000,342061.270
SI001595,15-06-2015,INR,Denso India Ltd.,254.000,KG,132113.020,0.000,0.000,0.000,0.000,16514.000,5945.000,1486.000,0.000,156058.020
SI001596,15-06-2015,INR,Denso India Ltd.,84.000,KG,43690.920,0.000,0.000,0.000,0.000,5461.000,1966.000,492.000,0.000,51609.920
SI001598,15-06-2015,INR,Mandeep Cables P Ltd,2981.000,KG,25338.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25338.500
SI001599,15-06-2015,INR,Orient Electric,305.990,KG,9638.685,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9638.685
SI001600,15-06-2015,INR,Orient Electric,105.000,KG,105.000,105.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SI001601,15-06-2015,INR,Orient Electric,1964.340,KG,61876.710,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61876.710
SI001602,15-06-2015,INR,Majistic Auto Ltd.,10.870,KG,2983.163,0.000,0.000,0.000,0.000,373.000,134.000,34.000,0.000,3524.163
SI001603,15-06-2015,INR,DixonTechnologies (India) ,62.600,KG,44878.566,0.000,0.000,1010.000,0.000,5610.000,0.000,0.000,0.000,51498.566
SI001604,15-06-2015,INR,DixonTechnologies (India) ,250.090,KG,157886.819,0.000,0.000,3552.000,0.000,19736.000,0.000,0.000,0.000,181174.819
SI001605,15-06-2015,INR,DixonTechnologies (India) ,253.815,KG,164311.505,0.000,0.000,3697.000,0.000,20539.000,0.000,0.000,0.000,188547.505
SI001606,15-06-2015,INR,DixonTechnologies (India) ,340.995,KG,175731.773,0.000,0.000,3954.000,0.000,21966.000,0.000,0.000,0.000,201651.773
SI001607,15-06-2015,INR,DixonTechnologies (India) ,197.180,KG,105162.009,0.000,0.000,2366.000,0.000,13145.000,0.000,0.000,0.000,120673.009
SI001608,15-06-2015,INR,YMD ELECTROMAC PVT. ,745.140,KG,394164.157,0.000,0.000,0.000,0.000,49270.000,17737.000,4435.000,0.000,465606.157
SI001609,15-06-2015,INR,YMD ELECTROMAC PVT. ,191.595,KG,114761.573,0.000,0.000,0.000,0.000,14345.000,5164.000,1291.000,0.000,135561.573
SI001610,15-06-2015,INR,C & S Electric Ltd.(NSEZ),244.080,KG,131639.666,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,131639.666
SI001611,15-06-2015,INR,G K WINDING WIRES ,3973.120,KG,2018101.424,0.000,0.000,0.000,0.000,252262.000,0.000,0.000,0.000,2270363.424
SI001612,15-06-2015,INR,G K WINDING WIRES ,1479.975,KG,769173.244,0.000,0.000,0.000,0.000,96147.000,0.000,0.000,0.000,865320.244
SI001613,15-06-2015,INR,G K WINDING WIRES ,1297.210,KG,395075.108,0.000,0.000,0.000,0.000,49384.000,0.000,0.000,0.000,444459.108
SI001616,16-06-2015,INR,Denso India Ltd.,81.000,KG,39619.530,0.000,0.000,0.000,0.000,4952.000,1783.000,446.000,0.000,46800.530
SI001617,16-06-2015,INR,Denso India Ltd.,170.000,KG,85022.100,0.000,0.000,0.000,0.000,10628.000,3826.000,957.000,0.000,100433.100
SI001618,16-06-2015,INR,Denso India Ltd.,247.000,KG,123532.110,0.000,0.000,0.000,0.000,15442.000,5559.000,1390.000,0.000,145923.110
SI001619,16-06-2015,INR,Denso India Ltd.,395.000,KG,197551.350,0.000,0.000,0.000,0.000,24694.000,8890.000,2222.000,0.000,233357.350
SI001620,16-06-2015,INR,Denso India Ltd.,337.000,KG,168543.810,0.000,0.000,0.000,0.000,21068.000,7584.000,1896.000,0.000,199091.810
SI001621,16-06-2015,INR,Denso India Ltd.,85.000,KG,44211.050,0.000,0.000,0.000,0.000,5526.000,1989.000,497.000,0.000,52223.050
SI001622,16-06-2015,INR,HONDA SIEL POWER ,441.270,KG,222351.540,0.000,0.000,0.000,0.000,27794.000,10006.000,2501.000,0.000,262652.540
Invoice Id,Invoice Date,Currency,Customer,Qty,Unit,Gross,Discount,Other Charges,CENTRAL SALES TAX PAYABLE - 2.00%,CENTRAL SALES TAX PAYABLE - 5%,EXCISE ON SALES - 12.50%,OUTPUT VAT PAYABLE  @ 4%,OUTPUT VAT PAYABLE ADDITIONAL @ 1%,,Net Amount
SI001624,16-06-2015,INR,G K WINDING WIRES ,1263.215,KG,636995.065,0.000,0.000,0.000,0.000,79625.000,0.000,0.000,0.000,716620.065
SI001626,16-06-2015,INR,NTL ElECTRONICS INDIA ,155.580,KG,91516.823,0.000,0.000,0.000,0.000,11440.000,4118.000,1030.000,0.000,108104.823
SI001627,16-06-2015,INR,NTL ElECTRONICS INDIA ,557.470,KG,306750.966,0.000,0.000,0.000,0.000,38344.000,13804.000,3451.000,0.000,362349.966
SI001628,16-06-2015,INR,N.J.ELECTRONICS,509.225,KG,264853.799,0.000,0.000,0.000,0.000,33106.000,11918.000,2980.000,0.000,312857.799
SI001629,16-06-2015,INR,Nrjee System U-II,303.020,KG,159488.517,0.000,0.000,0.000,0.000,19936.000,7177.000,1794.000,0.000,188395.517
SI001630,16-06-2015,INR,C & S Electric Ltd.(NSEZ),110.845,KG,59006.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59006.119
SI001631,16-06-2015,INR,C & S Electric Ltd.(NSEZ),218.175,KG,116204.623,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,116204.623
SI001632,16-06-2015,INR,DixonTechnologies (India) ,70.690,KG,43004.262,0.000,0.000,968.000,0.000,5376.000,0.000,0.000,0.000,49348.262
SI001633,16-06-2015,INR,DixonTechnologies (India) ,503.550,KG,258990.872,0.000,0.000,5827.000,0.000,32374.000,0.000,0.000,0.000,297191.872
SI001634,16-06-2015,INR,DixonTechnologies (India) ,4.625,KG,2790.401,0.000,0.000,63.000,0.000,349.000,0.000,0.000,0.000,3202.401
SI001635,16-06-2015,INR,G K WINDING WIRES ,3896.145,KG,1935051.449,0.000,0.000,0.000,0.000,241880.000,0.000,0.000,0.000,2176931.449
SI001636,17-06-2015,INR,Denso India Ltd.,78.000,KG,38152.140,0.000,0.000,0.000,0.000,4769.000,1717.000,429.000,0.000,45067.140
SI001637,17-06-2015,INR,Denso India Ltd.,321.000,KG,160541.730,0.000,0.000,0.000,0.000,20068.000,7224.000,1806.000,0.000,189639.730
SI001638,17-06-2015,INR,Denso India Ltd.,634.000,KG,317082.420,0.000,0.000,0.000,0.000,39635.000,14269.000,3567.000,0.000,374553.420
SI001639,17-06-2015,INR,Denso India Ltd.,338.000,KG,169043.940,0.000,0.000,0.000,0.000,21130.000,7607.000,1902.000,0.000,199682.940
SI001640,17-06-2015,INR,Denso India Ltd.,251.000,KG,122771.630,0.000,0.000,0.000,0.000,15346.000,5525.000,1381.000,0.000,145023.630
SI001641,17-06-2015,INR,Denso India Ltd.,675.000,KG,336912.750,0.000,0.000,0.000,0.000,42114.000,15161.000,3790.000,0.000,397977.750
SI001642,17-06-2015,INR,Denso India Ltd.,499.000,KG,248566.870,0.000,0.000,0.000,0.000,31071.000,11186.000,2796.000,0.000,293619.870
SI001643,17-06-2015,INR,Denso India Ltd.,85.000,KG,44211.050,0.000,0.000,0.000,0.000,5526.000,1989.000,497.000,0.000,52223.050
SI001644,17-06-2015,INR,Denso India Ltd.,670.000,KG,329727.100,0.000,0.000,0.000,0.000,41216.000,14838.000,3709.000,0.000,389490.100
SI001645,17-06-2015,INR,Orient Electric,1020.660,KG,32150.790,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32150.790
SI001646,17-06-2015,INR,Orient Electric,104.000,KG,104.000,104.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SI001647,17-06-2015,INR,Orient Electric,1713.545,KG,53976.668,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53976.668
