 Order No, Order Date,Item Description,Unit,Qty,Price ,Order Value, G.E. No,G.E. Date,G.E. Qty ,Receipt No.,Receipt Date,Receipt Qty. ,QC Ok Qty,QC Date, Invoice No,Invoice Date,Return No,Date,Qty
PO00125,18/05/2015,PLAS SPOOL PT-10,PCS,1000,35.50,35500.00,GE0000000047,24/05/2015,1000,,,,,,,
PO00125,18/05/2015,PLAS SPOOL PT-25,PCS,456,89.50,40812.00,,,,,,,,,,
PO00125,18/05/2015,PLAS SPOOL PT-04,PCS,1500,19.00,28500.00,GE0000000047,24/05/2015,1000,,,,,,,
PO00125,18/05/2015,PLAS SPOOL PT- 45,PCS,108,210.00,22680.00,,,,,,,,,,
PO00126,18/05/2015,PLAS SPOOL PT-10,PCS,2000,17.50,35000.00,GE0000000047,24/05/2015,800,,,,,,,
PO00126,18/05/2015,PLAS SPOOL PT-180 / PT-200,PCS,100,1550.00,155000.00,GE0000000047,24/05/2015,100,,,,,,,
PO00126,18/05/2015,PLAS SPOOL PT-04,PCS,500,36.00,18000.00,,,,,,,,,,
PO00127,18/05/2015,STRECH FILM,KG,165,145.00,23925.00,GE0000000052,31/05/2015,162.8,RCPT0000000103,31/05/2015,162.8,,,PB0000281,31/05/2015
PO00128,18/05/2015,MISC. BUILDING MATERIALS,KG,1,2295.00,2295.00,,,,,,,,,,
PO00129,18/05/2015,PLAS SPOOL PT-10,PCS,1000,35.50,35500.00,,,,,,,,,,
PO00129,18/05/2015,PLAS SPOOL PT-04,PCS,1000,19.00,19000.00,,,,,,,,,,
PO00130,22/05/2015,DIES WIRE DRAWING PCD,PCS,1,21825.00,21825.00,,,,,,,,,,
PO00131,22/05/2015,ALUMINIUM WIRE / ROD,KG,4500,142.95,643275.00,,,,,,,,,,
PO00132,21/05/2015,MISC. BUILDING MATERIALS,KG,1,58094.00,58094.00,,,,,,,,,,
PO00133,23/05/2015,DIES WIRE DRAWING PCD,PCS,1,12870.00,12870.00,,,,,,,,,,
PO00134,23/05/2015,MISC. BUILDING MATERIALS,KG,100,258.00,25800.00,,,,,,,,,,
PO00135,23/05/2015,"CORRUGATED BOX - PT-25- 9.25X 9.25X 11.25"" 3PLY",PCS,3021,11.00,33231.00,GE0000000057,31/05/2015,3021,RCPT0000000108,31/05/2015,3021,,,PB0000320,31/05/2015
PO00135,23/05/2015,WRAPPER- PT- 90- 420X1100MM,KG,460,39.00,17940.00,GE0000000053,31/05/2015,458,RCPT0000000104,31/05/2015,458,,,PB0000285,31/05/2015
PO00135,23/05/2015,WRAPPER- MISC.,KG,785,46.00,36110.00,,,,,,,,,,
PO00136,23/05/2015,COPPER WIRE / ROD,KG,26000,441.20,11471070.00,GE0000000084,31/05/2015,6071,RCPT0000000085,31/05/2015,6071,,,PB0000294,31/05/2015
,,,,,,,GE0000000085,31/05/2015,5954,RCPT0000000086,31/05/2015,5954,,,PB0000295,31/05/2015
,,,,,,,GE0000000086,31/05/2015,5959,RCPT0000000087,31/05/2015,5959,,,PB0000296,31/05/2015
,,,,,,,GE0000000087,31/05/2015,5950,RCPT0000000088,31/05/2015,5950,,,PB0000297,31/05/2015
