Voucher Id,Invoice ,Invoice ,Supplier Name,Receipt No.,Bill No.,Bill Date,D.N. No.,D.N. Date,Currenc,Group,Item Description,Unit,Quantity,Gross Amount,Discount,Additional Custom ,Basic Custom Duty,Basic Custom Duty ,Basic Custom Duty ,Central Sales Tax ,Cst Purchase @1%,Cst Purchase @2%,Cvd,Ec On Purchase ,Excise On ,Excise On ,Excise On ,Hec On Purchase ,Input Vat - 12.50% ,Input Vat - 4.00% ,Input Vat ,Input Vat ,
PB000663,PB0000583,30-06-2015,KHUSI ENTERPRISES,RCPT0000000138,271,19-06-2015,MRN-779,19-06-2015,INR,THERMOCOL,THERMOCOL PACKING BOXES,PCS,1.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,36.00,0.00,9.00,0.00
PB000664,PB0000584,30-06-2015,Ganesh Electricals,,MRN-757/613,17-06-2015,,,INR,ELECTRICAL,ELECTRICAL-MISC,PCS,1.00,3460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,433.00,0.00,52.00,0.00,0.00
PB000665,PB0000585,30-06-2015,SHRI BAL JI TIMBER & PLYWOOD,,MRN-883/014,30-06-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,10.00,24865.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000666,PB0000586,30-06-2015,V.S. Traders,,MRN-889/89,30-06-2015,,,INR,ELECTRICAL,PRESSURE GAUGE / RPM METER / VALVES ( ALL TYPES ,PCS,2.00,2732.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109.00,0.00,27.00,0.00
PB000667,PB0000588,30-06-2015,AMIT MOTORS & MACINERY STORE,,MRN-890/1297,30-06-2015,,,INR,ELECTRICAL,PRESSURE GAUGE / RPM METER / VALVES ( ALL TYPES ,PCS,2.00,3900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,156.00,0.00,39.00,0.00
PB000668,PB0000552,30-06-2015,R A Nariman & Co. Pvt Ltd,RCPT0000000067,314,06-06-2015,MRN-657,06-06-2015,INR,THINNER,"REDUCER ( MTO, BENZENE )",L,2520.00,123480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3588.48,0.00,0.00,0.00,0.00,17287.20,0.00,0.00,0.00,0.00,0.00,0.00
PB000669,PB0000553,30-06-2015,ELANTAS Beck India Ltd.,RCPT0000000047,IHP02065,11-06-2015,MRN-776,19-06-2015,INR,TOP COAT,AI-BV1013,KG,630.00,160650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3615.00,0.00,0.00,0.00,20081.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000670,PB0000554,30-06-2015,SSK CHEMICALS PVT. LTD.,RCPT0000000048,118,19-06-2015,MRN-789,20-06-2015,INR,ENAMEL,VAR-HIGH SPEED,KG,3150.00,283500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6379.00,0.00,0.00,0.00,35438.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000671,PB0000589,30-06-2015,VIKAS SPOOL PVT. LTD. (SUPPLIER),RCPT0000000139,599/MRN-734,15-06-2015,MRN-734,16-06-2015,INR,PLASTIC SPOOL,PLAS SPOOL PT- 45,PCS,420.00,88200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1985.00,0.00,0.00,0.00,11025.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,PLAS SPOOL PT- 90,PCS,100.00,28000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,630.00,0.00,0.00,0.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,PLAS SPOOL PT-04,PCS,500.00,18000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,405.00,0.00,0.00,0.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000672,PB0000593,30-06-2015,N.K. Joy & Co.,RCPT0000000071,13/MRN-648,27-05-2015,MRN-648,05-06-2015,INR,BEARING,BEARING - 6001 2Z,PCS,2.00,190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,BEARING - 6006 2Z,PCS,2.00,390.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,BEARING - 6309 C3 (FAG),PCS,6.00,5064.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,BEARING 6005 2Z,PCS,2.00,330.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,BEARING 6201 ZZ,PCS,2.00,140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,BEARING 6208,PCS,15.00,4939.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,BEARING- 6205- 2Z,PCS,4.00,740.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,BEARING- 6206 2Z,PCS,10.00,2832.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,BEARING- 6209ZZ,PCS,12.00,5220.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,104.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,BEARING- 6301-2Z,PCS,4.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,BEARING- 6307/C3,PCS,8.00,2600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,BEARING- 6308,PCS,1.00,657.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,MISC. BEARING,PCS,1.00,19500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,390.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000673,PB0000595,30-06-2015,Rathi Adhesive Tape (P) Ltd.,RCPT0000000141,123/MRN-759,17-06-2015,MRN-759,17-06-2015,INR,TAPE,"TAPE- 1"" TRANSPARENT",PCS,160.00,1833.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,229.00,0.00,0.00,0.00,83.00,0.00,21.00,0.00
PB000674,PB0000596,30-06-2015,M.I. Engineering Works,,,,,,INR,SPARE PARTS,MAG-MECHANICAL SPARE PARTS,PCS,2.00,75000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000675,PB0000594,30-06-2015,Rathi Adhesive Tape (P) Ltd.,RCPT0000000140,125/MRN-771,19-06-2015,MRN-771,19-06-2015,INR,TAPE,"TAPE- 2"" TRANSPARENT",PCS,360.00,8280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1035.00,0.00,0.00,0.00,373.00,0.00,93.00,0.00
PB000676,PB0000597,30-06-2015,FUPAO CHEMICAL CO. LTD.,RCPT0000000049,GK0520/15/MRN-833,20-05-2015,MRN-833,24-06-2015,USD,OIL and LUBRICANT,FLK 332A,KG,300.00,633.27,0.00,2035.26,4087.95,0.00,0.00,0.00,0.00,0.00,5620.37,194.30,0.00,0.00,0.00,96.82,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,SELF BONDING,FSB JY 19LA,KG,200.00,1036.06,0.00,3329.49,6688.03,0.00,0.00,0.00,0.00,0.00,9195.79,317.59,0.00,0.00,0.00,158.79,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,SELF SOLDRABLE,FPH 240,KG,3200.00,8374.11,0.00,26910.90,54054.82,0.00,0.00,0.00,0.00,0.00,74325.45,2567.80,0.00,0.00,0.00,1283.90,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,FPU A1 40,KG,10200.00,25002.95,0.00,80348.61,161394.36,0.00,0.00,0.00,0.00,0.00,221917.09,7665.96,0.00,0.00,0.00,3832.98,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,TOP COAT,NH AI 27 P,KG,840.00,2743.73,0.00,8816.88,17710.58,0.00,0.00,0.00,0.00,0.00,24352.13,841.09,0.00,0.00,0.00,420.87,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,NH AI 27 S,KG,210.00,804.28,0.00,2584.58,5191.76,0.00,0.00,0.00,0.00,0.00,7138.58,246.58,0.00,0.00,0.00,123.29,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,NH AI 30 MLK,KG,1050.00,4533.64,0.00,14568.94,29264.39,0.00,0.00,0.00,0.00,0.00,40239.18,1389.76,0.00,0.00,0.00,695.20,0.00,0.00,0.00,0.00,0.00
PB000677,PB0000590,30-06-2015,AMIT MOTORS & MACINERY STORE,,1078/MRN-744,16-06-2015,,,INR,PIPE FITTING,MISC. PIPE & PIPE FITTINGS,PCS,1.00,8092.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,324.00,0.00,81.00,0.00
PB000678,PB0000591,30-06-2015,AMIT MOTORS & MACINERY STORE,,1087/MRN-745,16-06-2015,,,INR,TOOLS and EQUIPMENTS,"HAND TOOLS ( DRILL , TAP , DIE , TOOL BIT , FILE ETC. )",PCS,10.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,2.00,0.00
PB000679,PB0000592,30-06-2015,AMIT MOTORS & MACINERY STORE,,1151/MRN-787,20-06-2015,,,INR,MISC.,HEXA BLADE,PCS,10.00,472.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,M SEAL,KG,4.00,957.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000680,PB0000605,30-06-2015,Meena Dies Repair,,MRN-798/468,13-06-2015,,,INR,DIE and DIE MATERIAL,DIES WIRE DRAWING PCD,PCS,5.00,700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000681,PB0000607,30-06-2015,Meena Dies Repair,,MRN-704/476,,,,INR,DIE and DIE MATERIAL,DIES WIRE DRAWING PCD,PCS,11.00,1540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000682,PB0000610,30-06-2015,OYSTER STEEL & IRON PRIVATE LIMITED,RCPT0000000148,1151/MRN709,11-06-2015,1151/MRN709,13-06-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2974.00,1266656.00,0.00,0.00,0.00,0.00,0.00,0.00,14312.00,0.00,0.00,0.00,0.00,158332.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000683,PB0000611,30-06-2015,ANU LUBES,RCPT0000000073,136,30-06-2015,891,30-06-2015,INR,OIL and LUBRICANT,LUB. OIL ( GRADE 40 ),L,1254.00,119050.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,333.00,0.00,0.00,16667.00,167.00,0.00,7273.00,0.00,1818.00,0.00
PB000684,PB0000612,30-06-2015,Hindalco,RCPT0000000149,DGH/15000753/MRN-845,26-06-2015,DGH/15000753/MRN-845,26-06-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2989.00,1273312.00,1494.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159164.00,0.00,0.00,0.00,54539.00,0.00,13635.00,0.00
PB000685,PB0000613,30-06-2015,Hindalco,RCPT0000000150,DGH/15000757/MRN-855,27-06-2015,DGH/15000757/MRN-855,27-06-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,5973.00,2544496.00,2986.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,318062.00,0.00,0.00,0.00,108987.00,0.00,27247.00,0.00
PB000686,PB0000598,30-06-2015,Arvind Bearing & Mill Store,RCPT0000000072,821/MRN-882,30-06-2015,MRN-882,30-06-2015,INR,BEARING,BEARING - 61911 zz,PCS,2.00,5980.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,239.00,0.00,60.00,0.00
PB000687,PB0000599,30-06-2015,Savitri Enterprises,,450/MRN-874,,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,1.00,16596.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000688,PB0000600,30-06-2015,Shree Shakti International,,94/MRN-873,30-06-2015,,,INR,PRINTING and STATIONERY,PRINTING ITEMS,PCS,1.00,6500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00,0.00,65.00,0.00
PB000689,PB0000601,30-06-2015,Shree Shakti International,RCPT0000000142,94/MRN-873,29-06-2015,MRN-873,30-06-2015,INR,BARCODE MATERIAL,BARCODE PAPER LABEL-30X15X1,PCS,30000.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00,15.00,0.00
,,,,,,,,,,,BARCODE PAPER LABEL-30X20X1,PCS,15000.00,750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,8.00,0.00
,,,,,,,,,,,BARCODE PAPER LABEL-75X75X1,PCS,12700.00,4572.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,183.00,0.00,46.00,0.00
,,,,,,,,,,,"RIBBON-35X100 (WAX 1"" CORE)",PCS,10.00,5400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216.00,0.00,54.00,0.00
,,,,,,,,,,,"RIBBON-80X300 (WAX 1"" CORE)",PCS,10.00,3360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134.00,0.00,34.00,0.00
PB000690,PB0000602,30-06-2015,SHARMIL PACKAGING,,018/MRN-869,29-06-2015,,,INR,PRINTING and STATIONERY,PRINTING ITEMS,PCS,25.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000691,PB0000603,30-06-2015,MAHESH PAINTS & HARDWARE STORE,,337/MRN-865,29-06-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,2.00,921.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000692,PB0000604,30-06-2015,Oberoi Electrical India,,7722/MRN-786,19-06-2015,,,INR,ELECTRICAL,MOTORS & PUMPS & STARTERS,PCS,1.00,18879.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000693,PB0000606,30-06-2015,Komal Packaging System,RCPT0000000143,3367/MRN-758,16-06-2015,3367/MRN-758,17-06-2015,INR,STRAPING ROLL,STRAPPING ROLL,PCS,3.00,2190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000694,PB0000608,30-06-2015,OYSTER STEEL & IRON PRIVATE LIMITED,RCPT0000000146,1153,11-06-2015,MRN-711,,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2999.00,1277307.00,0.00,0.00,0.00,0.00,0.00,0.00,14432.00,0.00,0.00,0.00,0.00,159663.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000695,PB0000609,30-06-2015,OYSTER STEEL & IRON PRIVATE LIMITED,RCPT0000000147,1152/MRN-710,11-06-2015,1152/MRN-710,13-06-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2971.00,1265384.00,0.00,0.00,0.00,0.00,0.00,0.00,14297.00,0.00,0.00,0.00,0.00,158173.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000699,PB0000614,30-06-2015,VIKAS SPOOL PVT. LTD. (SUPPLIER),RCPT0000000144,VSPL/640,19-06-2015,MRN-798,20-06-2015,INR,PLASTIC SPOOL,PLAS SPOOL PT- 90,PCS,8.00,2240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1814.00,0.00,0.00,0.00,10086.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,127.00,38100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1814.00,0.00,0.00,0.00,10086.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,PLAS SPOOL PT-04,PCS,200.00,3800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.00,0.00,0.00,0.00,475.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,PLAS SPOOL PT-10,PCS,1000.00,35500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,799.00,0.00,0.00,0.00,4438.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,PLAS SPOOL PT-25,PCS,1200.00,51300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1154.00,0.00,0.00,0.00,6413.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,PLASTIC SPOOL PT-20,PCS,480.00,49920.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1123.00,0.00,0.00,0.00,6240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000700,PB0000615,30-06-2015,Arvind Bearing & Mill Store,RCPT0000000074,702/MRN-752,16-06-2015,702/MRN-752,17-06-2015,INR,BEARING,BEARING - 6006 2Z,PCS,2.00,404.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,4.00,0.00
PB000701,PB0000616,30-06-2015,Arvind Bearing & Mill Store,RCPT0000000075,803/MRN-803,27-06-2015,803/MRN-803,27-06-2015,INR,BELT,B- 122 V BELT,PCS,2.00,1024.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,0.00,10.00,0.00
PB000702,PB0000617,30-06-2015,Om Wooden Industries,RCPT0000000145,,,,,INR,WOODEN PALLET,WOODEN PALLET 37*37,PCS,25.00,18375.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,735.00,0.00,184.00,0.00
PB000703,PB0000618,30-06-2015,KHUSI ENTERPRISES,RCPT0000000146,256/MRN-746,16-06-2015,256/MRN-746,16-06-2015,INR,THERMOCOL,THERMOCOL PACKING BOXES,PCS,2.00,1900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,238.00,0.00,0.00,0.00,86.00,0.00,21.00,0.00
PB000755,PB0000685,30-06-2015,Dash International,RCPT0000000160,334/MRN-811,22-06-2015,334/MRN-811,22-06-2015,INR,BARCODE MATERIAL,BARCODE PAPER LABEL-75X75X1,PCS,12500.00,4187.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,523.00,0.00,0.00,0.00,188.00,0.00,47.00,0.00
PB000756,PB0000686,30-06-2015,Arvind Bearing & Mill Store,RCPT0000000083,764/MRN-830,23-06-2015,764/MRN-830,24-06-2015,INR,BEARING,BEARING- 6802ZZ,PCS,12.00,1596.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00,0.00,16.00,0.00
Voucher Id,Invoice ,Invoice ,Supplier Name,Receipt No.,Bill No.,Bill Date,D.N. No.,D.N. Date,Currenc,Group,Item Description,Unit,Quantity,Gross Amount,Discount,Net Amount,,,,,,,,,,,,,,,,,
PB000002,PB0000001,03-04-2015,Union Copper Rod LLC,RCPT0000000001,16422,01-04-2015,,01-04-2015,USD,RAW MATERIAL,COPPER WIRE / ROD (CENTRAL),KG,25083.00,153206.96,0.00,153206.96,,,,,,,,,,,,,,,,,
PB000009,PB0000003,04-04-2015,Bharat Box Company,RCPT0000000052,004,03-04-2015,,,INR,CORRUGATED BOXES,"CORRUGATED BOX-PT10-14.75""X7.5""X9.5""",PCS,1103.00,27575.00,0.00,28954.00,,,,,,,,,,,,,,,,,
PB000010,PB0000006,06-04-2015,BON LON STEELS PVT. LTD.,RCPT0000000002,003,04-04-2015,,05-04-2015,INR,RAW MATERIAL,COPPER WIRE / ROD (CENTRAL),KG,12357.00,5214654.00,0.00,5925151.00,,,,,,,,,,,,,,,,,
PB000011,PB0000004,06-04-2015,ELANTAS Beck India Ltd.,RCPT0000000018,10497,04-04-2015,,04-04-2015,INR,H CLASS,TEREBEC MT 543-38,KG,3150.00,607950.00,0.00,697623.00,,,,,,,,,,,,,,,,,
PB000018,PB0000007,06-04-2015,VIKAS SPOOL PVT. LTD. (SUPPLIER),RCPT0000000053,27,04-04-2015,,05-04-2015,INR,PLASTIC SPOOL,PLAS SPOOL PT-180 / PT-200,PCS,64.00,99200.00,0.00,113832.00,,,,,,,,,,,,,,,,,
PB000020,PB0000011,07-04-2015,Hindalco,RCPT0000000004,DGH/15000003,06-04-2015,,06-04-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,5990.00,2497830.00,0.00,2950562.00,,,,,,,,,,,,,,,,,
PB000021,PB0000009,07-04-2015,Hindalco,RCPT0000000002,DGH/15000001,06-04-2015,,06-04-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,6003.00,2503251.00,0.00,2956965.00,,,,,,,,,,,,,,,,,
PB000029,PB0000046,15-04-2015,Hindalco,RCPT0000000024,DGH/15000076,14-04-2015,,14-04-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2970.00,1238490.00,0.00,1462966.00,,,,,,,,,,,,,,,,,
PB000030,PB0000045,15-04-2015,Hindalco,RCPT0000000023,DGH/15000075,14-04-2015,,14-04-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2974.00,1240158.00,0.00,1464937.00,,,,,,,,,,,,,,,,,
PB000031,PB0000052,16-04-2015,Hindalco,RCPT0000000029,DGH/15000086,15-04-2015,,15-04-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2125.00,886125.00,0.00,1046736.00,,,,,,,,,,,,,,,,,
PB000032,PB0000051,16-04-2015,Hindalco,RCPT0000000028,DGH/15000087,15-04-2015,,15-04-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2487.00,1037079.00,0.00,1225050.00,,,,,,,,,,,,,,,,,
PB000033,PB0000050,16-04-2015,Hindalco,RCPT0000000027,DGH/15000081,15-04-2015,,15-04-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2984.00,1244328.00,0.00,1469863.00,,,,,,,,,,,,,,,,,
PB000034,PB0000049,16-04-2015,Hindalco,RCPT0000000026,DGH/15000078,15-04-2015,,15-04-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2966.00,1236822.00,0.00,1460996.00,,,,,,,,,,,,,,,,,
PB000035,PB0000047,16-04-2015,Hindalco,RCPT0000000009,DCR/15000177,14-04-2015,,15-04-2015,INR,RAW MATERIAL,COPPER WIRE / ROD (CENTRAL),KG,9034.00,3767178.00,0.00,4280456.00,,,,,,,,,,,,,,,,,
PB000036,PB0000043,15-04-2015,Hindalco,RCPT0000000021,DGH/15000074,14-04-2015,,14-04-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2971.00,1238907.00,0.00,1463459.00,,,,,,,,,,,,,,,,,
PB000037,PB0000044,15-04-2015,Hindalco,RCPT0000000022,DGH/15000073,14-04-2015,,14-04-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2973.00,1239741.00,0.00,1464444.00,,,,,,,,,,,,,,,,,
PB000038,PB0000041,14-04-2015,Hindalco,RCPT0000000020,DGH/15000061,13-04-2015,,13-04-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2978.00,1241826.00,0.00,1466907.00,,,,,,,,,,,,,,,,,
PB000039,PB0000040,14-04-2015,Hindalco,RCPT0000000019,DGH/15000060,13-04-2015,,13-04-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,3038.00,1266846.00,0.00,1496462.00,,,,,,,,,,,,,,,,,
PB000040,PB0000039,14-04-2015,Hindalco,RCPT0000000018,DGH/15000059,13-04-2015,,13-04-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,6038.00,2517846.00,0.00,2974206.00,,,,,,,,,,,,,,,,,
PB000041,PB0000035,14-04-2015,VIKAS SPOOL PVT. LTD. (SUPPLIER),RCPT0000000059,77,10-04-2015,,11-04-2015,INR,PLASTIC SPOOL,PLAS SPOOL PT-(1-2)/ 130MM,PCS,1000.00,7750.00,0.00,8893.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,PLAS SPOOL PT-04,PCS,1000.00,19000.00,0.00,21803.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,PLAS SPOOL PT-04 ABS NP,PCS,500.00,18000.00,0.00,20655.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,PLAS SPOOL PT-10,PCS,2250.00,79875.00,0.00,91656.00,,,,,,,,,,,,,,,,,
PB000042,PB0000033,14-04-2015,Hindalco,RCPT0000000013,DGH/15000045,10-04-2015,,10-04-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2981.00,1243077.00,0.00,1468385.00,,,,,,,,,,,,,,,,,
