Voucher Id,Invoice ,Invoice ,Supplier Name,Receipt No.,Bill No.,Bill Date,D.N. No.,D.N. Date,Currenc,Group,Item Description,Unit,Quantity,Gross Amount,Discount,Additional Custom ,Basic Custom Duty,Basic Custom Duty ,Basic Custom Duty ,Central Sales Tax ,Cst Purchase @1%,Cst Purchase @2%,Cvd,Ec On Purchase ,Excise On ,Excise On ,Excise On ,Hec On Purchase ,Input Vat - 12.50% ,Input Vat - 4.00% ,Input Vat ,Input Vat ,
PB000286,PB0000212,25-05-2015,Zoom Apparels Pvt. Ltd.,,,,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,100.00,25800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000287,PB0000213,25-05-2015,Zoom Apparels Pvt. Ltd.,,,,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,2023.20,83214.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000288,PB0000210,24-05-2015,Aditi Printers,,,,,,INR,PRINTING and STATIONERY,PRINTING ITEMS,PCS,1.00,4100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000290,PB0000218,28-05-2015,ELANTAS Beck India Ltd.,RCPT0000000024,160,20-04-2015,160,21-04-2015,INR,H CLASS,TEREBEC MT 543-38,KG,2100.00,396900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8930.00,0.00,0.00,0.00,49613.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000305,PB0000219,29-05-2015,DEEBA DIES & TOOLS,,MRN-443/3550,14-05-2015,,,INR,DIE and DIE MATERIAL,DIES WIRE DRAWING PCD,PCS,1.00,8350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000306,PB0000234,29-05-2015,Savitri Enterprises,,,,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,1.00,5700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,713.00,0.00,86.00,0.00,0.00
PB000307,PB0000282,31-05-2015,Hindalco,RCPT0000000032,DCR/15000891,16-05-2015,MRN-456,17-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2982.00,1273314.00,0.00,0.00,0.00,0.00,0.00,0.00,14325.00,0.00,0.00,0.00,0.00,159164.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000308,PB0000283,31-05-2015,Hindalco,RCPT0000000034,DCR/15000889,16-05-2015,MRN-458,17-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,5967.00,2547909.00,0.00,0.00,0.00,0.00,0.00,0.00,28664.00,0.00,0.00,0.00,0.00,318489.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000309,PB0000284,31-05-2015,Hindalco,RCPT0000000035,DCR/15000890,16-05-2015,MRN-459,17-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2982.00,1273314.00,0.00,0.00,0.00,0.00,0.00,0.00,14325.00,0.00,0.00,0.00,0.00,159164.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000310,PB0000285,31-05-2015,Bharat Box Company,RCPT0000000104,063,18-05-2015,MRN-463,18-05-2015,INR,WRAPPER,WRAPPER- PT- 90- 420X1100MM,KG,458.00,17862.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,714.00,0.00,179.00,0.00
PB000311,PB0000286,31-05-2015,Hindalco,RCPT0000000080,DGH/15000406,18-05-2015,MRN-466,18-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,1990.00,849730.00,995.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106216.00,0.00,0.00,0.00,38238.00,0.00,9559.00,0.00
PB000312,PB0000287,31-05-2015,Hindalco,RCPT0000000081,DGH15000407,18-05-2015,MRN-467,18-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,3853.00,1645231.00,1926.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205654.00,0.00,0.00,0.00,74035.00,0.00,18509.00,0.00
PB000313,PB0000288,31-05-2015,Hindalco,RCPT0000000082,DGH/15000411,19-05-2015,MRN-479,19-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,6010.00,2566270.00,3005.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320784.00,0.00,0.00,0.00,115482.00,0.00,28871.00,0.00
PB000314,PB0000289,31-05-2015,Hindalco,RCPT0000000083,DGH/15000412,19-05-2015,MRN-484,19-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,3012.00,1286124.00,1506.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160766.00,0.00,0.00,0.00,57876.00,0.00,14469.00,0.00
PB000315,PB0000290,31-05-2015,Hindalco,RCPT0000000084,DGH/15000413,19-05-2015,MRN-485,19-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2987.00,1275449.00,1493.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159431.00,0.00,0.00,0.00,57395.00,0.00,14349.00,0.00
PB000316,PB0000291,31-05-2015,Hindalco,RCPT0000000036,DCR/15000916,19-05-2015,MRN-488,20-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,8931.00,3813537.00,0.00,0.00,0.00,0.00,0.00,0.00,42902.00,0.00,0.00,0.00,0.00,476692.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000317,PB0000292,31-05-2015,Hindalco,RCPT0000000037,DCR/15000917,19-05-2015,MRN-489,20-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2980.00,1272460.00,0.00,0.00,0.00,0.00,0.00,0.00,14315.00,0.00,0.00,0.00,0.00,159058.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000318,PB0000293,31-05-2015,MAHESH PAINTS & HARDWARE STORE,,MRN/502/181,21-05-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,1.00,1730.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216.00,0.00,26.00,0.00,0.00
PB000319,PB0000294,31-05-2015,Hindalco,RCPT0000000085,DGH/15000461,23-05-2015,MRN-524,23-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,6071.00,2678494.84,3035.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,334812.00,0.00,0.00,0.00,120532.00,0.00,30133.00,0.00
PB000320,PB0000295,31-05-2015,Hindalco,RCPT0000000086,DGH/15000462,23-05-2015,MRN-525,23-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,5954.00,2626875.03,2977.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,328359.00,0.00,0.00,0.00,118209.00,0.00,29552.00,0.00
PB000321,PB0000296,31-05-2015,Hindalco,RCPT0000000087,DGH/15000464,23-05-2015,MRN-527,23-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,5959.00,2629081.00,2979.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,328635.00,0.00,0.00,0.00,118309.00,0.00,29577.00,0.00
PB000322,PB0000297,31-05-2015,Hindalco,RCPT0000000088,DGH/15000465,23-05-2015,MRN-528,23-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,5950.00,2625110.25,2975.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,328139.00,0.00,0.00,0.00,118130.00,0.00,29532.00,0.00
PB000323,PB0000298,31-05-2015,Hindalco,RCPT0000000089,DGH/15000470,25-05-2015,MRN-535,25-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,6011.00,2662235.83,3005.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,332779.00,0.00,0.00,0.00,119801.00,0.00,29950.00,0.00
PB000324,PB0000281,31-05-2015,S.S.Packaging,RCPT0000000103,150,16-05-2015,MRN-454,16-05-2015,INR,PACKING MATERIAL,STRECH FILM,KG,162.80,23606.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2951.00,0.00,0.00,0.00,1062.00,0.00,266.00,0.00
PB000325,PB0000280,31-05-2015,Bharat Box Company,RCPT0000000102,062,16-05-2015,MRN-453,16-05-2015,INR,CORRUGATED BOXES,"CORRUGATED BOX-PT10-14.75""X7.5""X9.5""",PCS,1561.00,39025.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1561.00,0.00,390.00,0.00
PB000326,PB0000279,31-05-2015,Arvind Bearing & Mill Store,RCPT0000000032,434,16-05-2015,452,16-05-2015,INR,BEARING,BEARING - 6009ZZ,PCS,4.00,1120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,11.00,0.00
PB000327,PB0000220,29-05-2015,Walson Woodburn Wire Die Pvt Ltd.,,MRN-444/151,11-05-2015,,,INR,DIE and DIE MATERIAL,DIES WIRE DRAWING PCD,PCS,1.00,12870.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,290.00,0.00,0.00,0.00,1609.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000328,PB0000301,31-05-2015,Hindalco,RCPT0000000092,DGH/15000491,27-05-2015,MRN-557,27-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,5986.00,2651163.48,2993.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,331395.00,0.00,0.00,0.00,119302.00,0.00,29826.00,0.00
PB000329,PB0000300,31-05-2015,Hindalco,RCPT0000000091,DGH/15000493,27-05-2015,MRN-556,27-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,3022.00,1338425.67,1511.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167303.00,0.00,0.00,0.00,60229.00,0.00,15057.00,0.00
PB000330,PB0000299,31-05-2015,Hindalco,RCPT0000000090,DGH/15000492,27-05-2015,MRN-555,27-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2973.00,1316723.86,1486.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,164590.00,0.00,0.00,0.00,59253.00,0.00,14813.00,0.00
PB000331,PB0000206,16-05-2015,ELANTAS Beck India Ltd.,RCPT0000000026,716,28-04-2015,MRN-313,05-05-2015,INR,THINNER,LUBECKAN W-25,L,720.00,119520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2725.00,0.00,0.00,0.00,0.00,16733.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000333,PB0000221,29-05-2015,Delhi Sales Corporation,RCPT0000000029,91,15-05-2015,MRN-445,15-05-2015,INR,IRON PATTI,"IRON PATTI-1/2"" & NAILS",KG,101.10,6470.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,259.00,0.00,65.00,0.00
PB000334,PB0000222,29-05-2015,RAMESH PAINT & HARDWARE STORE,,MRN-446/271,14-05-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,1.00,2295.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,287.00,0.00,34.00,0.00,0.00
PB000335,PB0000229,29-05-2015,VIKAS SPOOL PVT. LTD. (SUPPLIER),RCPT0000000101,339,12-05-2015,MRN-416,13-05-2015,INR,PLASTIC SPOOL,PLAS SPOOL PT-10,PCS,2000.00,71000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1598.00,0.00,0.00,0.00,8875.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,"PLAS SPOOL PT-10""",PCS,200.00,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,225.00,0.00,0.00,0.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,PLASTIC BUCKET PT-25,PCS,624.00,26676.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,0.00,0.00,0.00,3335.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000336,PB0000209,16-05-2015,Savitri Enterprises,,MRN-414 BILL 228,13-05-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,1.00,29508.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3689.00,0.00,443.00,0.00,0.00
PB000337,PB0000207,16-05-2015,HPT AND COMPANY,,MRN-366,08-05-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,1.00,9800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,392.00,0.00,98.00,0.00
PB000338,PB0000230,29-05-2015,VIKAS SPOOL PVT. LTD. (SUPPLIER),,MRN-416/339,12-05-2015,,,INR,PLASTIC SPOOL MISC,MISC. PLASTIC REELS,PCS,660.00,19800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,446.00,0.00,0.00,0.00,2475.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000339,PB0000151,13-05-2015,Hindalco,RCPT0000000060,DGH/15000361,09-05-2015,MRN-382,09-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,6015.00,2568405.00,3007.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,321051.00,0.00,0.00,0.00,115578.00,0.00,28895.00,0.00
PB000340,PB0000302,31-05-2015,Hindalco,RCPT0000000093,DGH/15000517,28-05-2015,MRN-569,28-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2976.00,1318052.54,1488.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,164757.00,0.00,0.00,0.00,59312.00,0.00,14828.00,0.00
PB000341,PB0000303,31-05-2015,Hindalco,RCPT0000000038,DCR/15000968,21-05-2015,MRN-504,22-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,5932.00,2639336.62,0.00,0.00,0.00,0.00,0.00,0.00,29693.00,0.00,0.00,0.00,0.00,329917.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000342,PB0000208,16-05-2015,Wirex Dies & Steel (I) Pvt. Ltd.,RCPT0000000027,092,07-05-2015,MRN-400,11-05-2015,INR,OIL and LUBRICANT,LUB. OIL ( GRADE 40 ),L,210.00,24150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,551.00,0.00,0.00,0.00,0.00,3381.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000343,PB0000231,29-05-2015,RAMESH PAINT & HARDWARE STORE,,MRN-429/256,14-05-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,1.00,6425.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000344,PB0000232,29-05-2015,MODERN SCIENTIFIC CORPORATION,RCPT0000000030,1032,14-05-2015,MRN-431,14-05-2015,INR,CHEMICAL,WAX PARAFIN,KG,1.00,3970.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159.00,0.00,40.00,0.00
PB000345,PB0000233,29-05-2015,Savitri Enterprises,,MRN-433/236,14-05-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,16.80,3864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155.00,0.00,39.00,0.00
PB000346,PB0000235,29-05-2015,Sealwell,RCPT0000000031,133,11-05-2015,MRN-437,15-05-2015,INR,FELT and PAD,FELT 410X40X8 MM DENSITY 0.20 GM/CM3,KG,21.80,6758.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,FELT 50X30X8 DENSITY 0.28GM/CM3,KG,4.60,4255.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000347,PB0000269,31-05-2015,Hindalco,RCPT0000000031,15000879,15-05-2015,MRN-447,16-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,5962.00,2545774.00,0.00,0.00,0.00,0.00,0.00,0.00,28640.00,0.00,0.00,0.00,0.00,318222.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000348,PB0000276,31-05-2015,Hindalco,RCPT0000000078,DGH/15000404,16-05-2015,MRN-449,16-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,6003.00,2563281.00,3001.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320410.00,0.00,0.00,0.00,115348.00,0.00,28837.00,0.00
PB000349,PB0000277,31-05-2015,Hindalco,RCPT0000000079,DGH/15000405,16-05-2015,MRN-450,16-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,5968.00,2548336.00,2984.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,318542.00,0.00,0.00,0.00,114675.00,0.00,28669.00,0.00
PB000350,PB0000278,31-05-2015,Om Wooden Industries,,MRN451/100,16-05-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,64.00,1728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216.00,0.00,26.00,0.00,0.00
PB000379,PB0000305,31-05-2015,Shri Balaji House Keeping Service,,MRN/461/96,18-05-2015,,,INR,HOUSE KEEPING MATERIAL,MISC. HKM,PCS,1.00,7991.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000380,PB0000306,31-05-2015,Scientific Agencies Pvt. Ltd,RCPT0000000033,174,15-05-2015,MRN-474,19-05-2015,INR,CHEMICAL,WAX PARAFIN,KG,1.00,1038.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000381,PB0000307,31-05-2015,Arvind Bearing & Mill Store,RCPT0000000034,446,18-05-2015,MRN-464,18-05-2015,INR,WELDING MATERIAL,WELDING ROD,PCS,1.00,650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,7.00,0.00
PB000382,PB0000308,31-05-2015,Fuming Beverages,RCPT0000000035,235,19-05-2015,MRN-475,19-05-2015,INR,STAFF WELFARE,TEA & COFFEE,KG,32.00,6080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000383,PB0000309,31-05-2015,Ganesh Electricals,,MRN-493/377,20-05-2015,,,INR,ELECTRICAL,ELECTRICAL-MISC,PCS,1.00,7260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,908.00,0.00,109.00,0.00,0.00
PB000384,PB0000310,31-05-2015,Autonix Auto Industries Pvt. Ltd,,MRN-495/51,20-05-2015,,,INR,ELECTRICAL,BULBS ALL TYPES,PCS,20.00,18000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2250.00,0.00,270.00,0.00,0.00
PB000385,PB0000312,31-05-2015,Iskon Packaging Wood Works,RCPT0000000105,13,19-05-2015,MRN-486,19-05-2015,INR,WOODEN PALLET,WOODEN GUTKA,PCS,400.00,3420.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,137.00,0.00,34.00,0.00
,,,,,,,,,,,WOODEN PALLET 37*37,PCS,25.00,12500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,0.00,125.00,0.00
,,,,,,,,,,,WOODEN PALLET 44*33,PCS,25.00,13500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,540.00,0.00,135.00,0.00
PB000386,PB0000311,31-05-2015,Arvind Bearing & Mill Store,RCPT0000000036,490,22-05-2015,MRN-515,24-05-2015,INR,BEARING,BEARING - 609ZZ,PCS,6.00,672.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,7.00,0.00
PB000387,PB0000314,31-05-2015,VIKAS SPOOL PVT. LTD. (SUPPLIER),RCPT0000000107,408,21-05-2015,MRN-506,22-05-2015,INR,PLASTIC SPOOL,PLAS SPOOL PT-180 / PT-200,PCS,25.00,38750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,872.00,0.00,0.00,0.00,4844.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000388,PB0000315,31-05-2015,Savitri Enterprises,,MRN-507/275,22-05-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,1.00,820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,8.00,0.00
PB000389,PB0000316,31-05-2015,Arvind Bearing & Mill Store,,MRN-508/492,22-05-2015,,,INR,OIL and LUBRICANT,"GREASES ( AP3, SAPHIRE2, PEERLESS LLG )",KG,1.00,1150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.00,0.00,17.00,0.00,0.00
PB000390,PB0000317,31-05-2015,Micro Inks Limited,RCPT0000000037,5186,12-05-2015,MRN-509,22-05-2015,INR,THINNER,BASE COAT THINNER,KG,180.00,21060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,474.00,0.00,0.00,0.00,2633.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000391,PB0000318,31-05-2015,Micro Inks Limited,RCPT0000000038,5192,12-05-2015,MRN-510,22-05-2015,INR,THINNER,BASE COAT THINNER,KG,180.00,21060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,474.00,0.00,0.00,0.00,2633.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,TOP COAT THINNER,KG,180.00,39960.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,899.00,0.00,0.00,0.00,4995.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000392,PB0000319,31-05-2015,Hindalco,RCPT0000000094,DGH/15000452,22-05-2015,MRN-516,22-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,6166.00,2743450.71,3083.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342931.00,0.00,0.00,0.00,123455.00,0.00,30864.00,0.00
PB000393,PB0000313,31-05-2015,Iskon Packaging Wood Works,RCPT0000000106,14,21-05-2015,MRN-500,21-05-2015,INR,WOODEN PALLET,WOODEN PALLET 37*37,PCS,25.00,12500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,0.00,125.00,0.00
,,,,,,,,,,,WOODEN PALLET 44*33,PCS,25.00,14000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,560.00,0.00,140.00,0.00
PB000394,PB0000320,31-05-2015,Bharat Box Company,RCPT0000000108,069,22-05-2015,MRN-517,22-05-2015,INR,CORRUGATED BOXES,"CORRUGATED BOX - PT-25- 9.25X 9.25X 11.25"" 3PLY",PCS,3021.00,33231.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1329.00,0.00,332.00,0.00
PB000396,PB0000321,31-05-2015,Scientific Agencies Pvt. Ltd,RCPT0000000039,184,21-05-2015,MRN-520,23-05-2015,INR,CHEMICAL,WAX PARAFIN,KG,56.00,45696.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,914.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PB000397,PB0000322,31-05-2015,Arvind Bearing & Mill Store,RCPT0000000040,498,23-05-2015,MRN-521,23-05-2015,INR,BEARING,BEARING- 6015  2RS1,PCS,1.00,1945.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.00,0.00,19.00,0.00
,,,,,,,,,,,BEARING- 6016 2RS1,PCS,1.00,2404.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00,0.00,24.00,0.00
PB000398,PB0000323,31-05-2015,Ganesh Electricals,,MRN-523,23-05-2015,,,INR,ELECTRICAL,ELECTRICAL-MISC,PCS,1.00,13600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1700.00,0.00,204.00,0.00,0.00
PB000399,PB0000324,31-05-2015,Hindalco,RCPT0000000095,DGH/15000468,25-05-2015,MRN-536,25-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2983.00,1273741.00,1491.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159218.00,0.00,0.00,0.00,57318.00,0.00,14330.00,0.00
PB000400,PB0000325,31-05-2015,Hindalco,RCPT0000000096,DGH/15000469,25-05-2015,MRN-537,25-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2987.00,1275449.00,1493.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159431.00,0.00,0.00,0.00,57395.00,0.00,14349.00,0.00
PB000401,PB0000326,31-05-2015,Bharat Box Company,RCPT0000000109,073,25-05-2015,MRN-538,25-05-2015,INR,CORRUGATED BOXES,"CORRUGATED BOX - PT-25- 9.25X 9.25X 11.25"" 3PLY",PCS,9.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,1.00,0.00
,,,,,,,,,,,"CORRUGATED BOX-PT10-14.75""X7.5""X9.5""",PCS,1047.00,26175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1047.00,0.00,262.00,0.00
