 Warehouse, Item Group,Item Code,Item Description,UOM,Opening Balance Qty.,Receipt Qty.,Issued Qty.,Rejected Qty.,Reserve,Reworkable Qty.,Scrap Qty.,Closing Balance Qty.
SHOP FLOOR,POLYESTER,RMENPOM/M,MILESTER M/M,KG,75.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00
SHOP FLOOR,SELF SOLDRABLE,RMENSESODFPH 240,FPH 240,KG,250.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00
SHOP FLOOR,SELF SOLDRABLE,RMENSESODFPU A1 40,FPU A1 40,KG,345.00,0.00,0.00,0.00,0.00,0.00,0.00,345.00
SHOP FLOOR,SELF SOLDRABLE,RMENSESODFPU A1 50,FPU A1 50,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,SELF SOLDRABLE,RMENSs 1355-35,RMENSS 1355-35,KG,70.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00
SHOP FLOOR,TOP COAT,RMENTCNH AI 1013,AI-BV1013,KG,560.00,0.00,0.00,0.00,0.00,0.00,0.00,560.00
SHOP FLOOR,TOP COAT,RMENTCNH AI 20PA,NH AI 20PA,KG,275.00,0.00,0.00,0.00,0.00,0.00,0.00,275.00
SHOP FLOOR,TOP COAT,RMENTCNH AI 27 P,NH AI 27 P,KG,80.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00
SHOP FLOOR,TOP COAT,RMENTCNH AI 27 S,NH AI 27 S,KG,255.00,0.00,0.00,0.00,0.00,0.00,0.00,255.00
SHOP FLOOR,TOP COAT,RMENTCNH AI 30 MLK,NH AI 30 MLK,KG,295.00,0.00,0.00,0.00,0.00,0.00,0.00,295.00
SHOP FLOOR,ENAMEL,VAR-910 NYLON,VAR-910 NYLON,KG,80.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00
SHOP FLOOR,ENAMEL,VAR-HIGH SPEED,VAR-HIGH SPEED,KG,271.00,0.00,0.00,0.00,0.00,0.00,0.00,271.00
SHOP FLOOR,JWRMEN,JWEN,J/W WIRE ENAMEL,KG,404.00,0.00,0.00,0.00,0.00,0.00,0.00,404.00
RAW MATERIAL - CU - CENTRAL,COPPER WIRE / ROD,RMCOCO WIRE / ROD,COPPER WIRE / ROD,KG,0.00,104471.00,0.00,0.00,0.00,0.00,0.00,104471.00
RAW MATERIAL - CU - CENTRAL,RAW MATERIAL,COPPER WIRE / ROD (CENTRAL),COPPER WIRE / ROD (CENTRAL),KG,0.00,141654.00,0.00,0.00,0.00,0.00,0.00,141654.00
RAW MATERIAL - CU - JW - INEL,CU (FG),CU0.9DCMEDPT-45,CU0.9DCMEDPT-45,KG,0.00,3951.43,3951.43,0.00,0.00,0.00,0.00,0.00
RAW MATERIAL - CU - JW - MANDEEP,CU (FG),CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,0.00,6017.00,6017.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CWW - JW - ORIENT,PROV,CU35MPMEDPT-10,CU35MPMEDPT-10,KG,0.00,22821.77,22821.77,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CWW - JW - ORIENT,PROV,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,0.00,40660.59,40660.59,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CWW - JW - ORIENT,CU (FG),CU35.5FCMEDPT-10,CU35.5FCMEDPT-10,KG,0.00,1092.88,1092.88,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CWW - JW - ORIENT,CU (FG),CU35.5MPMEDPT-10,CU35.5MPMEDPT-10,KG,0.00,27257.80,27257.80,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CWW - JW - INEL,CU (FG),CU0.9DCMEDPT-45,CU0.9DCMEDPT-45,KG,0.00,27817.50,26794.30,0.00,0.00,0.00,0.00,1023.20
FINISHED GOODS - CW - JW - AMELCO,Weekly WWMA PLUS 1,CU13BARE WIRE,CU13BARE WIRE,KG,0.00,35593.00,35593.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CW - JW - AMELCO,CU (FG),COPPER WIRE (jOB WORK),COPPER WIRE (jOB WORK),KG,0.00,8906.00,8906.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CW - JW - AMELCO,CU (FG),CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,0.00,14985.00,14985.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CW - JW - MANDEEP,CU (FG),CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,0.00,68748.00,68748.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CW - JW - NOIDA ELEC. UNIT II,CU (FG),CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,0.00,14767.00,14767.00,0.00,0.00,0.00,0.00,0.00
FG - SCRAP - CWW - JW - ORIENT,CU (FG),COPPER SCRAP,COPPER SCRAP,KG,0.00,3128.00,3128.00,0.00,0.00,0.00,0.00,0.00
FG - SCRAP - CWW - JW - INEL,CU (FG),COPPER SCRAP,COPPER SCRAP,KG,0.00,485.00,625.00,0.00,0.00,0.00,0.00,-140.00
FG - SCRAP - AL,AL (FG),ALUMINIUM SCRAP ,ALUMINIUM SCRAP,KG,488.00,2507.00,2961.00,0.00,0.00,0.00,0.00,34.00
FG - SCRAP - CCA,AL (FG),CCA SCRAP,CCA SCRAP,KG,156.00,0.00,0.00,0.00,0.00,0.00,0.00,156.00
FG - SCRAP - CU,CU (FG),COPPER SCRAP,COPPER SCRAP,KG,0.00,10766.00,10433.00,0.00,0.00,0.00,0.00,333.00
FG - SCRAP - CU,SCRAP,SCRAP,SCRAP,KG,0.00,453.00,0.00,0.00,0.00,0.00,0.00,453.00
SCRAP - OTHERS,SCRAP,NAYARI MITTI,NAYARI MITTI,KG,5000.00,0.00,1018.00,0.00,0.00,0.00,0.00,3982.00
SCRAP - OTHERS,SCRAP,SCRAP - EMPTY DRUMS,SCRAP - EMPTY DRUMS,PCS,1.00,3142.00,612.00,0.00,0.00,0.00,0.00,2531.00
SCRAP - OTHERS,SCRAP,SCRAP - WOODEN,SCRAP - WOODEN,KG,1.00,21000.00,7057.00,0.00,0.00,0.00,0.00,13944.00
SCRAP - OTHERS,SCRAP,SCRAP-OLD PLASTIC SPOOL,SCRAP-OLD PLASTIC SPOOL,KG,1.00,15212.00,9003.00,0.00,0.00,0.00,0.00,6210.00
FINISHED GOODS - CW,Weekly WWMA PLUS 1,CU13BARE WIRE,CU13BARE WIRE,KG,0.00,1204.60,1204.60,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CW,CU (FG),CU0.15BAREPT-25,CU0.15BAREPT-25,KG,0.00,3614.30,3614.30,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CW,CU (FG),CU1.40 BARE WIRE ,CU1.40 BARE WIRE,KG,0.00,161.00,161.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CW,CU (FG),copper wire,COPPER WIRE,KG,0.00,4299.00,4299.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - AW,ALUMINIUM WIRE / ROD,RMALAL WIRE / ROD,ALUMINIUM WIRE / ROD,KG,0.00,415.30,415.30,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CWW - JW - REWORK,PROV,CU32MPMEDPT-10,CU32MPMEDPT-10,KG,0.00,11.95,11.95,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CWW - JW - REWORK,PROV,CU35MPMEDPT-10,CU35MPMEDPT-10,KG,0.00,248.14,248.14,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CWW - JW - REWORK,PROV,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,0.00,300.44,300.44,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CWW - JW - REWORK,CU (FG),CU35.5MPMEDPT-10,CU35.5MPMEDPT-10,KG,0.00,294.81,294.81,0.00,0.00,0.00,0.00,0.00
