 Warehouse, Item Group,Item Code,Item Description,UOM,Opening Balance Qty.,Receipt Qty.,Issued Qty.,Rejected Qty.,Reserve,Reworkable Qty.,Scrap Qty.,Closing Balance Qty.
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU42.5SSFINEPT-4,CU42.5SSFINEPT-4,KG,0.00,400.26,384.64,0.00,0.00,0.00,0.00,15.62
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU42SSMEDPT-4,CU42SSMEDPT-4,KG,0.00,10.14,10.14,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU44SSFINEPT-4,CU44SSFINEPT-4,KG,0.00,442.62,442.62,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,CU45SSFINEPT-4,CU45SSFINEPT-4,KG,37.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,"cu20.5MPmed Pt-10""","CU20.5MPMED PT-10""",KG,0.00,321.62,59.76,0.00,0.00,0.00,0.00,261.87
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,"cu20mpmedpt-10""","CU20MPMEDPT-10""",KG,0.00,98.77,71.44,0.00,0.00,0.00,0.00,27.32
FINISHED GOODS - SEC,Weekly WWMA PLUS 1,cu38HCFINEPT-10,CU38HCFINEPT-10,KG,43.28,182.69,58.62,0.00,0.00,0.00,0.00,167.36
FINISHED GOODS - SEC,CU (FG),COPPER SCRAP,COPPER SCRAP,KG,0.00,304.00,304.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.07SSFINEPT-4,CU0.07SSFINEPT-4,KG,12.42,696.10,447.34,0.00,0.00,0.00,0.00,261.19
FINISHED GOODS - SEC,CU (FG),CU0.09SSFINEPT-4,CU0.09SSFINEPT-4,KG,0.00,37.28,25.84,0.00,0.00,0.00,0.00,11.43
FINISHED GOODS - SEC,CU (FG),CU0.1*4SSFINEPT-10,CU0.1*4SSFINEPT-10,KG,6.80,3439.10,3292.62,0.00,0.00,0.00,0.00,153.28
FINISHED GOODS - SEC,CU (FG),CU0.102SSFINEPT-4,CU0.102SSFINEPT-4,KG,0.00,368.78,281.21,0.00,0.00,0.00,0.00,87.57
FINISHED GOODS - SEC,CU (FG),CU0.102SSHFINEPT-4,CU0.102SSHFINEPT-4,KG,283.09,899.66,1182.74,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.112SSHFINEPT-4,CU0.112SSHFINEPT-4,KG,0.00,500.69,500.69,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.125SSHFINEPT-4,CU0.125SSHFINEPT-4,KG,0.00,5080.83,5080.83,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.132SSFINEPT-4,CU0.132SSFINEPT-4,KG,0.00,174.02,174.02,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.132SSHFINEPT-4,CU0.132SSHFINEPT-4,KG,0.00,1205.77,1205.77,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.140*4 SSFINEPT10,CU0.140*4 SSFINEPT10,KG,279.30,3071.14,3350.44,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.14SSHFINEPT-10,CU0.14SSHFINEPT-10,KG,0.00,2379.28,2245.63,0.00,0.00,0.00,0.00,133.66
FINISHED GOODS - SEC,CU (FG),CU0.14SSMEDPT-10,CU0.14SSMEDPT-10,KG,482.98,56.15,0.00,0.00,0.00,0.00,0.00,539.13
FINISHED GOODS - SEC,CU (FG),CU0.15*3SSFINEPT-10,CU0.15*3SSFINEPT-10,KG,33.42,2268.62,2302.04,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.15*4HSSFINEPT-10,CU0.15*4HSSFINEPT-10,KG,0.00,291.48,272.20,0.00,0.00,0.00,0.00,19.28
FINISHED GOODS - SEC,CU (FG),CU0.152SSHFINEPT-10,CU0.152SSHFINEPT-10,KG,0.00,2255.33,2255.33,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.15SSMEDPT-10,CU0.15SSMEDPT-10,KG,98.17,0.00,0.00,0.00,0.00,0.00,0.00,98.17
FINISHED GOODS - SEC,CU (FG),CU0.16SSHFINEPT-10,CU0.16SSHFINEPT-10,KG,0.00,610.00,600.98,0.00,0.00,0.00,0.00,9.02
FINISHED GOODS - SEC,CU (FG),CU0.173SSHFINEPT-10,CU0.173SSHFINEPT-10,KG,8.40,1067.37,1075.77,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.17SSMEDPT-10,CU0.17SSMEDPT-10,KG,0.00,1025.36,1020.90,0.00,0.00,0.00,0.00,4.46
FINISHED GOODS - SEC,CU (FG),CU0.18SSMEDPT-10,CU0.18SSMEDPT-10,KG,0.00,904.08,904.08,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.193SSFINEPT-10,CU0.193SSFINEPT-10,KG,32.46,811.52,641.77,0.00,0.00,0.00,0.00,202.21
FINISHED GOODS - SEC,CU (FG),CU0.193SSHFINEPT-10,CU0.193SSHFINEPT-10,KG,96.84,298.80,392.16,0.00,0.00,0.00,0.00,3.48
FINISHED GOODS - SEC,CU (FG),CU0.213SSHFINEPT-10,CU0.213SSHFINEPT-10,KG,0.00,1572.57,1570.21,0.00,0.00,0.00,0.00,2.36
FINISHED GOODS - SEC,CU (FG),CU0.224SSHFINEPT-10,CU0.224SSHFINEPT-10,KG,0.00,705.66,705.66,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.22SSFINEPT-10,CU0.22SSFINEPT-10,KG,400.27,13305.78,13053.16,0.00,0.00,0.00,0.00,652.88
FINISHED GOODS - SEC,CU (FG),CU0.234SSHFINEPT-10,CU0.234SSHFINEPT-10,KG,0.00,1095.78,1095.78,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.254SSHFINEPT-10,CU0.254SSHFINEPT-10,KG,0.00,2287.54,2287.54,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.25SSFINEPT-10,CU0.25SSFINEPT-10,KG,10.88,397.76,397.76,0.00,0.00,0.00,0.00,10.88
FINISHED GOODS - SEC,CU (FG),CU0.295SSHFINEPT-10,CU0.295SSHFINEPT-10,KG,0.00,1113.18,1113.18,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.2SSFINEPT-10,CU0.2SSFINEPT-10,KG,60.10,4040.02,3870.54,0.00,0.00,0.00,0.00,229.57
FINISHED GOODS - SEC,CU (FG),CU0.2SSMEDPT-10,CU0.2SSMEDPT-10,KG,30.58,0.00,30.58,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.315SSHFINEPT-10,CU0.315SSHFINEPT-10,KG,7.58,0.00,0.00,0.00,0.00,0.00,0.00,7.58
FINISHED GOODS - SEC,CU (FG),CU0.35DCMEDPT-25,CU0.35DCMEDPT-25,KG,205.72,0.00,0.00,0.00,0.00,0.00,0.00,205.72
FINISHED GOODS - SEC,CU (FG),CU0.35SSHMEDPT-10,CU0.35SSHMEDPT-10,KG,18.42,0.00,0.00,0.00,0.00,0.00,0.00,18.42
FINISHED GOODS - SEC,CU (FG),CU0.3FCMEDPT-25,CU0.3FCMEDPT-25,KG,18.82,1153.81,18.82,0.00,0.00,0.00,0.00,1153.81
FINISHED GOODS - SEC,CU (FG),CU0.3MPMEDPT-25,CU0.3MPMEDPT-25,KG,0.00,795.12,795.12,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.417SSHFINEPT-10,CU0.417SSHFINEPT-10,KG,16.92,0.00,0.00,0.00,0.00,0.00,0.00,16.92
FINISHED GOODS - SEC,CU (FG),CU0.425DCMEDPT-25,CU0.425DCMEDPT-25,KG,0.00,264.62,264.62,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.45DCMEDPT-90,CU0.45DCMEDPT-90,KG,54.60,4621.58,4592.83,0.00,0.00,0.00,0.00,83.34
FINISHED GOODS - SEC,CU (FG),CU0.47SBMEDPT-25,CU0.47SBMEDPT-25,KG,185.90,463.84,649.74,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.4DCMEDPT-90,CU0.4DCMEDPT-90,KG,0.00,4023.86,4023.86,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.53DCFINEPT-25,CU0.53DCFINEPT-25,KG,255.84,16701.50,16927.88,0.00,0.00,0.00,0.00,29.46
FINISHED GOODS - SEC,CU (FG),CU0.53DCMEDPT-25,CU0.53DCMEDPT-25,KG,0.00,3262.82,3262.82,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.559DCMEDPT-25,CU0.559DCMEDPT-25,KG,0.00,852.51,349.82,0.00,0.00,0.00,0.00,502.69
FINISHED GOODS - SEC,CU (FG),CU0.55DCFinePT-25,CU0.55DCFinePT-25,KG,524.02,1930.80,1865.00,0.00,0.00,0.00,0.00,589.82
FINISHED GOODS - SEC,CU (FG),CU0.55DCMEDPT-90,CU0.55DCMEDPT-90,KG,0.00,33624.86,33624.86,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.55SBMEDPT-25,CU0.55SBMEDPT-25,KG,0.00,19.98,19.98,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.5DCMEDPT-45,CU0.5DCMEDPT-45,KG,680.10,2252.06,2932.16,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.5DCMEDPT-90,CU0.5DCMEDPT-90,KG,0.00,3878.58,3878.58,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.63DCFINEPT-25,CU0.63DCFINEPT-25,KG,237.02,0.00,237.02,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.63DCMEDPT-25,CU0.63DCMEDPT-25,KG,68.78,0.00,0.00,0.00,0.00,0.00,0.00,68.78
FINISHED GOODS - SEC,CU (FG),CU0.69MPFINEPT-90,CU0.69MPFINEPT-90,KG,554.38,478.00,950.38,0.00,0.00,0.00,0.00,82.00
FINISHED GOODS - SEC,CU (FG),CU0.6DCFINEPT-25,CU0.6DCFINEPT-25,KG,127.08,1042.30,1169.37,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.6DCMEDPT-90,CU0.6DCMEDPT-90,KG,82.02,566.82,82.02,0.00,0.00,0.00,0.00,566.82
FINISHED GOODS - SEC,CU (FG),CU0.6MPFINEPT-90,CU0.6MPFINEPT-90,KG,544.38,5406.22,5629.18,0.00,0.00,0.00,0.00,321.42
FINISHED GOODS - SEC,CU (FG),CU0.71SSMEDPT-25,CU0.71SSMEDPT-25,KG,52.24,3820.75,3762.48,0.00,0.00,0.00,0.00,110.52
FINISHED GOODS - SEC,CU (FG),CU0.75DCMEDM-266,CU0.75DCMEDM-266,KG,22.30,0.00,22.30,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.75DCMEDPT-90,CU0.75DCMEDPT-90,KG,0.00,1220.32,1055.62,0.00,0.00,0.00,0.00,164.70
FINISHED GOODS - SEC,CU (FG),CU0.75MPFINEPT-90,CU0.75MPFINEPT-90,KG,630.44,0.00,156.14,0.00,0.00,0.00,0.00,474.30
FINISHED GOODS - SEC,CU (FG),CU0.78DCFINEPT-90,CU0.78DCFINEPT-90,KG,0.00,2934.71,2934.64,0.00,0.00,0.00,0.00,0.08
FINISHED GOODS - SEC,CU (FG),CU0.7DCFINEPT-90,CU0.7DCFINEPT-90,KG,146.62,0.00,146.62,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.7DCMEDPT-45,CU0.7DCMEDPT-45,KG,123.83,1320.94,1168.28,0.00,0.00,0.00,0.00,276.48
FINISHED GOODS - SEC,CU (FG),CU0.7DCMEDPT-90,CU0.7DCMEDPT-90,KG,158.64,10131.86,10290.50,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.7SSFINEPT-25,CU0.7SSFINEPT-25,KG,0.00,39.14,22.78,0.00,0.00,0.00,0.00,16.36
FINISHED GOODS - SEC,CU (FG),CU0.83DCFINEPT-90,CU0.83DCFINEPT-90,KG,127.48,35499.32,33392.50,0.00,0.00,0.00,0.00,2234.30
FINISHED GOODS - SEC,CU (FG),CU0.85MCMEDPT-90,CU0.85MCMEDPT-90,KG,172.54,0.00,0.00,0.00,0.00,0.00,0.00,172.54
FINISHED GOODS - SEC,CU (FG),CU0.85MPFINEPT-90,CU0.85MPFINEPT-90,KG,373.32,0.00,0.00,0.00,0.00,0.00,0.00,373.32
FINISHED GOODS - SEC,CU (FG),CU0.8DCFINEPT-90,CU0.8DCFINEPT-90,KG,156.02,15006.46,15162.47,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.8DCMEDPT-45,CU0.8DCMEDPT-45,KG,0.00,2217.90,1776.62,0.00,0.00,0.00,0.00,441.27
FINISHED GOODS - SEC,CU (FG),CU0.8MPMEDPT-90,CU0.8MPMEDPT-90,KG,267.37,0.00,267.37,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.9DCFINEPT-90,CU0.9DCFINEPT-90,KG,236.16,0.00,0.00,0.00,0.00,0.00,0.00,236.16
FINISHED GOODS - SEC,CU (FG),CU0.9DCMEDPT-45,CU0.9DCMEDPT-45,KG,741.28,4053.60,4794.89,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU0.9MPFINEPT-90,CU0.9MPFINEPT-90,KG,0.00,9936.95,9936.95,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,0.00,2961.00,2961.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU1.05DCMEDPT-90,CU1.05DCMEDPT-90,KG,254.93,12475.42,12476.08,0.00,0.00,0.00,0.00,254.28
FINISHED GOODS - SEC,CU (FG),CU1.05MCMEDPT-90,CU1.05MCMEDPT-90,KG,423.84,832.65,1090.84,0.00,0.00,0.00,0.00,165.65
FINISHED GOODS - SEC,CU (FG),CU1.06DCMEDM-266,CU1.06DCMEDM-266,KG,173.34,0.00,0.00,0.00,0.00,0.00,0.00,173.34
FINISHED GOODS - SEC,CU (FG),CU1.15DCFINEPT-180,CU1.15DCFINEPT-180,KG,886.66,3944.30,4830.86,0.00,0.00,0.00,0.00,0.10
FINISHED GOODS - SEC,CU (FG),CU1.22MCFINEPT-90,CU1.22MCFINEPT-90,KG,1103.66,5007.79,6030.06,0.00,0.00,0.00,0.00,81.40
FINISHED GOODS - SEC,CU (FG),CU1.2DCMEDPT-45,CU1.2DCMEDPT-45,KG,0.00,1831.04,1831.04,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU1.3MCFINEPT-180,CU1.3MCFINEPT-180,KG,493.16,4763.90,4910.42,0.00,0.00,0.00,0.00,346.64
FINISHED GOODS - SEC,CU (FG),CU1.8DCFINEM-266,CU1.8DCFINEM-266,KG,22.08,0.00,0.00,0.00,0.00,0.00,0.00,22.08
FINISHED GOODS - SEC,CU (FG),CU1.8MPMEDPT-90,CU1.8MPMEDPT-90,KG,0.00,734.54,547.00,0.00,0.00,0.00,0.00,187.54
FINISHED GOODS - SEC,CU (FG),CU1.9MPMEDPT-180,CU1.9MPMEDPT-180,KG,515.88,23205.30,23721.18,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU12MPMEDM-266,CU12MPMEDM-266,KG,22.10,0.00,0.00,0.00,0.00,0.00,0.00,22.10
FINISHED GOODS - SEC,CU (FG),CU15HCMEDM-266,CU15HCMEDM-266,KG,162.80,0.00,0.00,0.00,0.00,0.00,0.00,162.80
FINISHED GOODS - SEC,CU (FG),CU16HCMEDM-266,CU16HCMEDM-266,KG,0.00,577.79,0.00,0.00,0.00,0.00,0.00,577.79
FINISHED GOODS - SEC,CU (FG),CU17HCMEDM-266,CU17HCMEDM-266,KG,0.00,697.48,697.48,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU19DCMEDM-266,CU19DCMEDM-266,KG,37.50,0.00,37.50,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU1DCFINEPT-25,CU1DCFINEPT-25,KG,129.16,0.00,0.00,0.00,0.00,0.00,0.00,129.16
FINISHED GOODS - SEC,CU (FG),CU1DCMEDPT-45,CU1DCMEDPT-45,KG,0.00,1018.30,980.80,0.00,0.00,0.00,0.00,37.50
FINISHED GOODS - SEC,CU (FG),CU2.24DCMEDPT-90,CU2.24DCMEDPT-90,KG,0.00,684.10,684.10,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU2.3DCMEDM-266,CU2.3DCMEDM-266,KG,0.00,2569.14,2330.44,0.00,0.00,0.00,0.00,238.70
FINISHED GOODS - SEC,CU (FG),CU20FCMEDM-266,CU20FCMEDM-266,KG,0.00,7.83,7.83,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU22.5DCMEDM-266,CU22.5DCMEDM-266,KG,0.00,1261.72,1115.50,0.00,0.00,0.00,0.00,146.22
FINISHED GOODS - SEC,CU (FG),CU22DCMEDPT-25,CU22DCMEDPT-25,KG,0.00,735.60,505.29,0.00,0.00,0.00,0.00,230.32
FINISHED GOODS - SEC,CU (FG),CU23.5MPMEDPT-25,CU23.5MPMEDPT-25,KG,0.00,116.16,116.16,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU23DCMEDPT-25,CU23DCMEDPT-25,KG,0.00,553.97,309.76,0.00,0.00,0.00,0.00,244.20
FINISHED GOODS - SEC,CU (FG),CU26SSMEDPT-10,CU26SSMEDPT-10,KG,35.07,0.00,35.07,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU27SSFINEPT-10,CU27SSFINEPT-10,KG,9.82,412.20,346.28,0.00,0.00,0.00,0.00,75.75
FINISHED GOODS - SEC,CU (FG),CU2DCMEDPT-25,CU2DCMEDPT-25,KG,0.00,73.24,73.24,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU30DCMEDPT25,CU30DCMEDPT-25,KG,0.00,452.66,452.66,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU30MPFINEPT-10,CU30MPFINEPT-10,KG,0.00,1241.80,775.80,0.00,0.00,0.00,0.00,466.00
FINISHED GOODS - SEC,CU (FG),CU30SSFINEPT-10,CU30SSFINEPT-10,KG,45.93,0.00,45.93,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU31DCMEDPT-25,CU31DCMEDPT-25,KG,55.83,1217.20,1215.94,0.00,0.00,0.00,0.00,57.08
FINISHED GOODS - SEC,CU (FG),CU31FCMEDPT-10,CU31FCMEDPT-10,KG,0.00,180.04,180.04,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU34MPFINEPT-10,CU34MPFINEPT-10,KG,0.00,1115.80,1115.80,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU35.5MPFINEPT-10,CU35.5MPFINEPT-10,KG,0.00,1431.78,1431.78,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU35FCMEDPT-10,CU35FCMEDPT-10,KG,0.00,1628.84,1628.84,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU36AMPMEDPT-10,CU36AMPMEDPT-10,KG,340.63,0.00,0.00,0.00,0.00,0.00,0.00,340.63
FINISHED GOODS - SEC,CU (FG),CU36SSNYLONMEDPT-10 ,CU36SSNYLONMEDPT-10,KG,56.23,11637.36,11077.74,0.00,0.00,0.00,0.00,615.86
FINISHED GOODS - SEC,CU (FG),CU38*5SSMEDPT-10,CU38*5SSMEDPT-10,KG,21.69,0.00,0.00,0.00,0.00,0.00,0.00,21.69
FINISHED GOODS - SEC,CU (FG),CU38*8SSMEDPT-10,CU38*8SSMEDPT-10,KG,7.10,43.80,0.00,0.00,0.00,0.00,0.00,50.90
FINISHED GOODS - SEC,CU (FG),CU38.5SSFINEPT-4,CU38.5SSFINEPT-4,KG,0.00,133.40,0.00,0.00,0.00,0.00,0.00,133.40
FINISHED GOODS - SEC,CU (FG),CU38HCMEDPT-10,CU38HCMEDPT-10,KG,56.78,0.00,13.52,0.00,0.00,0.00,0.00,43.26
FINISHED GOODS - SEC,CU (FG),CU39MPMEDPT-4,CU39MPMEDPT-4,KG,10.12,0.00,0.00,0.00,0.00,0.00,0.00,10.12
FINISHED GOODS - SEC,CU (FG),CU39SSFINEPT-4,CU39SSFINEPT-4,KG,0.00,776.20,201.90,0.00,0.00,0.00,0.00,574.30
FINISHED GOODS - SEC,CU (FG),CU39SSMEDPT-10,CU39SSMEDPT-10,KG,0.00,588.94,588.94,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU40SSFINEPT-10,CU40SSFINEPT-10,KG,0.00,507.61,507.61,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CU41HCMEDPT-4,CU41HCMEDPT-4,KG,0.00,411.70,365.04,0.00,0.00,0.00,0.00,46.66
FINISHED GOODS - SEC,CU (FG),CU43SSFINEPT-4,CU43SSFINEPT-4,KG,17.22,262.88,172.82,0.00,0.00,0.00,0.00,107.28
FINISHED GOODS - SEC,CU (FG),CU43SSMEDPT-4,CU43SSMEDPT-4,KG,0.00,103.92,103.92,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),CWWfactory2nd,CWWFACTORY2ND,KG,2246.26,53.74,276.96,0.00,0.00,0.00,0.00,2023.04
FINISHED GOODS - SEC,CU (FG),cu0.15*4SSFinePT10,cu0.15*4SSFinePT10,KG,225.70,2005.21,2171.94,0.00,0.00,0.00,0.00,58.98
FINISHED GOODS - SEC,CU (FG),cu0.3sbmedpt-25,CU0.3SBMEDPT-25,KG,0.00,439.88,439.88,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),cu0.9DCSBMEDPT-25,CU0.9DCSBMEDPT-25,KG,51.04,0.00,0.00,0.00,0.00,0.00,0.00,51.04
FINISHED GOODS - SEC,CU (FG),cu21.5hcmedm-266,CU21.5HCMEDM-266,KG,7.19,55.48,23.54,0.00,0.00,0.00,0.00,39.14
FINISHED GOODS - SEC,CU (FG),cu23mpfinept-25,CU23MPFINEPT-25,KG,0.00,630.58,630.58,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,CU (FG),cu34AMPMEDPT-10,CU34AMPMEDPT-10,KG,11.18,0.00,0.00,0.00,0.00,0.00,0.00,11.18
FINISHED GOODS - SEC,CU (FG),miscfgcu,MISCFGCU,KG,14.40,102.17,0.00,0.00,0.00,0.00,0.00,116.58
FINISHED GOODS - SEC,FINISHED GOODS,CCA0.23SSFINEPT-10,CCA0.23SSFINEPT-10,KG,0.00,92.18,92.18,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Balco Circular,AL0.75MPMEDPT-90,AL0.75MPMEDPT-90,KG,0.00,1371.70,1371.70,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Balco Circular,AL16hcmedpt-25,AL16HCMEDPT-25,KG,0.00,180.73,162.15,0.00,0.00,0.00,0.00,18.58
FINISHED GOODS - SEA,Balco Circular,AL17HCMEDPT-25,AL17HCMEDPT-25,KG,0.00,265.44,265.44,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Balco Circular,AL21MPMEDPT-25,AL21MPMEDPT-25,KG,0.00,7448.46,7448.46,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Balco Circular,AL22DCMEDPT-25,AL22DCMEDPT-25,KG,6.72,1.74,1.74,0.00,0.00,0.00,0.00,6.72
FINISHED GOODS - SEA,Balco Circular,AL22MPMEDPT-25,AL22MPMEDPT-25,KG,0.00,1265.98,1249.80,0.00,0.00,0.00,0.00,16.18
FINISHED GOODS - SEA,Balco Circular,al0.91mpmpt-90,AL0.91MPMPT-90,KG,0.00,73.70,73.70,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Hindalco,AL25HCMEDPT-25,AL25HCMEDPT-25,KG,0.00,2047.21,2047.21,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Hindalco,AL26MPMEDPT-25,AL26MPMEDPT-25,KG,43.26,467.08,251.38,0.00,0.00,0.00,0.00,258.96
FINISHED GOODS - SEA,Hindalco,AL27MPMEDPT-25,AL27MPMEDPT-25,KG,11.90,0.00,0.00,0.00,0.00,0.00,0.00,11.90
FINISHED GOODS - SEA,Hindalco,AL28MPMEDPT-25,AL28MPMEDPT-25,KG,1703.32,1651.35,1609.35,0.00,0.00,0.00,0.00,1745.32
FINISHED GOODS - SEA,Hindalco,AL29MPMEDPT-25,AL29MPMEDPT-25,KG,1756.10,5328.72,5386.95,0.00,0.00,0.00,0.00,1697.87
FINISHED GOODS - SEA,Hindalco,AL30MPMEDPT-25,AL30MPMEDPT-25,KG,645.20,2630.68,2581.48,0.00,0.00,0.00,0.00,694.40
FINISHED GOODS - SEA,Hindalco,AL31MPMEDPT-10,AL31MPMEDPT-10,KG,440.96,1129.92,1369.80,0.00,0.00,0.00,0.00,201.07
FINISHED GOODS - SEA,Hindalco,AL32MPMEDPT-10,AL32MPMEDPT-10,KG,51.67,1346.04,1229.14,0.00,0.00,0.00,0.00,168.56
FINISHED GOODS - SEA,Hindalco,AL33MPMEDPT-10,AL33MPMEDPT-10,KG,421.01,1087.54,921.79,0.00,0.00,0.00,0.00,586.76
FINISHED GOODS - SEA,Hindalco,AL34MPMEDPT-10,AL34MPMEDPT-10,KG,45.75,788.56,443.12,0.00,0.00,0.00,0.00,391.19
FINISHED GOODS - SEA,Hindalco,al33mpmedpt-25,AL33MPMEDPT-25,KG,24.80,0.00,0.00,0.00,0.00,0.00,0.00,24.80
FINISHED GOODS - SEA,Monthly Aluminium,AL22DCMEDPT-90,AL22DCMEDPT-90,KG,0.00,15210.74,15210.74,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL0.44MPMEDPT-25,AL0.44MPMEDPT-25,KG,89.08,0.00,0.00,0.00,0.00,0.00,0.00,89.08
FINISHED GOODS - SEA,AL (FG),AL0.44MPMEDPT-60,AL0.44MPMEDPT-60,KG,0.00,3049.98,3049.98,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL0.47MPMEDPT-25,AL0.47MPMEDPT-25,KG,101.30,0.00,16.96,0.00,0.00,0.00,0.00,84.34
FINISHED GOODS - SEA,AL (FG),AL0.47MPMEDPT-60,AL0.47MPMEDPT-60,KG,0.00,2039.52,2039.44,0.00,0.00,0.00,0.00,0.08
FINISHED GOODS - SEA,AL (FG),AL0.54MPMEDPT-25,AL0.54MPMEDPT-25,KG,174.90,197.42,306.70,0.00,0.00,0.00,0.00,65.62
