Customer Name,Invoice No.,Invoice Date,Invoice Type,Currency,Item No.,Item Name,Unit,Qty,Price,Gross Amount(Specific),"Tax
(Specific)",Discount,Net Amount(Specific),Net Amount(Base)
L G Electronics India (P) Ltd,SI000422,21-04-2015,DIRECT INVOICE,INR,CU0.5DCMEDPT-90,CU0.5DCMEDPT-90,KG,979.535,482.600,472723.591,85681.000,0.000,558404.591,558404.591
L G Electronics India (P) Ltd,SI000492,24-04-2015,DIRECT INVOICE,INR,CU0.45DCMEDPT-90,CU0.45DCMEDPT-90,KG,703.910,484.600,341114.786,61827.000,0.000,402941.786,402941.786
L G Electronics India (P) Ltd,SI000492,24-04-2015,DIRECT INVOICE,INR,CU0.7DCMEDPT-90,CU0.7DCMEDPT-90,KG,743.660,480.600,357402.996,64779.000,0.000,422181.996,422181.996
L G Electronics India (P) Ltd,SI000509,25-04-2015,DIRECT INVOICE,INR,CU0.45DCMEDPT-90,CU0.45DCMEDPT-90,KG,416.065,484.600,201625.099,36544.000,0.000,238169.099,238169.099
L G Electronics India (P) Ltd,SI000509,25-04-2015,DIRECT INVOICE,INR,CU0.7DCMEDPT-90,CU0.7DCMEDPT-90,KG,1557.905,480.600,748729.143,135707.000,0.000,884436.143,884436.143
L G Electronics India (P) Ltd,SI000531,27-04-2015,DIRECT INVOICE,INR,CU0.7DCMEDPT-90,CU0.7DCMEDPT-90,KG,1458.870,480.600,701132.922,127081.000,0.000,828213.922,828213.922
L G Electronics India (P) Ltd,SI000554,28-04-2015,DIRECT INVOICE,INR,CU0.7DCMEDPT-90,CU0.7DCMEDPT-90,KG,743.655,480.600,357400.593,64779.000,0.000,422179.593,422179.593
L G Electronics India (P) Ltd,SI000555,28-04-2015,DIRECT INVOICE,INR,CU0.55DCMEDPT-90,CU0.55DCMEDPT-90,KG,734.385,482.600,354414.201,64238.000,0.000,418652.201,418652.201
L G Electronics India (P) Ltd,SI000587,29-04-2015,DIRECT INVOICE,INR,CU0.55DCMEDPT-90,CU0.55DCMEDPT-90,KG,1415.475,482.600,683108.235,123814.000,0.000,806922.235,806922.235
LUMINOUS POWER TECHNOLOGIES P LTD. BADDI,SI000148,08-04-2015,DIRECT INVOICE,INR,AL21MPMEDPT-25,AL21MPMEDPT-25,KG,298.270,228.000,68005.560,10031.000,0.000,78036.560,78036.560
LUMINOUS POWER TECHNOLOGIES P LTD. BADDI,SI000251,12-04-2015,DIRECT INVOICE,INR,CU27SSFINEPT-25,CU27SSFINEPT-25,KG,636.840,498.290,317331.004,46806.000,0.000,364137.004,364137.004
LUMINOUS POWER TECHNOLOGIES P LTD. BADDI,SI000252,12-04-2015,DIRECT INVOICE,INR,AL18.5MPMEDPT-25,AL18.5MPMEDPT-25,KG,571.630,226.000,129188.380,19056.000,0.000,148244.380,148244.380
LUMINOUS POWER TECHNOLOGIES P LTD. BADDI,SI000252,12-04-2015,DIRECT INVOICE,INR,AL21MPMEDPT-25,AL21MPMEDPT-25,KG,466.470,228.000,106355.160,15687.000,0.000,122042.160,122042.160
LUMINOUS POWER TECHNOLOGIES P LTD. BADDI,SI000275,13-04-2015,DIRECT INVOICE,INR,AL16.5MPMEDM-266,AL16.5MPMEDM-266,KG,796.415,226.000,179989.790,26549.000,0.000,206538.790,206538.790
LUMINOUS POWER TECHNOLOGIES P LTD. BADDI,SI000275,13-04-2015,DIRECT INVOICE,INR,AL21.5MPMEDPT-25,AL21.5MPMEDPT-25,KG,430.200,229.000,98515.800,14531.000,0.000,113046.800,113046.800
LUMINOUS POWER TECHNOLOGIES P LTD. BADDI,SI000275,13-04-2015,DIRECT INVOICE,INR,AL21MPMEDPT-25,AL21MPMEDPT-25,KG,61.560,228.000,14035.680,2070.000,0.000,16105.680,16105.680
LUMINOUS POWER TECHNOLOGIES P LTD. BADDI,SI000319,15-04-2015,DIRECT INVOICE,INR,AL18.5MPMEDPT-25,AL18.5MPMEDPT-25,KG,802.540,229.500,184182.930,27167.000,0.000,211349.930,211349.930
LUMINOUS POWER TECHNOLOGIES P LTD. BADDI,SI000320,15-04-2015,DIRECT INVOICE,INR,al1.02dcmedpt-25,AL1.02DCMEDPT-25,KG,343.245,226.000,77573.370,11442.000,0.000,89015.370,89015.370
LUMINOUS POWER TECHNOLOGIES P LTD. BADDI,SI000320,15-04-2015,DIRECT INVOICE,INR,AL21.5MPMEDPT-25,AL21.5MPMEDPT-25,KG,338.965,229.000,77622.985,11450.000,0.000,89072.985,89072.985
LUMINOUS POWER TECHNOLOGIES P LTD. BADDI,SI000320,15-04-2015,DIRECT INVOICE,INR,AL21MPMEDPT-25,AL21MPMEDPT-25,KG,881.620,228.000,201009.360,29649.000,0.000,230658.360,230658.360
LUMINOUS POWER TECHNOLOGIES P LTD. BADDI,SI000320,15-04-2015,DIRECT INVOICE,INR,AL23MPMEDPT-25,AL23MPMEDPT-25,KG,109.520,231.000,25299.120,3731.000,0.000,29030.120,29030.120
Majistic Auto Ltd.,SI000167,09-04-2015,DIRECT INVOICE,INR,AL28MPMEDPT-25,AL28MPMEDPT-25,KG,6.640,293.080,1946.051,353.000,0.000,2299.051,2299.051
Majistic Auto Ltd.,SI000167,09-04-2015,DIRECT INVOICE,INR,AL29MPMEDPT-25,AL29MPMEDPT-25,KG,6.980,295.080,2059.658,373.000,0.000,2432.658,2432.658
Majistic Auto Ltd.,SI000167,09-04-2015,DIRECT INVOICE,INR,AL30MPMEDPT-25,AL30MPMEDPT-25,KG,6.930,297.080,2058.764,373.000,0.000,2431.764,2431.764
Mandeep Cables P Ltd,SI000019,02-04-2015,DIRECT INVOICE,INR,CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,2961.000,8.500,25168.500,0.000,0.000,25168.500,25168.500
Mandeep Cables P Ltd,SI000067,04-04-2015,DIRECT INVOICE,INR,CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,2962.000,8.500,25177.000,0.000,0.000,25177.000,25177.000
Mandeep Cables P Ltd,SI000201,10-04-2015,DIRECT INVOICE,INR,CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,2972.000,8.500,25262.000,0.000,0.000,25262.000,25262.000
Mandeep Cables P Ltd,SI000245,11-04-2015,DIRECT INVOICE,INR,CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,3000.000,8.500,25500.000,0.000,0.000,25500.000,25500.000
Mandeep Cables P Ltd,SI000357,17-04-2015,DIRECT INVOICE,INR,CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,2998.000,8.500,25483.000,0.000,0.000,25483.000,25483.000
Mandeep Cables P Ltd,SI000398,20-04-2015,DIRECT INVOICE,INR,CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,2985.000,8.500,25372.500,0.000,0.000,25372.500,25372.500
Mandeep Cables P Ltd,SI000441,22-04-2015,DIRECT INVOICE,INR,CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,3055.000,8.500,25967.500,0.000,0.000,25967.500,25967.500
Mandeep Cables P Ltd,SI000488,24-04-2015,DIRECT INVOICE,INR,CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,2989.000,8.500,25406.500,0.000,0.000,25406.500,25406.500
Mandeep Cables P Ltd,SI000511,25-04-2015,DIRECT INVOICE,INR,CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,2983.000,8.500,25355.500,0.000,0.000,25355.500,25355.500
Mandeep Cables P Ltd,SI000533,27-04-2015,DIRECT INVOICE,INR,CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,3007.000,8.500,25559.500,0.000,0.000,25559.500,25559.500
Mandeep Cables P Ltd,SI000605,30-04-2015,DIRECT INVOICE,INR,CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,2981.000,8.500,25338.500,0.000,0.000,25338.500,25338.500
Mansfield Cable Co.,SI000534,27-04-2015,DIRECT INVOICE,INR,CU0.3MPMEDPT-25,CU0.3MPMEDPT-25,KG,634.815,488.140,309878.594,56166.000,0.000,366044.594,366044.594
N.J.ELECTRONICS,SI000045,03-04-2015,DIRECT INVOICE,INR,CU35SSMEDPT-10,CU35SSMEDPT-10,KG,305.595,524.230,160202.067,29036.000,0.000,189238.067,189238.067
N.J.ELECTRONICS,SI000046,03-04-2015,DIRECT INVOICE,INR,CU0.1SSFINEPT-4,CU0.1SSFINEPT-4,KG,99.430,567.230,56399.679,10222.000,0.000,66621.679,66621.679
N.J.ELECTRONICS,SI000071,04-04-2015,DIRECT INVOICE,INR,CU0.18SSMEDPT-10,CU0.18SSMEDPT-10,KG,118.030,532.230,62819.107,11386.000,0.000,74205.107,74205.107
N.J.ELECTRONICS,SI000094,06-04-2015,DIRECT INVOICE,INR,CU32SSMEDPT-10,CU32SSMEDPT-10,KG,296.905,513.290,152398.368,27622.000,0.000,180020.368,180020.368
N.J.ELECTRONICS,SI000242,11-04-2015,DIRECT INVOICE,INR,CU30SSMEDPT-10,CU30SSMEDPT-10,KG,195.540,511.290,99977.650,18121.000,0.000,118098.650,118098.650
N.J.ELECTRONICS,SI000242,11-04-2015,DIRECT INVOICE,INR,CU32SSMEDPT-10,CU32SSMEDPT-10,KG,293.515,513.290,150658.310,27307.000,0.000,177965.310,177965.310
N.J.ELECTRONICS,SI000263,13-04-2015,DIRECT INVOICE,INR,CU34SSMEDPT-10,CU34SSMEDPT-10,KG,150.400,514.260,77344.704,14019.000,0.000,91363.704,91363.704
N.J.ELECTRONICS,SI000289,14-04-2015,DIRECT INVOICE,INR,CU0.11SSFINEPT-4,CU0.11SSFINEPT-4,KG,10.495,551.260,5785.474,1048.000,0.000,6833.474,6833.474
N.J.ELECTRONICS,SI000402,20-04-2015,DIRECT INVOICE,INR,CU0.18SSMEDPT-10,CU0.18SSMEDPT-10,KG,195.925,521.150,102106.314,18507.000,0.000,120613.314,120613.314
N.J.ELECTRONICS,SI000469,23-04-2015,DIRECT INVOICE,INR,CU0.17SSMEDPT-10,CU0.17SSMEDPT-10,KG,197.475,521.150,102914.096,18653.000,0.000,121567.096,121567.096
N.J.ELECTRONICS,SI000469,23-04-2015,DIRECT INVOICE,INR,CU34SSMEDPT-10,CU34SSMEDPT-10,KG,109.135,511.150,55784.355,10111.000,0.000,65895.355,65895.355
N.J.ELECTRONICS,SI000469,23-04-2015,DIRECT INVOICE,INR,CU35SSMEDPT-10,CU35SSMEDPT-10,KG,184.305,513.150,94576.111,17142.000,0.000,111718.111,111718.111
N.J.ELECTRONICS,SI000527,27-04-2015,DIRECT INVOICE,INR,CU35SSMEDPT-10,CU35SSMEDPT-10,KG,131.270,515.140,67622.428,12257.000,0.000,79879.428,79879.428
N.J.ELECTRONICS,SI000608,30-04-2015,DIRECT INVOICE,INR,CU35SSMEDPT-10,CU35SSMEDPT-10,KG,212.065,515.140,109243.164,19800.000,0.000,129043.164,129043.164
NOIDA ELECTRONICS,SI000274,13-04-2015,DIRECT INVOICE,INR,CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,2969.000,8.700,25830.300,0.000,0.000,25830.300,25830.300
NOIDA ELECTRONICS (U-II),SI000464,23-04-2015,DIRECT INVOICE,INR,CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,2940.000,8.700,25578.000,0.000,0.000,25578.000,25578.000
Nortex Marketing,SI000215,10-04-2015,DIRECT INVOICE,INR,CU38FCMEDPT-10,CU38FCMEDPT-10,KG,47.705,536.250,25581.806,4637.000,0.000,30218.806,30218.806
Nrjee System U-II,SI000017,02-04-2015,DIRECT INVOICE,INR,CU31SSMEDPT-10,CU31SSMEDPT-10,KG,9.345,523.260,4889.865,886.000,0.000,5775.865,5775.865
Nrjee System U-II,SI000017,02-04-2015,DIRECT INVOICE,INR,CU35SSMEDPT-10,CU35SSMEDPT-10,KG,412.480,529.260,218309.165,39569.000,0.000,257878.165,257878.165
Nrjee System U-II,SI000017,02-04-2015,DIRECT INVOICE,INR,CU37*3SSMEDPT-10,CU37*3SSMEDPT-10,KG,15.310,607.260,9297.151,1685.000,0.000,10982.151,10982.151
Nrjee System U-II,SI000095,06-04-2015,DIRECT INVOICE,INR,CU27SSFINEPT-10,CU27SSFINEPT-10,KG,9.825,513.250,5042.681,914.000,0.000,5956.681,5956.681
Nrjee System U-II,SI000095,06-04-2015,DIRECT INVOICE,INR,CU35SSMEDPT-10,CU35SSMEDPT-10,KG,398.815,523.250,208679.949,37824.000,0.000,246503.949,246503.949
Nrjee System U-II,SI000208,10-04-2015,DIRECT INVOICE,INR,CU35SSMEDPT-10,CU35SSMEDPT-10,KG,286.225,523.250,149767.231,27146.000,0.000,176913.231,176913.231
Nrjee System U-II,SI000243,11-04-2015,DIRECT INVOICE,INR,CU30SSMEDPT-10,CU30SSMEDPT-10,KG,38.965,516.250,20115.681,3645.000,0.000,23760.681,23760.681
Nrjee System U-II,SI000243,11-04-2015,DIRECT INVOICE,INR,CU37SSMEDPT-10,CU37SSMEDPT-10,KG,299.675,531.250,159202.344,28855.000,0.000,188057.344,188057.344
Nrjee System U-II,SI000403,20-04-2015,DIRECT INVOICE,INR,CU0.15SSFINEPT-10,CU0.15SSFINEPT-10,KG,31.115,529.060,16461.702,2984.000,0.000,19445.702,19445.702
Nrjee System U-II,SI000403,20-04-2015,DIRECT INVOICE,INR,CU26SSMEDPT-10,CU26SSMEDPT-10,KG,11.690,507.060,5927.531,1075.000,0.000,7002.531,7002.531
Nrjee System U-II,SI000403,20-04-2015,DIRECT INVOICE,INR,CU34SSMEDPT-10,CU34SSMEDPT-10,KG,299.140,516.060,154374.188,27981.000,0.000,182355.188,182355.188
Nrjee System U-II,SI000403,20-04-2015,DIRECT INVOICE,INR,CU35SSMEDPT-10,CU35SSMEDPT-10,KG,293.190,518.060,151890.011,27530.000,0.000,179420.011,179420.011
Nrjee System U-II,SI000508,25-04-2015,DIRECT INVOICE,INR,CU0.17SSMEDPT-10,CU0.17SSMEDPT-10,KG,404.210,526.050,212634.670,38540.000,0.000,251174.670,251174.670
Nrjee System U-II,SI000609,30-04-2015,DIRECT INVOICE,INR,CU34SSMEDPT-10,CU34SSMEDPT-10,KG,206.915,518.070,107196.454,19430.000,0.000,126626.454,126626.454
Nrjee System U-II,SI000609,30-04-2015,DIRECT INVOICE,INR,CU35SSMEDPT-10,CU35SSMEDPT-10,KG,308.115,520.070,160241.368,29044.000,0.000,189285.368,189285.368
NTL ElECTRONICS INDIA LTD.,SI000486,24-04-2015,DIRECT INVOICE,INR,CU30SSMEDPT-10,CU30SSMEDPT-10,KG,39.435,488.400,19260.054,3492.000,0.000,22752.054,22752.054
NTL ElECTRONICS INDIA LTD.,SI000486,24-04-2015,DIRECT INVOICE,INR,CU35SSMEDPT-10,CU35SSMEDPT-10,KG,471.820,493.400,232795.988,42194.000,0.000,274989.988,274989.988
NTL ElECTRONICS INDIA LTD.,SI000486,24-04-2015,DIRECT INVOICE,INR,CU37SSMEDPT-10,CU37SSMEDPT-10,KG,227.845,499.400,113785.793,20623.000,0.000,134408.793,134408.793
NTL ELECTRONICS INDIA LTD. (C-45),SI000262,13-04-2015,DIRECT INVOICE,INR,CU33SSMEDPT-10,CU33SSMEDPT-10,KG,847.595,492.900,417779.576,75722.000,0.000,493501.576,493501.576
ONKAR ENGINE & GEN (P) LTD,SI000042,03-04-2015,DIRECT INVOICE,INR,CU25MPFINEPT-25,CU25MPFINEPT-25,KG,365.155,467.710,170786.645,30954.000,0.000,201740.645,201740.645
ONKAR ENGINE & GEN (P) LTD,SI000042,03-04-2015,DIRECT INVOICE,INR,CU26MPFINEPT-25,CU26MPFINEPT-25,KG,554.290,467.710,259246.976,46989.000,0.000,306235.976,306235.976
ONKAR ENGINE & GEN (P) LTD,SI000042,03-04-2015,DIRECT INVOICE,INR,CU28MPFINEPT-25,CU28MPFINEPT-25,KG,210.665,468.710,98740.792,17897.000,0.000,116637.792,116637.792
ONKAR ENGINE & GEN (P) LTD,SI000082,06-04-2015,DIRECT INVOICE,INR,CU28MPFINEPT-25,CU28MPFINEPT-25,KG,451.985,463.040,209287.134,37933.000,0.000,247220.134,247220.134
ONKAR ENGINE & GEN (P) LTD,SI000082,06-04-2015,DIRECT INVOICE,INR,CU29MPFINEPT25,CU29MPFINEPT25,KG,506.900,464.040,235221.876,42634.000,0.000,277855.876,277855.876
ONKAR ENGINE & GEN (P) LTD,SI000082,06-04-2015,DIRECT INVOICE,INR,CU32MPFINEPT-10,CU32MPFINEPT-10,KG,476.550,465.040,221614.812,40168.000,0.000,261782.812,261782.812
ONKAR ENGINE & GEN (P) LTD,SI000082,06-04-2015,DIRECT INVOICE,INR,CU34MPFINEPT-10,CU34MPFINEPT-10,KG,273.440,466.040,127433.978,23098.000,0.000,150531.978,150531.978
ONKAR ENGINE & GEN (P) LTD,SI000142,08-04-2015,DIRECT INVOICE,INR,CU29MPFINEPT25,CU29MPFINEPT25,KG,660.145,464.040,306333.686,55523.000,0.000,361856.686,361856.686
ONKAR ENGINE & GEN (P) LTD,SI000207,10-04-2015,DIRECT INVOICE,INR,CU25MPFINEPT-25,CU25MPFINEPT-25,KG,43.730,462.040,20205.009,3662.000,0.000,23867.009,23867.009
ONKAR ENGINE & GEN (P) LTD,SI000207,10-04-2015,DIRECT INVOICE,INR,CU28MPFINEPT-25,CU28MPFINEPT-25,KG,27.310,463.040,12645.622,2292.000,0.000,14937.622,14937.622
ONKAR ENGINE & GEN (P) LTD,SI000317,15-04-2015,DIRECT INVOICE,INR,cu23mpfinept-25,CU23MPFINEPT-25,KG,472.880,459.610,217340.377,39393.000,0.000,256733.377,256733.377
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000143,08-04-2015,DIRECT INVOICE,INR,CU0.71SSMEDPT-25,CU0.71SSMEDPT-25,KG,17.785,471.290,8381.893,1237.000,0.000,9618.893,9618.893
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000169,09-04-2015,DIRECT INVOICE,INR,CU35.5MPMEDPT-10,CU35.5MPMEDPT-10,KG,2044.035,31.500,64387.102,0.000,0.000,64387.102,64387.102
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000169,09-04-2015,DIRECT INVOICE,INR,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,1075.975,31.500,33893.212,0.000,0.000,33893.212,33893.212
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000202,10-04-2015,DIRECT INVOICE,INR,CU35.5MPMEDPT-10,CU35.5MPMEDPT-10,KG,912.355,31.500,28739.182,0.000,0.000,28739.182,28739.182
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000202,10-04-2015,DIRECT INVOICE,INR,CU35MPMEDPT-10,CU35MPMEDPT-10,KG,956.745,31.500,30137.468,0.000,0.000,30137.468,30137.468
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000202,10-04-2015,DIRECT INVOICE,INR,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,993.890,31.500,31307.535,0.000,0.000,31307.535,31307.535
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000203,10-04-2015,DIRECT INVOICE,INR,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,612.800,31.500,19303.200,0.000,0.000,19303.200,19303.200
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000204,10-04-2015,DIRECT INVOICE,INR,COPPER SCRAP,COPPER SCRAP,KG,209.000,1.000,209.000,0.000,209.000,0.000,0.000
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000239,11-04-2015,DIRECT INVOICE,INR,CU35.5MPMEDPT-10,CU35.5MPMEDPT-10,KG,861.835,31.500,27147.800,0.000,0.000,27147.800,27147.800
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000239,11-04-2015,DIRECT INVOICE,INR,CU35MPMEDPT-10,CU35MPMEDPT-10,KG,658.770,31.500,20751.260,0.000,0.000,20751.260,20751.260
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000239,11-04-2015,DIRECT INVOICE,INR,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,824.595,31.500,25974.740,0.000,0.000,25974.740,25974.740
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000240,11-04-2015,DIRECT INVOICE,INR,COPPER SCRAP,COPPER SCRAP,KG,104.000,1.000,104.000,0.000,104.000,0.000,0.000
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000277,14-04-2015,DIRECT INVOICE,INR,CU35.5MPMEDPT-10,CU35.5MPMEDPT-10,KG,1072.535,31.500,33784.852,0.000,0.000,33784.852,33784.852
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000277,14-04-2015,DIRECT INVOICE,INR,CU35MPMEDPT-10,CU35MPMEDPT-10,KG,540.570,31.500,17027.955,0.000,0.000,17027.955,17027.955
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000277,14-04-2015,DIRECT INVOICE,INR,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,1433.895,31.500,45167.692,0.000,0.000,45167.692,45167.692
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000278,14-04-2015,DIRECT INVOICE,INR,COPPER SCRAP,COPPER SCRAP,KG,107.000,1.000,107.000,0.000,107.000,0.000,0.000
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000307,15-04-2015,DIRECT INVOICE,INR,CU35.5MPMEDPT-10,CU35.5MPMEDPT-10,KG,925.780,31.500,29162.070,0.000,0.000,29162.070,29162.070
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000307,15-04-2015,DIRECT INVOICE,INR,CU35MPMEDPT-10,CU35MPMEDPT-10,KG,1065.825,31.500,33573.488,0.000,0.000,33573.488,33573.488
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000307,15-04-2015,DIRECT INVOICE,INR,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,1004.395,31.500,31638.442,0.000,0.000,31638.442,31638.442
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000308,15-04-2015,DIRECT INVOICE,INR,COPPER SCRAP,COPPER SCRAP,KG,105.000,1.000,105.000,0.000,105.000,0.000,0.000
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000333,16-04-2015,DIRECT INVOICE,INR,CU35.5MPMEDPT-10,CU35.5MPMEDPT-10,KG,1027.035,31.500,32351.602,0.000,0.000,32351.602,32351.602
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000333,16-04-2015,DIRECT INVOICE,INR,CU35MPMEDPT-10,CU35MPMEDPT-10,KG,885.760,31.500,27901.440,0.000,0.000,27901.440,27901.440
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000333,16-04-2015,DIRECT INVOICE,INR,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,1556.440,31.500,49027.860,0.000,0.000,49027.860,49027.860
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000355,17-04-2015,DIRECT INVOICE,INR,CU35.5MPMEDPT-10,CU35.5MPMEDPT-10,KG,521.040,31.500,16412.760,0.000,0.000,16412.760,16412.760
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000355,17-04-2015,DIRECT INVOICE,INR,CU35MPMEDPT-10,CU35MPMEDPT-10,KG,995.020,31.500,31343.130,0.000,0.000,31343.130,31343.130
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000355,17-04-2015,DIRECT INVOICE,INR,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,1013.705,31.500,31931.708,0.000,0.000,31931.708,31931.708
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000356,17-04-2015,DIRECT INVOICE,INR,COPPER SCRAP,COPPER SCRAP,KG,210.000,1.000,210.000,0.000,210.000,0.000,0.000
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000378,18-04-2015,DIRECT INVOICE,INR,CU35MPMEDPT-10,CU35MPMEDPT-10,KG,1074.895,31.500,33859.192,0.000,0.000,33859.192,33859.192
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000378,18-04-2015,DIRECT INVOICE,INR,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,1900.105,31.500,59853.308,0.000,0.000,59853.308,59853.308
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000379,18-04-2015,DIRECT INVOICE,INR,COPPER SCRAP,COPPER SCRAP,KG,104.000,1.000,104.000,0.000,104.000,0.000,0.000
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000399,20-04-2015,DIRECT INVOICE,INR,CU35.5MPMEDPT-10,CU35.5MPMEDPT-10,KG,694.590,31.500,21879.585,0.000,0.000,21879.585,21879.585
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000399,20-04-2015,DIRECT INVOICE,INR,CU35MPMEDPT-10,CU35MPMEDPT-10,KG,1023.630,31.500,32244.345,0.000,0.000,32244.345,32244.345
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000399,20-04-2015,DIRECT INVOICE,INR,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,1582.100,31.500,49836.150,0.000,0.000,49836.150,49836.150
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000419,21-04-2015,DIRECT INVOICE,INR,CU35.5MPMEDPT-10,CU35.5MPMEDPT-10,KG,826.795,31.500,26044.042,0.000,0.000,26044.042,26044.042
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000419,21-04-2015,DIRECT INVOICE,INR,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,1864.885,31.500,58743.878,0.000,0.000,58743.878,58743.878
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000420,21-04-2015,DIRECT INVOICE,INR,CU35MPMEDPT-10,CU35MPMEDPT-10,KG,511.540,31.500,16113.510,0.000,0.000,16113.510,16113.510
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000420,21-04-2015,DIRECT INVOICE,INR,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,313.200,31.500,9865.800,0.000,0.000,9865.800,9865.800
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000437,22-04-2015,DIRECT INVOICE,INR,CU35.5MPMEDPT-10,CU35.5MPMEDPT-10,KG,941.760,31.500,29665.440,0.000,0.000,29665.440,29665.440
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000437,22-04-2015,DIRECT INVOICE,INR,CU35MPMEDPT-10,CU35MPMEDPT-10,KG,129.400,31.500,4076.100,0.000,0.000,4076.100,4076.100
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000437,22-04-2015,DIRECT INVOICE,INR,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,1105.100,31.500,34810.650,0.000,0.000,34810.650,34810.650
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000438,22-04-2015,DIRECT INVOICE,INR,COPPER SCRAP,COPPER SCRAP,KG,105.000,1.000,105.000,0.000,105.000,0.000,0.000
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000439,22-04-2015,DIRECT INVOICE,INR,COPPER SCRAP,COPPER SCRAP,KG,210.000,1.000,210.000,0.000,210.000,0.000,0.000
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000465,23-04-2015,DIRECT INVOICE,INR,CU35.5MPMEDPT-10,CU35.5MPMEDPT-10,KG,1332.790,31.500,41982.885,0.000,0.000,41982.885,41982.885
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000465,23-04-2015,DIRECT INVOICE,INR,CU35MPMEDPT-10,CU35MPMEDPT-10,KG,244.085,31.500,7688.678,0.000,0.000,7688.678,7688.678
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000465,23-04-2015,DIRECT INVOICE,INR,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,1431.465,31.500,45091.148,0.000,0.000,45091.148,45091.148
