Customer Name,Invoice No.,Invoice Date,Invoice Type,Currency,Item No.,Item Name,Unit,Qty,Price,Gross Amount(Specific),"Tax
(Specific)",Discount,Net Amount(Specific),Net Amount(Base)
AMELCO KABLE PVT. LTD.,SI000312,15-04-2015,DIRECT INVOICE,INR,CU13BARE WIRE,CU13BARE WIRE,KG,2952.000,7.000,20664.000,0.000,0.000,20664.000,20664.000
AMELCO KABLE PVT. LTD.,SI000337,16-04-2015,DIRECT INVOICE,INR,CU13BARE WIRE,CU13BARE WIRE,KG,2970.000,7.000,20790.000,0.000,0.000,20790.000,20790.000
AMELCO KABLE PVT. LTD.,SI000354,17-04-2015,DIRECT INVOICE,INR,CU13BARE WIRE,CU13BARE WIRE,KG,2978.000,7.000,20846.000,0.000,0.000,20846.000,20846.000
AMELCO KABLE PVT. LTD.,SI000361,17-04-2015,DIRECT INVOICE,INR,CU13BARE WIRE,CU13BARE WIRE,KG,2957.000,7.000,20699.000,0.000,0.000,20699.000,20699.000
Anil Dieseal Pvt Ltd.,SI000535,27-04-2015,DIRECT INVOICE,INR,CU16MPMEDM-266,CU16MPMEDM-266,KG,51.055,479.140,24462.493,4434.000,0.000,28896.493,28896.493
Anil Dieseal Pvt Ltd.,SI000535,27-04-2015,DIRECT INVOICE,INR,CU17.5MPMEDM-266,CU17.5MPMEDM-266,KG,44.765,479.140,21448.702,3887.000,0.000,25335.702,25335.702
Anil Dieseal Pvt Ltd.,SI000535,27-04-2015,DIRECT INVOICE,INR,CU17MPMEDM-266,CU17MPMEDM-266,KG,66.725,479.140,31970.616,5795.000,0.000,37765.616,37765.616
Anil Dieseal Pvt Ltd.,SI000535,27-04-2015,DIRECT INVOICE,INR,CU18MPMEDM-266,CU18MPMEDM-266,KG,38.640,479.140,18513.970,3355.000,0.000,21868.970,21868.970
Anil Dieseal Pvt Ltd.,SI000535,27-04-2015,DIRECT INVOICE,INR,CU19.5FCMEDM-266,CU19.5FCMEDM-266,KG,118.605,479.140,56828.400,10300.000,0.000,67128.400,67128.400
Anil Dieseal Pvt Ltd.,SI000535,27-04-2015,DIRECT INVOICE,INR,CU19MPMEDM-266,CU19MPMEDM-266,KG,115.270,479.140,55230.468,10010.000,0.000,65240.468,65240.468
Anil Dieseal Pvt Ltd.,SI000536,27-04-2015,DIRECT INVOICE,INR,CU23MPMEDPT-25,CU23MPMEDPT-25,KG,41.365,483.140,19985.086,3622.000,0.000,23607.086,23607.086
Anil Dieseal Pvt Ltd.,SI000537,27-04-2015,DIRECT INVOICE,INR,AL22HCMEDPT-25,AL22HCMEDPT-25,KG,334.025,275.450,92007.186,16676.000,0.000,108683.186,108683.186
ANU INDUSTRIES LTD (HARIDWAR),SI000043,03-04-2015,DIRECT INVOICE,INR,CU0.11SSFINEPT-4,CU0.11SSFINEPT-4,KG,504.480,560.260,282639.965,41689.000,0.000,324328.965,324328.965
ANU INDUSTRIES LTD (HARIDWAR),SI000443,22-04-2015,DIRECT INVOICE,INR,CU0.11SSFINEPT-4,CU0.11SSFINEPT-4,KG,223.410,549.060,122665.495,18093.000,0.000,140758.495,140758.495
ANU INDUSTRIES LTD (UDYOG VIHAR),SI000290,14-04-2015,DIRECT INVOICE,INR,CU0.29MCFINEPT-25,CU0.29MCFINEPT-25,KG,175.590,534.200,93800.178,13836.000,0.000,107636.178,107636.178
APEX ELECTRONICS (UNIT -2),SI000249,12-04-2015,DIRECT INVOICE,INR,CU0.23SSMEDPT-10,CU0.23SSMEDPT-10,KG,19.070,514.200,9805.794,1447.000,0.000,11252.794,11252.794
APEX ELECTRONICS (UNIT -2),SI000249,12-04-2015,DIRECT INVOICE,INR,CU36SSMEDPT-10,CU36SSMEDPT-10,KG,19.555,519.200,10152.956,1497.000,0.000,11649.956,11649.956
Avisor India Pvt. Ltd,SI000268,13-04-2015,DIRECT INVOICE,INR,CU0.132SSHFINEPT-4,CU0.132SSHFINEPT-4,KG,6.800,535.260,3639.768,0.000,0.000,3639.768,3639.768
Avisor India Pvt. Ltd,SI000268,13-04-2015,DIRECT INVOICE,INR,CU0.152SSHFINEPT-10,CU0.152SSHFINEPT-10,KG,100.650,529.260,53270.019,0.000,0.000,53270.019,53270.019
Brite Industries,SI000539,27-04-2015,DIRECT INVOICE,INR,CU30SSMEDPT-10,CU30SSMEDPT-10,KG,109.145,504.140,55024.360,8116.000,0.000,63140.360,63140.360
Brite Industries,SI000539,27-04-2015,DIRECT INVOICE,INR,CU39SSMEDPT-10,CU39SSMEDPT-10,KG,305.275,529.140,161533.214,23827.000,0.000,185360.214,185360.214
C&S Electricals Ltd.(LVCom.Div),SI000065,04-04-2015,DIRECT INVOICE,INR,CU0.102SSHFINEPT-4,CU0.102SSHFINEPT-4,KG,283.090,564.230,159727.871,28951.000,0.000,188678.871,188678.871
C&S Electricals Ltd.(LVCom.Div),SI000065,04-04-2015,DIRECT INVOICE,INR,CU0.125SSHFINEPT-4,CU0.125SSHFINEPT-4,KG,283.715,544.230,154406.214,27986.000,0.000,182392.214,182392.214
C&S Electricals Ltd.(LVCom.Div),SI000065,04-04-2015,DIRECT INVOICE,INR,CU0.132SSHFINEPT-4,CU0.132SSHFINEPT-4,KG,342.850,542.230,185903.556,33695.000,0.000,219598.556,219598.556
C&S Electricals Ltd.(LVCom.Div),SI000065,04-04-2015,DIRECT INVOICE,INR,CU0.14SSHFINEPT-10,CU0.14SSHFINEPT-10,KG,197.825,538.230,106475.350,19298.000,0.000,125773.350,125773.350
C&S Electricals Ltd.(LVCom.Div),SI000065,04-04-2015,DIRECT INVOICE,INR,CU0.152SSHFINEPT-10,CU0.152SSHFINEPT-10,KG,298.055,535.230,159527.978,28915.000,0.000,188442.978,188442.978
C&S Electricals Ltd.(LVCom.Div),SI000065,04-04-2015,DIRECT INVOICE,INR,CU0.16SSHFINEPT-10,CU0.16SSHFINEPT-10,KG,100.975,535.230,54044.849,9796.000,0.000,63840.849,63840.849
C&S Electricals Ltd.(LVCom.Div),SI000065,04-04-2015,DIRECT INVOICE,INR,CU0.16SSHFINEPT-10,CU0.16SSHFINEPT-10,KG,500.000,535.230,267615.000,48506.000,0.000,316121.000,316121.000
C&S Electricals Ltd.(LVCom.Div),SI000066,04-04-2015,DIRECT INVOICE,INR,CU0.173SSHFINEPT-10,CU0.173SSHFINEPT-10,KG,327.245,533.230,174496.851,31627.000,0.000,206123.851,206123.851
C&S Electricals Ltd.(LVCom.Div),SI000066,04-04-2015,DIRECT INVOICE,INR,CU0.193SSHFINEPT-10,CU0.193SSHFINEPT-10,KG,392.165,530.230,207937.648,37688.000,0.000,245625.648,245625.648
C&S Electricals Ltd.(LVCom.Div),SI000066,04-04-2015,DIRECT INVOICE,INR,CU0.224SSHFINEPT-10,CU0.224SSHFINEPT-10,KG,301.535,527.230,158978.298,28815.000,0.000,187793.298,187793.298
C&S Electricals Ltd.(LVCom.Div),SI000066,04-04-2015,DIRECT INVOICE,INR,CU0.234SSHFINEPT-10,CU0.234SSHFINEPT-10,KG,423.750,526.230,222989.962,40418.000,0.000,263407.962,263407.962
C&S Electricals Ltd.(LVCom.Div),SI000066,04-04-2015,DIRECT INVOICE,INR,CU0.254SSHFINEPT-10,CU0.254SSHFINEPT-10,KG,515.485,525.230,270748.187,49074.000,0.000,319822.187,319822.187
C&S Electricals Ltd.(LVCom.Div),SI000093,06-04-2015,DIRECT INVOICE,INR,CU0.125SSHFINEPT-4,CU0.125SSHFINEPT-4,KG,167.770,538.290,90308.913,16369.000,0.000,106677.913,106677.913
C&S Electricals Ltd.(LVCom.Div),SI000093,06-04-2015,DIRECT INVOICE,INR,CU0.14SSHFINEPT-10,CU0.14SSHFINEPT-10,KG,401.875,532.290,213914.044,38772.000,0.000,252686.044,252686.044
C&S Electricals Ltd.(LVCom.Div),SI000093,06-04-2015,DIRECT INVOICE,INR,CU0.152SSHFINEPT-10,CU0.152SSHFINEPT-10,KG,100.570,529.290,53230.695,9648.000,0.000,62878.695,62878.695
C&S Electricals Ltd.(LVCom.Div),SI000093,06-04-2015,DIRECT INVOICE,INR,CU0.295SSHFINEPT-10,CU0.295SSHFINEPT-10,KG,299.980,519.290,155776.614,28234.000,0.000,184010.614,184010.614
C&S Electricals Ltd.(LVCom.Div),SI000138,08-04-2015,DIRECT INVOICE,INR,CU0.125SSHFINEPT-4,CU0.125SSHFINEPT-4,KG,48.175,538.290,25932.121,4701.000,0.000,30633.121,30633.121
C&S Electricals Ltd.(LVCom.Div),SI000138,08-04-2015,DIRECT INVOICE,INR,CU0.213SSHFINEPT-10,CU0.213SSHFINEPT-10,KG,231.900,521.790,121003.101,21931.000,0.000,142934.101,142934.101
C&S Electricals Ltd.(LVCom.Div),SI000139,08-04-2015,DIRECT INVOICE,INR,CU0.125SSHFINEPT-4,CU0.125SSHFINEPT-4,KG,103.875,538.290,55914.874,10134.000,0.000,66048.874,66048.874
C&S Electricals Ltd.(LVCom.Div),SI000285,14-04-2015,DIRECT INVOICE,INR,CU0.125SSHFINEPT-4,CU0.125SSHFINEPT-4,KG,289.205,536.260,155089.073,28110.000,0.000,183199.073,183199.073
C&S Electricals Ltd.(LVCom.Div),SI000285,14-04-2015,DIRECT INVOICE,INR,CU0.173SSHFINEPT-10,CU0.173SSHFINEPT-10,KG,299.995,525.260,157575.374,28561.000,0.000,186136.374,186136.374
C&S Electricals Ltd.(LVCom.Div),SI000286,14-04-2015,DIRECT INVOICE,INR,CU0.125SSHFINEPT-4,CU0.125SSHFINEPT-4,KG,138.015,536.260,74011.924,13415.000,0.000,87426.924,87426.924
C&S Electricals Ltd.(LVCom.Div),SI000286,14-04-2015,DIRECT INVOICE,INR,CU0.14SSHFINEPT-10,CU0.14SSHFINEPT-10,KG,271.670,530.260,144055.734,26111.000,0.000,170166.734,170166.734
C&S Electricals Ltd.(LVCom.Div),SI000286,14-04-2015,DIRECT INVOICE,INR,CU0.213SSHFINEPT-10,CU0.213SSHFINEPT-10,KG,183.575,519.760,95414.942,17294.000,0.000,112708.942,112708.942
C&S Electricals Ltd.(LVCom.Div),SI000401,20-04-2015,DIRECT INVOICE,INR,CU0.112SSHFINEPT-4,CU0.112SSHFINEPT-4,KG,107.315,541.150,58073.512,10525.000,0.000,68598.512,68598.512
C&S Electricals Ltd.(LVCom.Div),SI000401,20-04-2015,DIRECT INVOICE,INR,CU0.125SSHFINEPT-4,CU0.125SSHFINEPT-4,KG,362.390,533.150,193208.228,35019.000,0.000,228227.228,228227.228
C&S Electricals Ltd.(LVCom.Div),SI000401,20-04-2015,DIRECT INVOICE,INR,CU0.14SSHFINEPT-10,CU0.14SSHFINEPT-10,KG,127.050,527.150,66974.408,12139.000,0.000,79113.408,79113.408
C&S Electricals Ltd.(LVCom.Div),SI000401,20-04-2015,DIRECT INVOICE,INR,CU0.213SSHFINEPT-10,CU0.213SSHFINEPT-10,KG,109.965,516.650,56813.417,10298.000,0.000,67111.417,67111.417
C&S Electricals Ltd.(LVCom.Div),SI000507,25-04-2015,DIRECT INVOICE,INR,CU0.112SSHFINEPT-4,CU0.112SSHFINEPT-4,KG,174.590,541.150,94479.378,17125.000,0.000,111604.378,111604.378
C & S Electric Ltd.(NSEZ),SI000068,04-04-2015,DIRECT INVOICE,INR,CU0.125SSHFINEPT-4,CU0.125SSHFINEPT-4,KG,199.205,544.230,108413.337,0.000,0.000,108413.337,108413.337
C & S Electric Ltd.(NSEZ),SI000068,04-04-2015,DIRECT INVOICE,INR,CU0.132SSHFINEPT-4,CU0.132SSHFINEPT-4,KG,282.095,542.230,152960.372,0.000,0.000,152960.372,152960.372
C & S Electric Ltd.(NSEZ),SI000068,04-04-2015,DIRECT INVOICE,INR,CU0.152SSHFINEPT-10,CU0.152SSHFINEPT-10,KG,304.805,535.230,163140.780,0.000,0.000,163140.780,163140.780
Chandra Electrical Industries,SI000335,16-04-2015,DIRECT INVOICE,INR,copper wire,COPPER WIRE,KG,1443.400,428.100,617919.540,111998.000,0.000,729917.540,729917.540
Denso India Ltd.,SI000005,02-04-2015,DIRECT INVOICE,INR,CU0.6MPFINEPT-90,CU0.6MPFINEPT-90,KG,301.985,453.920,137077.031,24845.000,0.000,161922.031,161922.031
Denso India Ltd.,SI000006,02-04-2015,DIRECT INVOICE,INR,CU0.7MPMEDPT-90,CU0.7MPMEDPT-90,KG,385.270,453.920,174881.758,31697.000,0.000,206578.758,206578.758
Denso India Ltd.,SI000007,02-04-2015,DIRECT INVOICE,INR,CU0.7DCFINEPT-90,CU0.7DCFINEPT-90,KG,146.620,464.920,68166.570,12356.000,0.000,80522.570,80522.570
Denso India Ltd.,SI000008,02-04-2015,DIRECT INVOICE,INR,CU0.9MPFINEPT-90,CU0.9MPFINEPT-90,KG,311.645,453.920,141461.898,25640.000,0.000,167101.898,167101.898
Denso India Ltd.,SI000009,02-04-2015,DIRECT INVOICE,INR,CU0.9DCMEDPT-90,CU0.9DCMEDPT-90,KG,334.200,463.920,155042.064,28101.000,0.000,183143.064,183143.064
Denso India Ltd.,SI000010,02-04-2015,DIRECT INVOICE,INR,CU1DCMEDPT-90,CU1DCMEDPT-90,KG,498.865,463.920,231433.451,41947.000,0.000,273380.451,273380.451
Denso India Ltd.,SI000011,02-04-2015,DIRECT INVOICE,INR,CU1.05DCMEDPT-90,CU1.05DCMEDPT-90,KG,849.130,463.920,393928.390,71400.000,0.000,465328.390,465328.390
Denso India Ltd.,SI000012,02-04-2015,DIRECT INVOICE,INR,CU1.15DCFINEPT-180,CU1.15DCFINEPT-180,KG,351.960,463.920,163281.283,29595.000,0.000,192876.283,192876.283
Denso India Ltd.,SI000013,02-04-2015,DIRECT INVOICE,INR,CU1.9MPMEDPT-180,CU1.9MPMEDPT-180,KG,215.060,456.920,98265.215,17810.000,0.000,116075.215,116075.215
Denso India Ltd.,SI000026,03-04-2015,DIRECT INVOICE,INR,CU0.6MPFINEPT-90,CU0.6MPFINEPT-90,KG,82.655,453.920,37518.758,6800.000,0.000,44318.758,44318.758
Denso India Ltd.,SI000027,03-04-2015,DIRECT INVOICE,INR,CU0.7MPMEDPT-90,CU0.7MPMEDPT-90,KG,312.210,453.920,141718.363,25686.000,0.000,167404.363,167404.363
Denso India Ltd.,SI000028,03-04-2015,DIRECT INVOICE,INR,CU0.78DCFINEPT-90,CU0.78DCFINEPT-90,KG,81.540,464.920,37909.577,6871.000,0.000,44780.577,44780.577
Denso India Ltd.,SI000029,03-04-2015,DIRECT INVOICE,INR,CU0.8DCFINEPT-90,CU0.8DCFINEPT-90,KG,398.275,464.920,185166.013,33561.000,0.000,218727.013,218727.013
Denso India Ltd.,SI000030,03-04-2015,DIRECT INVOICE,INR,CU0.83DCFINEPT-90,CU0.83DCFINEPT-90,KG,718.995,464.920,334275.155,60587.000,0.000,394862.155,394862.155
Denso India Ltd.,SI000031,03-04-2015,DIRECT INVOICE,INR,CU0.85DCMEDPT-90,CU0.85DCMEDPT-90,KG,279.520,464.920,129954.438,23554.000,0.000,153508.438,153508.438
Denso India Ltd.,SI000032,03-04-2015,DIRECT INVOICE,INR,CU0.9MPFINEPT-90,CU0.9MPFINEPT-90,KG,234.260,453.920,106335.299,19273.000,0.000,125608.299,125608.299
Denso India Ltd.,SI000033,03-04-2015,DIRECT INVOICE,INR,CU0.9DCMEDPT-90,CU0.9DCMEDPT-90,KG,538.765,463.920,249943.859,45302.000,0.000,295245.859,295245.859
Denso India Ltd.,SI000034,03-04-2015,DIRECT INVOICE,INR,CU1DCFINEPT90,CU1DCFINEPT90,KG,503.465,462.920,233064.018,42243.000,0.000,275307.018,275307.018
Denso India Ltd.,SI000035,03-04-2015,DIRECT INVOICE,INR,CU1.05DCMEDPT-90,CU1.05DCMEDPT-90,KG,251.385,463.920,116622.529,21138.000,0.000,137760.529,137760.529
Denso India Ltd.,SI000036,03-04-2015,DIRECT INVOICE,INR,CU1.15DCFINEPT-180,CU1.15DCFINEPT-180,KG,178.160,463.920,82651.987,14980.000,0.000,97631.987,97631.987
Denso India Ltd.,SI000037,03-04-2015,DIRECT INVOICE,INR,CU1.22MCFINEPT-90,CU1.22MCFINEPT-90,KG,84.185,484.920,40822.990,7399.000,0.000,48221.990,48221.990
Denso India Ltd.,SI000038,03-04-2015,DIRECT INVOICE,INR,CU1.3MCFINEPT-180,CU1.3MCFINEPT-180,KG,186.260,484.920,90321.199,16370.000,0.000,106691.199,106691.199
Denso India Ltd.,SI000039,03-04-2015,DIRECT INVOICE,INR,CU1.9MPMEDPT-180,CU1.9MPMEDPT-180,KG,300.820,456.920,137450.674,24912.000,0.000,162362.674,162362.674
Denso India Ltd.,SI000050,04-04-2015,DIRECT INVOICE,INR,CU0.6MPFINEPT-90,CU0.6MPFINEPT-90,KG,85.545,453.920,38830.590,7038.000,0.000,45868.590,45868.590
Denso India Ltd.,SI000051,04-04-2015,DIRECT INVOICE,INR,CU0.7MPMEDPT-90,CU0.7MPMEDPT-90,KG,395.600,453.920,179570.750,32547.000,0.000,212117.750,212117.750
Denso India Ltd.,SI000052,04-04-2015,DIRECT INVOICE,INR,CU0.75MPFINEPT-90,CU0.75MPFINEPT-90,KG,76.140,453.920,34561.470,6264.000,0.000,40825.470,40825.470
Denso India Ltd.,SI000053,04-04-2015,DIRECT INVOICE,INR,CU0.78DCFINEPT-90,CU0.78DCFINEPT-90,KG,81.590,464.920,37932.820,6876.000,0.000,44808.820,44808.820
Denso India Ltd.,SI000054,04-04-2015,DIRECT INVOICE,INR,CU0.8DCFINEPT-90,CU0.8DCFINEPT-90,KG,243.160,464.920,113049.950,20490.000,0.000,133539.950,133539.950
Denso India Ltd.,SI000055,04-04-2015,DIRECT INVOICE,INR,CU0.83DCFINEPT-90,CU0.83DCFINEPT-90,KG,664.500,464.920,308939.340,55995.000,0.000,364934.340,364934.340
Denso India Ltd.,SI000056,04-04-2015,DIRECT INVOICE,INR,CU0.85DCMEDPT-90,CU0.85DCMEDPT-90,KG,248.000,464.920,115300.160,20899.000,0.000,136199.160,136199.160
Denso India Ltd.,SI000057,04-04-2015,DIRECT INVOICE,INR,CU0.9MPFINEPT-90,CU0.9MPFINEPT-90,KG,231.905,453.920,105266.320,19079.000,0.000,124345.320,124345.320
Denso India Ltd.,SI000058,04-04-2015,DIRECT INVOICE,INR,CU0.9DCMEDPT-90,CU0.9DCMEDPT-90,KG,924.355,463.920,428826.770,77724.000,0.000,506550.770,506550.770
Denso India Ltd.,SI000059,04-04-2015,DIRECT INVOICE,INR,CU1DCMEDPT-90,CU1DCMEDPT-90,KG,501.145,463.920,232491.190,42139.000,0.000,274630.190,274630.190
Denso India Ltd.,SI000060,04-04-2015,DIRECT INVOICE,INR,CU1DCFINEPT90,CU1DCFINEPT90,KG,998.615,462.920,462278.860,83789.000,0.000,546067.860,546067.860
Denso India Ltd.,SI000061,04-04-2015,DIRECT INVOICE,INR,CU1.05DCMEDPT-90,CU1.05DCMEDPT-90,KG,256.240,463.920,118874.860,21545.000,0.000,140419.860,140419.860
Denso India Ltd.,SI000062,04-04-2015,DIRECT INVOICE,INR,CU1.22MCFINEPT-90,CU1.22MCFINEPT-90,KG,84.595,484.920,41021.810,7435.000,0.000,48456.810,48456.810
Denso India Ltd.,SI000063,04-04-2015,DIRECT INVOICE,INR,CU1.9MPMEDPT-180,CU1.9MPMEDPT-180,KG,655.660,456.920,299584.170,54299.000,0.000,353883.170,353883.170
Denso India Ltd.,SI000072,04-04-2015,DIRECT INVOICE,INR,CU1.05MCMEDPT-90,CU1.05MCMEDPT-90,KG,423.840,484.920,205528.493,37252.000,0.000,242780.493,242780.493
Denso India Ltd.,SI000083,06-04-2015,DIRECT INVOICE,INR,CU0.6MPFINEPT-90,CU0.6MPFINEPT-90,KG,84.195,453.920,38217.794,6927.000,0.000,45144.794,45144.794
Denso India Ltd.,SI000084,06-04-2015,DIRECT INVOICE,INR,CU0.7MPMEDPT-90,CU0.7MPMEDPT-90,KG,468.905,453.920,212845.358,38579.000,0.000,251424.358,251424.358
Denso India Ltd.,SI000085,06-04-2015,DIRECT INVOICE,INR,CU0.83DCFINEPT-90,CU0.83DCFINEPT-90,KG,483.020,464.920,224565.658,40702.000,0.000,265267.658,265267.658
Denso India Ltd.,SI000086,06-04-2015,DIRECT INVOICE,INR,CU0.85DCMEDPT-90,CU0.85DCMEDPT-90,KG,349.085,464.920,162296.598,29416.000,0.000,191712.598,191712.598
Denso India Ltd.,SI000087,06-04-2015,DIRECT INVOICE,INR,CU0.9DCMEDPT-90,CU0.9DCMEDPT-90,KG,724.945,463.920,336316.484,60958.000,0.000,397274.484,397274.484
Denso India Ltd.,SI000088,06-04-2015,DIRECT INVOICE,INR,CU1DCFINEPT90,CU1DCFINEPT90,KG,1008.430,462.920,466822.416,84612.000,0.000,551434.416,551434.416
Denso India Ltd.,SI000089,06-04-2015,DIRECT INVOICE,INR,CU1.22MCFINEPT-90,CU1.22MCFINEPT-90,KG,254.150,484.920,123242.418,22337.000,0.000,145579.418,145579.418
Denso India Ltd.,SI000090,06-04-2015,DIRECT INVOICE,INR,CU1.9MPMEDPT-180,CU1.9MPMEDPT-180,KG,1321.400,456.920,603774.088,109434.000,0.000,713208.088,713208.088
Denso India Ltd.,SI000104,07-04-2015,DIRECT INVOICE,INR,CU0.6MPFINEPT-90,CU0.6MPFINEPT-90,KG,79.730,453.920,36191.042,6560.000,0.000,42751.042,42751.042
Denso India Ltd.,SI000105,07-04-2015,DIRECT INVOICE,INR,CU0.7MPMEDPT-90,CU0.7MPMEDPT-90,KG,308.810,453.920,140175.035,25407.000,0.000,165582.035,165582.035
Denso India Ltd.,SI000106,07-04-2015,DIRECT INVOICE,INR,CU0.78DCFINEPT-90,CU0.78DCFINEPT-90,KG,81.545,464.920,37911.901,6872.000,0.000,44783.901,44783.901
Denso India Ltd.,SI000107,07-04-2015,DIRECT INVOICE,INR,CU0.8DCFINEPT-90,CU0.8DCFINEPT-90,KG,405.690,464.920,188613.395,34187.000,0.000,222800.395,222800.395
Denso India Ltd.,SI000108,07-04-2015,DIRECT INVOICE,INR,CU0.83DCFINEPT-90,CU0.83DCFINEPT-90,KG,722.690,464.920,335993.035,60899.000,0.000,396892.035,396892.035
Denso India Ltd.,SI000109,07-04-2015,DIRECT INVOICE,INR,CU0.85DCMEDPT-90,CU0.85DCMEDPT-90,KG,327.480,464.920,152252.002,27596.000,0.000,179848.002,179848.002
Denso India Ltd.,SI000110,07-04-2015,DIRECT INVOICE,INR,CU0.9MPFINEPT-90,CU0.9MPFINEPT-90,KG,177.545,453.920,80591.226,14608.000,0.000,95199.226,95199.226
Denso India Ltd.,SI000111,07-04-2015,DIRECT INVOICE,INR,CU0.9DCMEDPT-90,CU0.9DCMEDPT-90,KG,746.095,463.920,346128.392,62736.000,0.000,408864.392,408864.392
Denso India Ltd.,SI000112,07-04-2015,DIRECT INVOICE,INR,CU1DCMEDPT-90,CU1DCMEDPT-90,KG,495.310,463.920,229784.215,41648.000,0.000,271432.215,271432.215
Denso India Ltd.,SI000113,07-04-2015,DIRECT INVOICE,INR,CU1DCFINEPT90,CU1DCFINEPT90,KG,492.040,462.920,227775.157,41284.000,0.000,269059.157,269059.157
Denso India Ltd.,SI000114,07-04-2015,DIRECT INVOICE,INR,CU1.05DCMEDPT-90,CU1.05DCMEDPT-90,KG,296.350,463.920,137482.692,24919.000,0.000,162401.692,162401.692
Denso India Ltd.,SI000115,07-04-2015,DIRECT INVOICE,INR,CU1.22MCFINEPT-90,CU1.22MCFINEPT-90,KG,170.000,484.920,82436.400,14942.000,0.000,97378.400,97378.400
Denso India Ltd.,SI000116,07-04-2015,DIRECT INVOICE,INR,CU1.9MPMEDPT-180,CU1.9MPMEDPT-180,KG,454.100,456.920,207487.372,37607.000,0.000,245094.372,245094.372
Denso India Ltd.,SI000126,08-04-2015,DIRECT INVOICE,INR,CU0.6MPFINEPT-90,CU0.6MPFINEPT-90,KG,161.205,453.920,73174.174,13263.000,0.000,86437.174,86437.174
Denso India Ltd.,SI000127,08-04-2015,DIRECT INVOICE,INR,CU0.7MPMEDPT-90,CU0.7MPMEDPT-90,KG,465.660,453.920,211372.387,38312.000,0.000,249684.387,249684.387
Denso India Ltd.,SI000128,08-04-2015,DIRECT INVOICE,INR,CU0.78DCFINEPT-90,CU0.78DCFINEPT-90,KG,81.505,464.920,37893.305,6868.000,0.000,44761.305,44761.305
Denso India Ltd.,SI000129,08-04-2015,DIRECT INVOICE,INR,CU0.8DCFINEPT-90,CU0.8DCFINEPT-90,KG,324.125,464.920,150692.195,27313.000,0.000,178005.195,178005.195
Denso India Ltd.,SI000130,08-04-2015,DIRECT INVOICE,INR,CU0.83DCFINEPT-90,CU0.83DCFINEPT-90,KG,641.720,464.920,298348.462,54076.000,0.000,352424.462,352424.462
Denso India Ltd.,SI000131,08-04-2015,DIRECT INVOICE,INR,CU0.85DCMEDPT-90,CU0.85DCMEDPT-90,KG,127.725,464.920,59381.907,10763.000,0.000,70144.907,70144.907
Denso India Ltd.,SI000132,08-04-2015,DIRECT INVOICE,INR,CU0.9MPFINEPT-90,CU0.9MPFINEPT-90,KG,236.380,453.920,107297.610,19447.000,0.000,126744.610,126744.610
Denso India Ltd.,SI000133,08-04-2015,DIRECT INVOICE,INR,CU0.9DCMEDPT-90,CU0.9DCMEDPT-90,KG,1099.045,463.920,509868.956,92414.000,0.000,602282.956,602282.956
Denso India Ltd.,SI000134,08-04-2015,DIRECT INVOICE,INR,CU1.05DCMEDPT-90,CU1.05DCMEDPT-90,KG,195.320,463.920,90612.854,16424.000,0.000,107036.854,107036.854
Denso India Ltd.,SI000135,08-04-2015,DIRECT INVOICE,INR,CU1.22MCFINEPT-90,CU1.22MCFINEPT-90,KG,85.670,484.920,41543.096,7529.000,0.000,49072.096,49072.096
Denso India Ltd.,SI000136,08-04-2015,DIRECT INVOICE,INR,CU1.9MPMEDPT-180,CU1.9MPMEDPT-180,KG,516.560,456.920,236026.595,42779.000,0.000,278805.595,278805.595
Denso India Ltd.,SI000156,09-04-2015,DIRECT INVOICE,INR,CU0.6MPFINEPT-90,CU0.6MPFINEPT-90,KG,303.460,453.920,137746.563,24967.000,0.000,162713.563,162713.563
Denso India Ltd.,SI000157,09-04-2015,DIRECT INVOICE,INR,CU0.7MPMEDPT-90,CU0.7MPMEDPT-90,KG,306.350,453.920,139058.392,25204.000,0.000,164262.392,164262.392
Denso India Ltd.,SI000158,09-04-2015,DIRECT INVOICE,INR,CU0.8DCFINEPT-90,CU0.8DCFINEPT-90,KG,405.275,464.920,188420.453,34152.000,0.000,222572.453,222572.453
Denso India Ltd.,SI000159,09-04-2015,DIRECT INVOICE,INR,CU0.83DCFINEPT-90,CU0.83DCFINEPT-90,KG,599.410,464.920,278677.697,50511.000,0.000,329188.697,329188.697
Denso India Ltd.,SI000160,09-04-2015,DIRECT INVOICE,INR,CU0.85DCMEDPT-90,CU0.85DCMEDPT-90,KG,566.825,464.920,263528.279,47765.000,0.000,311293.279,311293.279
Denso India Ltd.,SI000161,09-04-2015,DIRECT INVOICE,INR,CU0.9MPFINEPT-90,CU0.9MPFINEPT-90,KG,228.430,453.920,103688.946,18793.000,0.000,122481.946,122481.946
Denso India Ltd.,SI000162,09-04-2015,DIRECT INVOICE,INR,CU0.9DCMEDPT-90,CU0.9DCMEDPT-90,KG,1084.005,463.920,502891.600,91149.000,0.000,594040.600,594040.600
Denso India Ltd.,SI000163,09-04-2015,DIRECT INVOICE,INR,CU1DCMEDPT-90,CU1DCMEDPT-90,KG,506.655,463.920,235047.388,42602.000,0.000,277649.388,277649.388
Denso India Ltd.,SI000164,09-04-2015,DIRECT INVOICE,INR,CU1.05DCMEDPT-90,CU1.05DCMEDPT-90,KG,129.075,463.920,59880.474,10854.000,0.000,70734.474,70734.474
